No.	Fokus		Waktu
0, N, 15:50:52.160
1, N, 15:50:52.177
2, N, 15:50:52.194
3, N, 15:50:52.209
4, N, 15:50:52.226
5, N, 15:50:52.246
6, N, 15:50:52.262
7, N, 15:50:52.277
8, N, 15:50:52.295
9, N, 15:50:52.309
10, N, 15:50:52.327
11, N, 15:50:52.343
12, N, 15:50:52.359
13, N, 15:50:52.378
14, N, 15:50:52.395
15, N, 15:50:52.410
16, N, 15:50:52.428
17, N, 15:50:52.444
18, N, 15:50:52.460
19, N, 15:50:52.477
20, N, 15:50:52.494
21, N, 15:50:52.510
22, N, 15:50:52.527
23, N, 15:50:52.544
24, N, 15:50:52.562
25, N, 15:50:52.579
26, N, 15:50:52.596
27, N, 15:50:52.612
28, N, 15:50:52.631
29, N, 15:50:52.646
30, N, 15:50:52.664
31, N, 15:50:52.679
32, N, 15:50:52.696
33, N, 15:50:52.712
34, N, 15:50:52.728
35, N, 15:50:52.744
36, N, 15:50:52.759
37, N, 15:50:52.777
38, N, 15:50:52.795
39, N, 15:50:52.811
40, N, 15:50:52.827
41, N, 15:50:52.845
42, N, 15:50:52.864
43, N, 15:50:52.880
44, N, 15:50:52.896
45, N, 15:50:52.913
46, N, 15:50:52.929
47, N, 15:50:52.946
48, N, 15:50:52.963
49, N, 15:50:52.980
50, N, 15:50:52.996
51, N, 15:50:53.012
52, N, 15:50:53.032
53, N, 15:50:53.046
54, N, 15:50:53.063
55, N, 15:50:53.080
56, N, 15:50:53.096
57, N, 15:50:53.111
58, N, 15:50:53.129
59, N, 15:50:53.145
60, N, 15:50:53.164
61, N, 15:50:53.178
62, N, 15:50:53.196
63, N, 15:50:53.212
64, N, 15:50:53.229
65, N, 15:50:53.252
66, N, 15:50:53.269
67, N, 15:50:53.286
68, N, 15:50:53.301
69, N, 15:50:53.317
70, N, 15:50:53.335
71, N, 15:50:53.351
72, N, 15:50:53.368
73, N, 15:50:53.385
74, N, 15:50:53.401
75, N, 15:50:53.417
76, N, 15:50:53.434
77, N, 15:50:53.450
78, N, 15:50:53.467
79, N, 15:50:53.484
80, N, 15:50:53.500
81, N, 15:50:53.517
82, N, 15:50:53.535
83, N, 15:50:53.551
84, N, 15:50:53.569
85, N, 15:50:53.585
86, N, 15:50:53.601
87, N, 15:50:53.618
88, N, 15:50:53.635
89, N, 15:50:53.651
90, N, 15:50:53.667
91, N, 15:50:53.685
92, N, 15:50:53.701
93, N, 15:50:53.717
94, N, 15:50:53.733
95, N, 15:50:53.749
96, N, 15:50:53.765
97, N, 15:50:53.783
98, N, 15:50:53.799
99, N, 15:50:53.814
100, N, 15:50:53.831
101, N, 15:50:53.847
102, N, 15:50:53.865
103, N, 15:50:53.880
104, N, 15:50:53.897
105, N, 15:50:53.912
106, N, 15:50:53.930
107, N, 15:50:53.946
108, N, 15:50:53.962
109, N, 15:50:53.979
110, N, 15:50:53.995
111, N, 15:50:54.010
112, N, 15:50:54.029
113, N, 15:50:54.044
114, N, 15:50:54.060
115, N, 15:50:54.078
116, N, 15:50:54.096
117, N, 15:50:54.111
118, N, 15:50:54.127
119, N, 15:50:54.144
120, N, 15:50:54.160
121, N, 15:50:54.177
122, N, 15:50:54.197
123, N, 15:50:54.212
124, N, 15:50:54.228
125, N, 15:50:54.245
126, N, 15:50:54.261
127, N, 15:50:54.279
128, N, 15:50:54.293
129, N, 15:50:54.310
130, N, 15:50:54.327
131, N, 15:50:54.346
132, N, 15:50:54.361
133, N, 15:50:54.377
134, N, 15:50:54.395
135, N, 15:50:54.410
136, N, 15:50:54.427
137, N, 15:50:54.445
138, N, 15:50:54.460
139, N, 15:50:54.477
140, N, 15:50:54.494
141, N, 15:50:54.511
142, N, 15:50:54.528
143, N, 15:50:54.543
144, N, 15:50:54.560
145, N, 15:50:54.578
146, N, 15:50:54.598
147, N, 15:50:54.614
148, N, 15:50:54.631
149, N, 15:50:54.648
150, N, 15:50:54.666
151, N, 15:50:54.681
152, N, 15:50:54.699
153, N, 15:50:54.715
154, N, 15:50:54.732
155, N, 15:50:54.748
156, N, 15:50:54.764
157, N, 15:50:54.781
158, N, 15:50:54.798
159, N, 15:50:54.813
160, N, 15:50:54.832
161, N, 15:50:54.846
162, N, 15:50:54.863
163, N, 15:50:54.880
164, N, 15:50:54.896
165, N, 15:50:54.911
166, N, 15:50:54.929
167, N, 15:50:54.945
168, N, 15:50:54.962
169, N, 15:50:54.979
170, N, 15:50:54.997
171, N, 15:50:55.014
172, N, 15:50:55.032
173, N, 15:50:55.048
174, N, 15:50:55.065
175, N, 15:50:55.083
176, N, 15:50:55.098
177, N, 15:50:55.114
178, N, 15:50:55.133
179, N, 15:50:55.148
180, N, 15:50:55.166
181, N, 15:50:55.183
182, LEFT, 15:50:55.198
183, LEFT, 15:50:55.215
184, LEFT, 15:50:55.232
185, LEFT, 15:50:55.247
186, LEFT, 15:50:55.265
187, LEFT, 15:50:55.281
