No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-10_15-53-37
0, -3578.74, -4050.32, -2479.52, -2155.82, 0.000, 0.000, 0.000, 15:53:50.776, N
1, -3634.35, -4110.80, -2525.95, -2209.65, 0.000, 0.000, 0.000, 15:53:50.790
2, -3829.73, -4300.39, -2739.98, -2422.30, 0.000, 0.000, 0.000, 15:53:50.792
3, -3742.70, -4207.37, -2644.70, -2324.52, 0.000, 0.000, 0.000, 15:53:50.799
4, -3569.23, -4039.17, -2452.47, -2135.88, 0.000, 0.000, 0.000, 15:53:50.801
5, -3624.30, -4094.99, -2520.26, -2188.80, 0.000, 0.000, 0.000, 15:53:50.805
6, -3807.37, -4278.28, -2718.49, -2390.53, 0.000, 0.000, 0.000, 15:53:50.809
7, -3701.21, -4181.96, -2617.25, -2281.19, 0.000, 0.000, 0.000, 15:53:50.811
8, -3539.50, -4021.38, -2430.77, -2110.34, 0.000, 0.000, 0.000, 15:53:50.814
9, -3600.94, -4078.98, -2493.72, -2174.39, 0.000, 0.000, 0.000, 15:53:50.826
10, -3789.43, -4266.46, -2714.99, -2376.22, 0.000, 0.000, 0.000, 15:53:50.828
11, -3709.42, -4180.64, -2585.89, -2291.62, 0.000, 0.000, 0.000, 15:53:50.834
12, -3538.52, -4023.89, -2435.99, -2113.07, 0.000, 0.000, 0.000, 15:53:50.835
13, -3579.80, -4070.68, -2489.41, -2160.54, 0.000, 0.000, 0.000, 15:53:50.839
14, -3766.37, -4250.40, -2709.79, -2372.69, 0.000, 0.000, 0.000, 15:53:50.840
15, -3687.49, -4172.35, -2612.13, -2288.42, 0.000, 0.000, 0.000, 15:53:50.855
16, -3527.73, -4013.02, -2435.69, -2115.32, 0.000, 0.000, 0.000, 15:53:50.860
17, -3588.21, -4065.47, -2479.93, -2165.61, 0.000, 0.000, 0.000, 15:53:50.869
18, -3780.23, -4253.86, -2698.69, -2379.03, 0.000, 0.000, 0.000, 15:53:50.869
19, -3699.77, -4179.67, -2612.36, -2295.19, 0.000, 0.000, 0.000, 15:53:50.870
20, -3544.66, -4027.56, -2448.15, -2120.82, 0.000, 0.000, 0.000, 15:53:50.872
21, -3602.55, -4080.31, -2498.70, -2178.89, 0.000, 0.000, 0.000, 15:53:50.884
22, -3787.68, -4259.62, -2696.63, -2385.31, 0.000, 0.000, 0.000, 15:53:50.885
23, -3692.34, -4159.31, -2603.42, -2275.40, 0.000, 0.000, 0.000, 15:53:50.887
24, -3532.57, -4007.58, -2428.63, -2112.06, 0.000, 0.000, 0.000, 15:53:50.890
25, -3598.67, -4077.73, -2519.01, -2188.81, 0.000, 0.000, 0.000, 15:53:50.903
26, -3776.61, -4256.39, -2698.12, -2373.21, 0.000, 0.000, 0.000, 15:53:50.906
27, -3675.20, -4146.78, -2580.70, -2256.96, 0.000, 0.000, 0.000, 15:53:50.917
28, -3508.71, -3986.84, -2395.59, -2071.15, 0.000, 0.000, 0.000, 15:53:50.918
29, -3593.18, -4060.77, -2479.40, -2157.06, 0.000, 0.000, 0.000, 15:53:50.921
30, -3761.56, -4238.17, -2679.79, -2359.74, 0.000, 0.000, 0.000, 15:53:50.921
31, -3666.53, -4147.80, -2582.24, -2258.22, 0.000, 0.000, 0.000, 15:53:50.933
32, -3516.02, -3994.81, -2412.62, -2094.95, 0.000, 0.000, 0.000, 15:53:50.935
33, -3574.49, -4059.80, -2482.61, -2160.76, 0.000, 0.000, 0.000, 15:53:50.945
34, -3770.26, -4247.61, -2698.09, -2369.29, 0.000, 0.000, 0.000, 15:53:50.948
35, -3670.41, -4159.43, -2588.33, -2264.06, 0.000, 0.000, 0.000, 15:53:50.953
36, -3519.88, -3997.96, -2418.66, -2095.97, 0.000, 0.000, 0.000, 15:53:50.960
37, -3591.10, -4073.21, -2487.05, -2165.89, 0.000, 0.000, 0.000, 15:53:50.968
38, -3777.50, -4257.60, -2688.89, -2364.92, 0.000, 0.000, 0.000, 15:53:50.971
39, -3684.62, -4162.53, -2595.20, -2264.99, 0.000, 0.000, 0.000, 15:53:50.975
40, -3517.68, -4002.83, -2411.86, -2084.45, 0.000, 0.000, 0.000, 15:53:50.975
41, -3590.24, -4074.74, -2472.30, -2164.20, 0.000, 0.000, 0.000, 15:53:50.976
42, -3803.55, -4285.81, -2709.94, -2399.45, 0.000, 0.000, 0.000, 15:53:50.976
43, -3725.18, -4208.83, -2626.28, -2313.52, 0.000, 0.000, 0.000, 15:53:50.992
44, -3570.74, -4046.68, -2456.15, -2139.31, 0.000, 0.000, 0.000, 15:53:50.995
45, -3619.28, -4105.19, -2540.20, -2201.77, 0.000, 0.000, 0.000, 15:53:51.005
