No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-31-47
0, -4497.98, -4819.53, 897.29, 1068.44, 0.000, 0.000, 0.000, 18:32:06.360
1, -4491.13, -4817.04, 903.67, 1069.49, 0.000, 0.000, 0.000, 18:32:06.373
2, -4486.17, -4810.04, 903.90, 1071.55, 0.000, 0.000, 0.000, 18:32:06.374
3, -4487.44, -4810.81, 909.70, 1080.73, 0.000, 0.000, 0.000, 18:32:06.385
4, -4493.47, -4813.50, 906.16, 1076.29, 0.000, 0.000, 0.000, 18:32:06.387
5, -4487.03, -4814.15, 903.80, 1075.84, 0.000, 0.000, 0.000, 18:32:06.389
6, -4487.21, -4818.26, 905.29, 1078.78, 0.000, 0.000, 0.000, 18:32:06.393
7, -4487.61, -4815.92, 901.13, 1074.29, 0.000, 0.000, 0.000, 18:32:06.399
8, -4484.06, -4812.50, 913.24, 1077.39, 0.000, 0.000, 0.000, 18:32:06.402
9, -4484.77, -4816.18, 901.93, 1077.97, 0.000, 0.000, 0.000, 18:32:06.403
10, -4491.09, -4819.73, 892.38, 1071.46, 0.000, 0.000, 0.000, 18:32:06.404
11, -4490.46, -4824.97, 888.57, 1068.48, 0.000, 0.000, 0.000, 18:32:06.406
12, -4489.01, -4819.66, 894.34, 1068.48, 0.000, 0.000, 0.000, 18:32:06.406
13, -4482.17, -4814.00, 899.20, 1070.00, 0.000, 0.000, 0.000, 18:32:06.407
14, -4482.06, -4820.14, 898.07, 1070.96, 0.000, 0.000, 0.000, 18:32:06.408
15, -4473.50, -4808.31, 907.03, 1077.82, 0.000, 0.000, 0.000, 18:32:06.408
16, -4480.53, -4805.11, 913.35, 1082.71, 0.000, 0.000, 0.000, 18:32:06.409
17, -4469.06, -4797.44, 915.38, 1087.85, 0.000, 0.000, 0.000, 18:32:06.410
18, -4480.97, -4818.90, 908.40, 1085.16, 0.000, 0.000, 0.000, 18:32:06.410
19, -4487.00, -4817.41, 906.67, 1075.00, 0.000, 0.000, 0.000, 18:32:06.412
20, -4483.95, -4813.52, 909.93, 1078.08, 0.000, 0.000, 0.000, 18:32:06.413
21, -4488.86, -4817.73, 909.97, 1081.37, 0.000, 0.000, 0.000, 18:32:06.436
22, -4492.08, -4824.13, 905.42, 1074.80, 0.000, 0.000, 0.000, 18:32:06.448
23, -4493.42, -4824.14, 910.09, 1077.14, 0.000, 0.000, 0.000, 18:32:06.461
24, -4495.28, -4822.42, 904.05, 1076.94, 0.000, 0.000, 0.000, 18:32:06.467
25, -4498.34, -4823.74, 907.14, 1074.76, 0.000, 0.000, 0.000, 18:32:06.471
26, -4484.28, -4822.26, 914.85, 1075.95, 0.000, 0.000, 0.000, 18:32:06.472
27, -4486.26, -4810.83, 911.59, 1076.43, 0.000, 0.000, 0.000, 18:32:06.474
28, -4476.35, -4803.08, 913.79, 1079.31, 0.000, 0.000, 0.000, 18:32:06.475
29, -4470.04, -4802.38, 918.43, 1081.60, 0.000, 0.000, 0.000, 18:32:06.484
30, -4475.35, -4800.79, 914.91, 1081.81, 0.000, 0.000, 0.000, 18:32:06.486
31, -4478.65, -4807.72, 907.25, 1076.58, 0.000, 0.000, 0.000, 18:32:06.488
32, -4485.50, -4803.85, 908.16, 1080.17, 0.000, 0.000, 0.000, 18:32:06.489
33, -4481.71, -4807.63, 913.39, 1082.08, 0.000, 0.000, 0.000, 18:32:06.491
34, -4478.26, -4805.33, 910.24, 1087.46, 0.000, 0.000, 0.000, 18:32:06.491
35, -4479.71, -4799.75, 911.32, 1084.64, 0.000, 0.000, 0.000, 18:32:06.492
36, -4477.20, -4804.88, 910.63, 1076.51, 0.000, 0.000, 0.000, 18:32:06.494
37, -4476.49, -4818.08, 905.81, 1071.13, 0.000, 0.000, 0.000, 18:32:06.526
38, -4481.48, -4816.88, 904.87, 1074.82, 0.000, 0.000, 0.000, 18:32:06.533
39, -4479.33, -4814.60, 902.49, 1071.57, 0.000, 0.000, 0.000, 18:32:06.536
40, -4475.78, -4809.44, 905.37, 1076.60, 0.000, 0.000, 0.000, 18:32:06.538
41, -4479.68, -4816.02, 906.68, 1074.79, 0.000, 0.000, 0.000, 18:32:06.611
42, -4485.85, -4815.14, 907.32, 1071.58, 0.000, 0.000, 0.000, 18:32:06.611
43, -4480.11, -4809.57, 909.09, 1075.89, 0.000, 0.000, 0.000, 18:32:06.617
44, -4474.36, -4812.14, 900.92, 1070.54, 0.000, 0.000, 0.000, 18:32:06.617
45, -4477.76, -4809.15, 906.99, 1081.73, 0.000, 0.000, 0.000, 18:32:06.624
46, -4478.10, -4805.82, 897.45, 1074.69, 0.000, 0.000, 0.000, 18:32:06.624
47, -4485.31, -4805.34, 892.17, 1074.09, 0.000, 0.000, 0.000, 18:32:06.625
48, -4474.39, -4803.65, 897.42, 1077.85, 0.000, 0.000, 0.000, 18:32:06.629
49, -4480.30, -4808.38, 902.15, 1073.04, 0.000, 0.000, 0.000, 18:32:06.634
50, -4474.81, -4817.48, 893.23, 1072.20, 0.000, 0.000, 0.000, 18:32:06.635
51, -4482.88, -4814.90, 890.91, 1071.17, 0.000, 0.000, 0.000, 18:32:06.638
52, -4476.93, -4813.89, 889.94, 1070.94, 0.000, 0.000, 0.000, 18:32:06.639
53, -4474.26, -4809.92, 892.91, 1074.34, 0.000, 0.000, 0.000, 18:32:06.641
54, -4469.03, -4814.03, 890.02, 1076.08, 0.000, 0.000, 0.000, 18:32:06.644
55, -4482.11, -4809.80, 885.47, 1073.53, 0.000, 0.000, 0.000, 18:32:06.646
56, -4482.00, -4804.59, 886.58, 1080.90, 0.000, 0.000, 0.000, 18:32:06.647
57, -4473.92, -4804.08, 889.58, 1088.60, 0.000, 0.000, 0.000, 18:32:06.654
58, -4474.92, -4808.83, 903.86, 1087.01, 0.000, 0.000, 0.000, 18:32:06.658
59, -4466.61, -4810.18, 908.09, 1088.05, 0.000, 0.000, 0.000, 18:32:06.659
60, -4467.50, -4803.02, 912.06, 1091.03, 0.000, 0.000, 0.000, 18:32:06.659
61, -4463.45, -4808.96, 913.45, 1086.17, 0.000, 0.000, 0.000, 18:32:06.685
62, -4470.01, -4808.94, 917.15, 1087.95, 0.000, 0.000, 0.000, 18:32:06.687
63, -4477.44, -4808.92, 907.26, 1088.15, 0.000, 0.000, 0.000, 18:32:06.690
64, -4485.68, -4812.14, 900.53, 1085.75, 0.000, 0.000, 0.000, 18:32:06.690
65, -4486.00, -4808.65, 902.75, 1084.12, 0.000, 0.000, 0.000, 18:32:06.691
66, -4487.46, -4812.99, 893.98, 1087.68, 0.000, 0.000, 0.000, 18:32:06.691
67, -4486.40, -4813.13, 890.16, 1082.40, 0.000, 0.000, 0.000, 18:32:06.692
68, -4478.92, -4812.59, 903.25, 1087.50, 0.000, 0.000, 0.000, 18:32:06.692
69, -4482.06, -4811.47, 903.31, 1081.90, 0.000, 0.000, 0.000, 18:32:06.732
70, -4485.91, -4822.51, 902.03, 1081.98, 0.000, 0.000, 0.000, 18:32:06.732
71, -4472.94, -4816.83, 900.00, 1074.65, 0.000, 0.000, 0.000, 18:32:06.733
72, -4476.25, -4813.89, 898.18, 1084.99, 0.000, 0.000, 0.000, 18:32:06.733
73, -4471.61, -4813.06, 900.75, 1089.75, 0.000, 0.000, 0.000, 18:32:06.734
74, -4475.31, -4815.01, 910.77, 1082.55, 0.000, 0.000, 0.000, 18:32:06.735
75, -4472.87, -4805.90, 908.20, 1087.41, 0.000, 0.000, 0.000, 18:32:06.735
76, -4469.07, -4807.16, 907.14, 1079.99, 0.000, 0.000, 0.000, 18:32:06.735
77, -4476.39, -4813.98, 905.20, 1079.25, 0.000, 0.000, 0.000, 18:32:06.735
78, -4481.04, -4818.46, 904.59, 1074.72, 0.000, 0.000, 0.000, 18:32:06.736
79, -4481.72, -4814.38, 896.97, 1076.08, 0.000, 0.000, 0.000, 18:32:06.757
80, -4491.40, -4810.21, 898.01, 1080.76, 0.000, 0.000, 0.000, 18:32:06.760
81, -4490.59, -4805.97, 901.37, 1078.49, 0.000, 0.000, 0.000, 18:32:06.761
82, -4479.53, -4802.78, 898.63, 1075.36, 0.000, 0.000, 0.000, 18:32:06.762
83, -4484.94, -4811.22, 893.49, 1066.62, 0.000, 0.000, 0.000, 18:32:06.763
84, -4470.12, -4810.71, 903.29, 1067.69, 0.000, 0.000, 0.000, 18:32:06.766
85, -4480.95, -4809.76, 900.34, 1071.12, 0.000, 0.000, 0.000, 18:32:06.770
86, -4478.22, -4811.89, 907.32, 1073.54, 0.000, 0.000, 0.000, 18:32:06.771
87, -4480.86, -4814.16, 915.27, 1070.29, 0.000, 0.000, 0.000, 18:32:06.774
88, -4476.50, -4815.42, 918.22, 1072.45, 0.000, 0.000, 0.000, 18:32:06.779
89, -4483.97, -4809.79, 921.84, 1074.36, 0.000, 0.000, 0.000, 18:32:06.780
90, -4485.16, -4809.92, 915.65, 1069.70, 0.000, 0.000, 0.000, 18:32:06.783
91, -4481.91, -4811.16, 919.13, 1074.20, 0.000, 0.000, 0.000, 18:32:06.789
92, -4479.85, -4803.93, 913.89, 1076.32, 0.000, 0.000, 0.000, 18:32:06.790
93, -4480.01, -4815.27, 916.70, 1075.18, 0.000, 0.000, 0.000, 18:32:06.795
94, -4489.52, -4809.50, 915.16, 1073.67, 0.000, 0.000, 0.000, 18:32:06.797
95, -4487.77, -4815.91, 910.60, 1071.21, 0.000, 0.000, 0.000, 18:32:06.797
96, -4478.81, -4811.92, 916.95, 1076.75, 0.000, 0.000, 0.000, 18:32:06.797
97, -4473.50, -4819.00, 924.01, 1074.03, 0.000, 0.000, 0.000, 18:32:06.811
98, -4482.17, -4814.60, 915.03, 1077.14, 0.000, 0.000, 0.000, 18:32:06.815
99, -4480.86, -4814.38, 910.89, 1070.75, 0.000, 0.000, 0.000, 18:32:06.820
100, -4483.52, -4809.92, 912.82, 1072.60, 0.000, 0.000, 0.000, 18:32:06.821
101, -4489.42, -4816.63, 912.68, 1068.38, 0.000, 0.000, 0.000, 18:32:06.885
102, -4487.07, -4817.31, 913.71, 1073.82, 0.000, 0.000, 0.000, 18:32:06.887
103, -4484.96, -4811.42, 919.15, 1076.96, 0.000, 0.000, 0.000, 18:32:06.887
104, -4482.77, -4809.44, 923.87, 1069.20, 0.000, 0.000, 0.000, 18:32:06.887
105, -4475.93, -4809.55, 920.90, 1072.60, 0.000, 0.000, 0.000, 18:32:06.888
106, -4488.16, -4806.77, 916.38, 1068.41, 0.000, 0.000, 0.000, 18:32:06.888
107, -4488.80, -4813.98, 913.33, 1065.42, 0.000, 0.000, 0.000, 18:32:06.888
108, -4484.88, -4814.91, 927.36, 1069.94, 0.000, 0.000, 0.000, 18:32:06.889
109, -4478.45, -4806.18, 926.97, 1079.44, 0.000, 0.000, 0.000, 18:32:06.890
110, -4480.09, -4823.15, 918.67, 1069.73, 0.000, 0.000, 0.000, 18:32:06.890
111, -4483.83, -4816.46, 917.03, 1070.78, 0.000, 0.000, 0.000, 18:32:06.890
112, -4480.49, -4812.34, 913.78, 1071.63, 0.000, 0.000, 0.000, 18:32:06.895
113, -4488.30, -4822.12, 914.32, 1068.01, 0.000, 0.000, 0.000, 18:32:06.896
114, -4489.78, -4819.62, 901.14, 1066.99, 0.000, 0.000, 0.000, 18:32:06.896
115, -4488.26, -4812.90, 897.74, 1071.08, 0.000, 0.000, 0.000, 18:32:06.904
116, -4483.62, -4805.06, 899.36, 1072.97, 0.000, 0.000, 0.000, 18:32:06.907
117, -4478.14, -4810.34, 901.15, 1074.01, 0.000, 0.000, 0.000, 18:32:06.918
118, -4487.94, -4817.28, 902.02, 1071.75, 0.000, 0.000, 0.000, 18:32:06.920
119, -4480.83, -4813.40, 894.34, 1070.33, 0.000, 0.000, 0.000, 18:32:06.925
120, -4480.91, -4817.22, 896.59, 1072.25, 0.000, 0.000, 0.000, 18:32:06.927
121, -4486.98, -4814.84, 896.96, 1066.66, 0.000, 0.000, 0.000, 18:32:06.937
122, -4494.90, -4826.23, 894.33, 1058.42, 0.000, 0.000, 0.000, 18:32:06.939
123, -4482.46, -4821.37, 900.99, 1070.22, 0.000, 0.000, 0.000, 18:32:06.944
124, -4475.33, -4822.21, 905.96, 1079.28, 0.000, 0.000, 0.000, 18:32:06.945
125, -4474.95, -4814.81, 912.99, 1078.67, 0.000, 0.000, 0.000, 18:32:06.952
126, -4481.11, -4815.78, 906.57, 1073.78, 0.000, 0.000, 0.000, 18:32:06.968
127, -4483.17, -4820.95, 899.09, 1068.66, 0.000, 0.000, 0.000, 18:32:06.983
128, -4478.04, -4812.78, 901.61, 1068.89, 0.000, 0.000, 0.000, 18:32:06.984
129, -4484.41, -4812.10, 908.13, 1070.42, 0.000, 0.000, 0.000, 18:32:06.985
130, -4489.05, -4819.68, 901.93, 1069.45, 0.000, 0.000, 0.000, 18:32:06.985
131, -4487.62, -4809.67, 909.31, 1075.10, 0.000, 0.000, 0.000, 18:32:06.985
132, -4484.96, -4806.81, 904.16, 1083.90, 0.000, 0.000, 0.000, 18:32:06.985
133, -4488.64, -4807.61, 905.54, 1086.59, 0.000, 0.000, 0.000, 18:32:06.985
134, -4487.10, -4811.29, 902.81, 1083.31, 0.000, 0.000, 0.000, 18:32:06.986
135, -4482.62, -4809.82, 900.09, 1082.24, 0.000, 0.000, 0.000, 18:32:07.004
136, -4482.69, -4806.12, 898.01, 1081.12, 0.000, 0.000, 0.000, 18:32:07.004
137, -4470.13, -4802.45, 901.23, 1082.24, 0.000, 0.000, 0.000, 18:32:07.039
138, -4464.71, -4808.65, 907.28, 1083.17, 0.000, 0.000, 0.000, 18:32:07.040
139, -4474.71, -4816.66, 899.31, 1081.54, 0.000, 0.000, 0.000, 18:32:07.048
140, -4473.29, -4808.56, 908.43, 1089.07, 0.000, 0.000, 0.000, 18:32:07.050
141, -4474.64, -4810.90, 905.10, 1081.40, 0.000, 0.000, 0.000, 18:32:07.051
142, -4480.06, -4811.00, 901.59, 1077.70, 0.000, 0.000, 0.000, 18:32:07.052
143, -4489.43, -4810.54, 884.79, 1068.89, 0.000, 0.000, 0.000, 18:32:07.054
