No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-36-13
0, -4544.48, -4907.50, 857.15, 983.62, 0.000, 0.000, 0.000, 18:36:21.604
1, -4558.49, -4909.53, 852.27, 979.53, 0.000, 0.000, 0.000, 18:36:21.612
2, -4544.51, -4893.91, 857.30, 983.96, 0.000, 0.000, 0.000, 18:36:21.615
3, -4539.55, -4886.31, 866.04, 984.80, 0.000, 0.000, 0.000, 18:36:21.644
4, -4535.02, -4891.12, 874.15, 994.81, 0.000, 0.000, 0.000, 18:36:21.644
5, -4541.29, -4900.26, 868.86, 992.58, 0.000, 0.000, 0.000, 18:36:21.650
6, -4523.07, -4876.10, 877.69, 999.33, 0.000, 0.000, 0.000, 18:36:21.652
7, -4520.25, -4861.53, 879.39, 1005.21, 0.000, 0.000, 0.000, 18:36:21.652
8, -4515.62, -4872.92, 886.92, 1013.81, 0.000, 0.000, 0.000, 18:36:21.652
9, -4513.82, -4864.88, 873.18, 1000.64, 0.000, 0.000, 0.000, 18:36:21.652
10, -4521.69, -4876.70, 875.50, 1010.60, 0.000, 0.000, 0.000, 18:36:21.653
11, -4520.53, -4876.70, 873.98, 1003.06, 0.000, 0.000, 0.000, 18:36:21.659
12, -4522.98, -4888.73, 876.07, 995.49, 0.000, 0.000, 0.000, 18:36:21.661
13, -4523.85, -4885.71, 867.75, 988.84, 0.000, 0.000, 0.000, 18:36:21.673
14, -4516.86, -4876.62, 867.55, 991.80, 0.000, 0.000, 0.000, 18:36:21.675
15, -4511.56, -4881.13, 869.50, 990.59, 0.000, 0.000, 0.000, 18:36:21.688
16, -4518.14, -4871.05, 880.41, 995.69, 0.000, 0.000, 0.000, 18:36:21.688
17, -4531.99, -4886.40, 870.16, 993.00, 0.000, 0.000, 0.000, 18:36:21.692
18, -4520.64, -4867.25, 871.09, 1002.28, 0.000, 0.000, 0.000, 18:36:21.692
19, -4523.28, -4878.05, 874.67, 1006.72, 0.000, 0.000, 0.000, 18:36:21.718
20, -4533.53, -4886.50, 868.44, 1001.00, 0.000, 0.000, 0.000, 18:36:21.719
21, -4527.34, -4891.29, 875.19, 1002.65, 0.000, 0.000, 0.000, 18:36:21.720
22, -4515.67, -4886.69, 878.57, 1003.99, 0.000, 0.000, 0.000, 18:36:21.721
23, -4503.94, -4873.80, 883.07, 1006.44, 0.000, 0.000, 0.000, 18:36:21.723
24, -4515.97, -4890.38, 877.16, 991.15, 0.000, 0.000, 0.000, 18:36:21.723
25, -4523.97, -4888.60, 870.33, 992.94, 0.000, 0.000, 0.000, 18:36:21.732
26, -4514.84, -4879.92, 871.75, 997.58, 0.000, 0.000, 0.000, 18:36:21.734
27, -4512.43, -4881.68, 875.30, 998.84, 0.000, 0.000, 0.000, 18:36:21.746
28, -4517.88, -4886.57, 877.78, 1001.01, 0.000, 0.000, 0.000, 18:36:21.747
29, -4513.26, -4891.48, 876.41, 995.31, 0.000, 0.000, 0.000, 18:36:21.749
30, -4511.20, -4879.46, 876.42, 1007.38, 0.000, 0.000, 0.000, 18:36:21.750
31, -4517.62, -4873.04, 883.56, 1006.15, 0.000, 0.000, 0.000, 18:36:21.761
32, -4527.76, -4892.54, 885.43, 1005.45, 0.000, 0.000, 0.000, 18:36:21.761
33, -4525.38, -4889.98, 876.74, 997.05, 0.000, 0.000, 0.000, 18:36:21.801
34, -4537.88, -4883.19, 874.05, 998.64, 0.000, 0.000, 0.000, 18:36:21.802
35, -4518.77, -4868.65, 882.82, 1003.89, 0.000, 0.000, 0.000, 18:36:21.804
36, -4521.10, -4878.79, 882.52, 998.63, 0.000, 0.000, 0.000, 18:36:21.805
37, -4534.29, -4881.13, 878.11, 1000.62, 0.000, 0.000, 0.000, 18:36:21.810
38, -4513.90, -4868.87, 888.25, 1006.00, 0.000, 0.000, 0.000, 18:36:21.810
39, -4490.65, -4859.16, 891.73, 1012.00, 0.000, 0.000, 0.000, 18:36:21.810
40, -4505.13, -4874.28, 885.24, 1000.85, 0.000, 0.000, 0.000, 18:36:21.810
41, -4511.60, -4873.31, 872.80, 999.18, 0.000, 0.000, 0.000, 18:36:21.820
42, -4509.33, -4868.89, 876.93, 1000.77, 0.000, 0.000, 0.000, 18:36:21.821
