%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_10-11-57
0, -2.39, 0.00, 2.21, 6.23, 0.000, 0.000, 0.000, 10:12:01.392
1, 12.03, 0.00, 17.52, 19.57, 0.000, 0.000, 0.000, 10:12:01.518
2, 26.02, 0.00, 27.30, 29.92, 0.000, 0.000, 0.000, 10:12:01.519
3, 9.65, 0.00, 12.46, 15.74, 0.000, 0.000, 0.000, 10:12:01.522
4, 1.45, 0.00, 7.71, 6.89, 0.000, 0.000, 0.000, 10:12:01.523
5, 17.27, 0.00, 21.87, 24.06, 0.000, 0.000, 0.000, 10:12:01.523
6, 22.92, 0.00, 25.67, 33.50, 0.000, 0.000, 0.000, 10:12:01.524
7, 3.79, 0.00, -1.70, 10.63, 0.000, 0.000, 0.000, 10:12:01.525
8, 3.08, 0.00, -0.13, 6.02, 0.000, 0.000, 0.000, 10:12:01.525
9, 15.75, 0.00, 23.65, 21.61, 0.000, 0.000, 0.000, 10:12:01.526
10, 22.87, 0.00, 29.85, 32.99, 0.000, 0.000, 0.000, 10:12:01.527
11, 8.78, 0.00, 12.01, 13.57, 0.000, 0.000, 0.000, 10:12:01.527
12, 4.23, 0.00, 6.20, 7.56, 0.000, 0.000, 0.000, 10:12:01.528
13, 20.68, 0.00, 18.68, 25.37, 0.000, 0.000, 0.000, 10:12:01.529
14, 23.29, 0.00, 27.19, 29.69, 0.000, 0.000, 0.000, 10:12:01.529
15, 4.41, 0.00, 9.83, 10.56, 0.000, 0.000, 0.000, 10:12:01.530
16, 1.04, 0.00, -3.90, 8.36, 0.000, 0.000, 0.000, 10:12:01.530
17, 19.68, 0.00, 15.52, 27.93, 0.000, 0.000, 0.000, 10:12:01.531
18, 22.64, 0.00, 30.64, 31.49, 0.000, 0.000, 0.000, 10:12:01.532
19, 8.04, 0.00, 11.56, 15.72, 0.000, 0.000, 0.000, 10:12:01.532
20, -0.07, 0.00, 6.92, 6.91, 0.000, 0.000, 0.000, 10:12:01.533
21, 16.15, 0.00, 23.25, 22.85, 0.000, 0.000, 0.000, 10:12:01.535
22, 23.49, 0.00, 27.14, 27.54, 0.000, 0.000, 0.000, 10:12:01.536
