%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_13-28-51
0, -4305.73, 0.00, -3523.69, -3025.24, 0.000, 0.000, 0.000, 13:29:02.043
1, -4321.99, 0.00, -3559.96, -3098.49, 0.000, 0.000, 0.000, 13:29:02.057
2, -4330.45, 0.00, -3583.22, -3134.20, 0.000, 0.000, 0.000, 13:29:02.058
3, -4310.90, 0.00, -3559.72, -3081.99, 0.000, 0.000, 0.000, 13:29:02.072
4, -4291.80, 0.00, -3512.71, -3002.36, 0.000, 0.000, 0.000, 13:29:02.072
5, -4322.22, 0.00, -3554.34, -3092.74, 0.000, 0.000, 0.000, 13:29:02.072
6, -4337.86, 0.00, -3585.02, -3141.92, 0.000, 0.000, 0.000, 13:29:02.072
7, -4324.33, 0.00, -3558.08, -3090.57, 0.000, 0.000, 0.000, 13:29:02.087
8, -4295.91, 0.00, -3505.19, -3009.67, 0.000, 0.000, 0.000, 13:29:02.087
9, -4312.93, 0.00, -3551.74, -3091.16, 0.000, 0.000, 0.000, 13:29:02.102
10, -4325.35, 0.00, -3573.00, -3131.83, 0.000, 0.000, 0.000, 13:29:02.102
11, -4304.42, 0.00, -3543.76, -3075.78, 0.000, 0.000, 0.000, 13:29:02.102
12, -4279.99, 0.00, -3512.25, -3005.65, 0.000, 0.000, 0.000, 13:29:02.103
13, -4301.99, 0.00, -3548.84, -3086.76, 0.000, 0.000, 0.000, 13:29:02.117
14, -4314.05, 0.00, -3573.59, -3127.19, 0.000, 0.000, 0.000, 13:29:02.117
15, -4298.36, 0.00, -3535.75, -3071.96, 0.000, 0.000, 0.000, 13:29:02.133
16, -4262.12, 0.00, -3483.50, -2982.29, 0.000, 0.000, 0.000, 13:29:02.133
17, -4298.32, 0.00, -3539.72, -3075.05, 0.000, 0.000, 0.000, 13:29:02.133
18, -4293.18, 0.00, -3556.49, -3107.17, 0.000, 0.000, 0.000, 13:29:02.133
19, -4288.63, 0.00, -3530.53, -3055.29, 0.000, 0.000, 0.000, 13:29:02.147
20, -4273.36, 0.00, -3486.86, -2992.20, 0.000, 0.000, 0.000, 13:29:02.147
21, -4293.09, 0.00, -3534.37, -3063.87, 0.000, 0.000, 0.000, 13:29:02.163
22, -4318.13, 0.00, -3570.78, -3124.41, 0.000, 0.000, 0.000, 13:29:02.164
23, -4312.87, 0.00, -3543.33, -3080.86, 0.000, 0.000, 0.000, 13:29:02.169
24, -4284.44, 0.00, -3496.27, -2999.91, 0.000, 0.000, 0.000, 13:29:02.169
25, -4312.51, 0.00, -3548.48, -3086.31, 0.000, 0.000, 0.000, 13:29:02.177
26, -4327.37, 0.00, -3584.04, -3130.28, 0.000, 0.000, 0.000, 13:29:02.178
27, -4305.63, 0.00, -3537.83, -3079.08, 0.000, 0.000, 0.000, 13:29:02.193
28, -4283.66, 0.00, -3497.29, -3002.46, 0.000, 0.000, 0.000, 13:29:02.193
29, -4316.63, 0.00, -3537.73, -3081.24, 0.000, 0.000, 0.000, 13:29:02.194
30, -4304.14, 0.00, -3559.99, -3120.04, 0.000, 0.000, 0.000, 13:29:02.194
31, -4288.15, 0.00, -3540.50, -3072.96, 0.000, 0.000, 0.000, 13:29:02.207
32, -4266.62, 0.00, -3491.27, -2997.77, 0.000, 0.000, 0.000, 13:29:02.208
33, -4288.33, 0.00, -3532.64, -3072.97, 0.000, 0.000, 0.000, 13:29:02.222
34, -4297.40, 0.00, -3565.19, -3122.32, 0.000, 0.000, 0.000, 13:29:02.222
35, -4298.21, 0.00, -3549.12, -3084.08, 0.000, 0.000, 0.000, 13:29:02.222
36, -4276.03, 0.00, -3505.92, -3006.45, 0.000, 0.000, 0.000, 13:29:02.222
37, -4290.31, 0.00, -3537.94, -3079.19, 0.000, 0.000, 0.000, 13:29:02.237
38, -4316.75, 0.00, -3573.72, -3136.30, 0.000, 0.000, 0.000, 13:29:02.237
39, -4302.81, 0.00, -3553.68, -3079.21, 0.000, 0.000, 0.000, 13:29:02.252
40, -4284.10, 0.00, -3500.65, -3009.48, 0.000, 0.000, 0.000, 13:29:02.252
41, -4298.95, 0.00, -3535.86, -3071.42, 0.000, 0.000, 0.000, 13:29:02.253
42, -4305.03, 0.00, -3570.31, -3126.91, 0.000, 0.000, 0.000, 13:29:02.253
43, -4292.75, 0.00, -3534.84, -3062.78, 0.000, 0.000, 0.000, 13:29:02.267
44, -4266.41, 0.00, -3499.46, -3002.86, 0.000, 0.000, 0.000, 13:29:02.267
45, -4285.47, 0.00, -3545.63, -3073.34, 0.000, 0.000, 0.000, 13:29:02.282
46, -4305.33, 0.00, -3580.51, -3141.62, 0.000, 0.000, 0.000, 13:29:02.283
47, -4288.57, 0.00, -3545.42, -3083.99, 0.000, 0.000, 0.000, 13:29:02.283
48, -4262.47, 0.00, -3501.79, -3006.92, 0.000, 0.000, 0.000, 13:29:02.283
49, -4294.27, 0.00, -3544.96, -3079.58, 0.000, 0.000, 0.000, 13:29:02.297
50, -4303.79, 0.00, -3564.01, -3129.81, 0.000, 0.000, 0.000, 13:29:02.297
51, -4300.73, 0.00, -3542.99, -3083.80, 0.000, 0.000, 0.000, 13:29:02.313
52, -4273.81, 0.00, -3499.32, -3007.49, 0.000, 0.000, 0.000, 13:29:02.313
53, -4291.56, 0.00, -3532.40, -3069.35, 0.000, 0.000, 0.000, 13:29:02.313
54, -4306.38, 0.00, -3565.65, -3120.64, 0.000, 0.000, 0.000, 13:29:02.313
55, -4300.00, 0.00, -3543.07, -3073.87, 0.000, 0.000, 0.000, 13:29:02.327
56, -4280.45, 0.00, -3490.19, -2998.85, 0.000, 0.000, 0.000, 13:29:02.328
57, -4311.09, 0.00, -3533.03, -3069.71, 0.000, 0.000, 0.000, 13:29:02.343
58, -4307.60, 0.00, -3554.11, -3106.51, 0.000, 0.000, 0.000, 13:29:02.343
59, -4298.02, 0.00, -3528.94, -3057.67, 0.000, 0.000, 0.000, 13:29:02.343
60, -4275.10, 0.00, -3482.92, -2986.85, 0.000, 0.000, 0.000, 13:29:02.344
61, -4281.91, 0.00, -3515.90, -3040.95, 0.000, 0.000, 0.000, 13:29:02.357
62, -4286.18, 0.00, -3546.56, -3094.71, 0.000, 0.000, 0.000, 13:29:02.358
63, -4274.38, 0.00, -3529.74, -3061.81, 0.000, 0.000, 0.000, 13:29:02.372
64, -4260.88, 0.00, -3500.71, -2998.49, 0.000, 0.000, 0.000, 13:29:02.372
65, -4280.21, 0.00, -3533.53, -3065.72, 0.000, 0.000, 0.000, 13:29:02.373
66, -4298.40, 0.00, -3568.08, -3118.32, 0.000, 0.000, 0.000, 13:29:02.373
67, -4293.11, 0.00, -3535.53, -3067.00, 0.000, 0.000, 0.000, 13:29:02.387
