%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_10-28-14
0, 13.12, 0.00, 11.95, 15.75, 0.000, 0.000, 0.000, 10:28:18.392
1, 25.50, 0.00, 33.31, 30.55, 0.000, 0.000, 0.000, 10:28:18.407
2, 12.25, 0.00, 18.73, 16.96, 0.000, 0.000, 0.000, 10:28:18.410
3, 2.73, 0.00, 2.63, 7.92, 0.000, 0.000, 0.000, 10:28:18.422
4, 13.04, 0.00, 15.68, 24.05, 0.000, 0.000, 0.000, 10:28:18.423
5, 28.37, 0.00, 26.54, 34.05, 0.000, 0.000, 0.000, 10:28:18.424
6, 10.02, 0.00, 11.59, 12.06, 0.000, 0.000, 0.000, 10:28:18.425
7, 2.95, 0.00, 1.73, 8.01, 0.000, 0.000, 0.000, 10:28:18.452
8, 14.47, 0.00, 16.48, 18.09, 0.000, 0.000, 0.000, 10:28:18.453
9, 21.47, 0.00, 32.89, 28.55, 0.000, 0.000, 0.000, 10:28:18.454
10, 12.93, 0.00, 17.34, 16.67, 0.000, 0.000, 0.000, 10:28:18.454
11, 7.77, 0.00, 5.73, 7.61, 0.000, 0.000, 0.000, 10:28:18.455
12, 10.58, 0.00, 15.98, 22.24, 0.000, 0.000, 0.000, 10:28:18.456
13, 23.10, 0.00, 41.02, 31.24, 0.000, 0.000, 0.000, 10:28:18.464
14, 11.51, 0.00, 20.47, 14.12, 0.000, 0.000, 0.000, 10:28:18.466
15, 0.48, 0.00, -6.08, 3.38, 0.000, 0.000, 0.000, 10:28:18.482
16, 12.14, 0.00, 12.28, 13.73, 0.000, 0.000, 0.000, 10:28:18.486
17, 21.12, 0.00, 26.50, 28.13, 0.000, 0.000, 0.000, 10:28:18.491
18, 14.22, 0.00, 19.90, 17.96, 0.000, 0.000, 0.000, 10:28:18.494
19, 0.07, 0.00, 1.11, 5.98, 0.000, 0.000, 0.000, 10:28:18.497
20, 14.16, 0.00, 19.92, 21.77, 0.000, 0.000, 0.000, 10:28:18.498
21, 25.35, 0.00, 27.98, 30.72, 0.000, 0.000, 0.000, 10:28:18.513
22, 13.26, 0.00, 12.20, 19.97, 0.000, 0.000, 0.000, 10:28:18.514
23, 2.16, 0.00, 3.76, 4.96, 0.000, 0.000, 0.000, 10:28:18.515
24, 15.07, 0.00, 11.48, 15.94, 0.000, 0.000, 0.000, 10:28:18.516
25, 22.10, 0.00, 26.94, 29.68, 0.000, 0.000, 0.000, 10:28:18.524
26, 11.50, 0.00, 9.46, 18.44, 0.000, 0.000, 0.000, 10:28:18.525
27, 0.50, 0.00, -0.43, 4.21, 0.000, 0.000, 0.000, 10:28:18.539
28, 12.20, 0.00, 15.15, 17.91, 0.000, 0.000, 0.000, 10:28:18.541
29, 23.16, 0.00, 33.25, 28.12, 0.000, 0.000, 0.000, 10:28:18.541
30, 13.91, 0.00, 18.35, 20.15, 0.000, 0.000, 0.000, 10:28:18.542
31, 2.91, 0.00, 5.68, 9.82, 0.000, 0.000, 0.000, 10:28:18.554
32, 10.30, 0.00, 18.76, 21.12, 0.000, 0.000, 0.000, 10:28:18.555
33, 24.61, 0.00, 28.60, 28.98, 0.000, 0.000, 0.000, 10:28:18.569
34, 10.35, 0.00, 14.85, 16.26, 0.000, 0.000, 0.000, 10:28:18.570
35, 1.77, 0.00, -0.66, 3.46, 0.000, 0.000, 0.000, 10:28:18.570
36, 13.17, 0.00, 13.71, 18.74, 0.000, 0.000, 0.000, 10:28:18.571
37, 23.05, 0.00, 28.71, 29.85, 0.000, 0.000, 0.000, 10:28:18.584
38, 12.67, 0.00, 10.03, 14.92, 0.000, 0.000, 0.000, 10:28:18.585
39, -2.97, 0.00, 0.73, 3.67, 0.000, 0.000, 0.000, 10:28:18.599
40, 12.15, 0.00, 15.45, 16.36, 0.000, 0.000, 0.000, 10:28:18.600
41, 25.94, 0.00, 32.06, 32.16, 0.000, 0.000, 0.000, 10:28:18.600
42, 16.73, 0.00, 17.31, 17.08, 0.000, 0.000, 0.000, 10:28:18.600
43, 3.84, 0.00, 4.12, 6.15, 0.000, 0.000, 0.000, 10:28:18.614
44, 13.60, 0.00, 18.85, 18.10, 0.000, 0.000, 0.000, 10:28:18.614
45, 24.22, 0.00, 29.90, 35.27, 0.000, 0.000, 0.000, 10:28:18.628
46, 8.37, 0.00, 15.63, 16.20, 0.000, 0.000, 0.000, 10:28:18.629
47, 1.31, 0.00, 3.66, 10.17, 0.000, 0.000, 0.000, 10:28:18.629
48, 14.60, 0.00, 21.10, 13.63, 0.000, 0.000, 0.000, 10:28:18.630
49, 21.82, 0.00, 28.25, 23.80, 0.000, 0.000, 0.000, 10:28:18.644
50, 14.34, 0.00, 13.05, 14.60, 0.000, 0.000, 0.000, 10:28:18.644
51, -0.22, 0.00, 5.41, 7.03, 0.000, 0.000, 0.000, 10:28:18.659
52, 15.07, 0.00, 16.89, 20.71, 0.000, 0.000, 0.000, 10:28:18.659
53, 25.87, 0.00, 32.82, 36.52, 0.000, 0.000, 0.000, 10:28:18.659
54, 15.39, 0.00, 19.87, 20.95, 0.000, 0.000, 0.000, 10:28:18.660
55, 0.54, 0.00, 8.88, 5.44, 0.000, 0.000, 0.000, 10:28:18.674
56, 13.55, 0.00, 11.00, 17.01, 0.000, 0.000, 0.000, 10:28:18.675
57, 26.63, 0.00, 28.65, 31.50, 0.000, 0.000, 0.000, 10:28:18.695
58, 10.91, 0.00, 18.35, 15.93, 0.000, 0.000, 0.000, 10:28:18.695
59, -0.64, 0.00, 1.10, 4.91, 0.000, 0.000, 0.000, 10:28:18.698
60, 16.04, 0.00, 15.21, 17.10, 0.000, 0.000, 0.000, 10:28:18.699
61, 25.97, 0.00, 32.10, 32.82, 0.000, 0.000, 0.000, 10:28:18.705
62, 13.08, 0.00, 13.72, 19.59, 0.000, 0.000, 0.000, 10:28:18.705
63, -3.87, 0.00, 0.65, 6.60, 0.000, 0.000, 0.000, 10:28:18.719
64, 9.73, 0.00, 16.90, 14.24, 0.000, 0.000, 0.000, 10:28:18.720
65, 22.36, 0.00, 30.49, 29.00, 0.000, 0.000, 0.000, 10:28:18.722
66, 11.57, 0.00, 22.17, 18.10, 0.000, 0.000, 0.000, 10:28:18.723
67, 5.05, 0.00, -2.88, 5.91, 0.000, 0.000, 0.000, 10:28:18.734
68, 8.20, 0.00, 13.15, 14.94, 0.000, 0.000, 0.000, 10:28:18.734
69, 25.43, 0.00, 35.33, 31.80, 0.000, 0.000, 0.000, 10:28:18.749
70, 10.09, 0.00, 12.52, 14.74, 0.000, 0.000, 0.000, 10:28:18.749
71, 2.41, 0.00, 5.42, 8.83, 0.000, 0.000, 0.000, 10:28:18.750
72, 14.32, 0.00, 14.27, 19.66, 0.000, 0.000, 0.000, 10:28:18.750
73, 24.14, 0.00, 33.45, 30.95, 0.000, 0.000, 0.000, 10:28:18.764
74, 12.56, 0.00, 12.14, 17.53, 0.000, 0.000, 0.000, 10:28:18.765
75, -0.05, 0.00, 10.34, 4.76, 0.000, 0.000, 0.000, 10:28:18.779
76, 13.58, 0.00, 12.69, 18.86, 0.000, 0.000, 0.000, 10:28:18.780
77, 26.98, 0.00, 24.60, 31.42, 0.000, 0.000, 0.000, 10:28:18.780
78, 12.35, 0.00, 14.34, 18.52, 0.000, 0.000, 0.000, 10:28:18.780
79, 3.00, 0.00, 5.07, 9.76, 0.000, 0.000, 0.000, 10:28:18.795
80, 13.98, 0.00, 11.65, 18.42, 0.000, 0.000, 0.000, 10:28:18.795
81, 25.27, 0.00, 35.44, 32.12, 0.000, 0.000, 0.000, 10:28:18.809
82, 10.56, 0.00, 14.09, 17.30, 0.000, 0.000, 0.000, 10:28:18.809
