%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_10-33-06
0, 5.90, 0.00, 9.53, 10.04, 0.000, 0.000, 0.000, 10:33:10.879
1, 14.91, 0.00, 17.33, 24.13, 0.000, 0.000, 0.000, 10:33:10.895
2, 18.83, 0.00, 26.32, 26.38, 0.000, 0.000, 0.000, 10:33:10.896
3, 11.54, 0.00, 9.10, 13.69, 0.000, 0.000, 0.000, 10:33:10.908
4, 4.10, 0.00, 5.94, 8.34, 0.000, 0.000, 0.000, 10:33:10.910
5, 15.92, 0.00, 15.03, 24.09, 0.000, 0.000, 0.000, 10:33:10.911
6, 18.25, 0.00, 28.18, 29.64, 0.000, 0.000, 0.000, 10:33:10.912
7, 11.01, 0.00, 9.49, 17.36, 0.000, 0.000, 0.000, 10:33:10.921
8, 6.14, 0.00, 8.70, 10.08, 0.000, 0.000, 0.000, 10:33:10.922
9, 14.82, 0.00, 20.92, 20.13, 0.000, 0.000, 0.000, 10:33:10.935
10, 22.21, 0.00, 22.94, 25.40, 0.000, 0.000, 0.000, 10:33:10.936
11, 10.52, 0.00, 9.46, 11.75, 0.000, 0.000, 0.000, 10:33:10.936
12, 4.89, 0.00, 6.22, 7.51, 0.000, 0.000, 0.000, 10:33:10.939
13, 12.61, 0.00, 24.93, 18.42, 0.000, 0.000, 0.000, 10:33:10.952
14, 20.09, 0.00, 26.36, 26.34, 0.000, 0.000, 0.000, 10:33:10.953
15, 8.66, 0.00, 14.77, 18.10, 0.000, 0.000, 0.000, 10:33:10.966
16, 1.54, 0.00, 7.47, 10.69, 0.000, 0.000, 0.000, 10:33:10.966
17, 14.80, 0.00, 16.21, 21.49, 0.000, 0.000, 0.000, 10:33:10.966
18, 19.70, 0.00, 25.36, 27.28, 0.000, 0.000, 0.000, 10:33:10.967
19, 6.22, 0.00, 8.84, 16.98, 0.000, 0.000, 0.000, 10:33:10.981
20, 3.09, 0.00, 1.41, 8.24, 0.000, 0.000, 0.000, 10:33:10.981
21, 15.45, 0.00, 14.84, 20.24, 0.000, 0.000, 0.000, 10:33:10.996
22, 18.52, 0.00, 23.73, 29.38, 0.000, 0.000, 0.000, 10:33:10.998
23, 7.31, 0.00, 12.99, 12.02, 0.000, 0.000, 0.000, 10:33:10.999
24, 5.51, 0.00, 7.47, 9.53, 0.000, 0.000, 0.000, 10:33:10.999
25, 15.76, 0.00, 15.75, 18.36, 0.000, 0.000, 0.000, 10:33:11.012
26, 17.62, 0.00, 24.25, 22.42, 0.000, 0.000, 0.000, 10:33:11.013
27, 11.02, 0.00, 12.16, 17.45, 0.000, 0.000, 0.000, 10:33:11.029
28, 2.95, 0.00, 5.39, 12.54, 0.000, 0.000, 0.000, 10:33:11.030
