%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-26_12-48-36
0, 0.00, 16.55, 14.60, 21.60, 0.000, 0.000, 0.000, 12:48:41.378
1, 0.00, 12.48, 12.01, 14.87, 0.000, 0.000, 0.000, 12:48:41.391
2, 0.00, 9.04, 12.40, 14.36, 0.000, 0.000, 0.000, 12:48:41.393
3, 0.00, 14.36, 11.33, 14.55, 0.000, 0.000, 0.000, 12:48:41.404
4, 0.00, 15.24, 15.78, 12.88, 0.000, 0.000, 0.000, 12:48:41.405
5, 0.00, 10.42, 5.77, 13.90, 0.000, 0.000, 0.000, 12:48:41.405
6, 0.00, 9.40, 8.45, 13.93, 0.000, 0.000, 0.000, 12:48:41.406
7, 0.00, 17.04, 13.41, 15.51, 0.000, 0.000, 0.000, 12:48:41.419
8, 0.00, 17.51, 17.10, 14.72, 0.000, 0.000, 0.000, 12:48:41.420
9, 0.00, 12.21, 7.90, 14.35, 0.000, 0.000, 0.000, 12:48:41.434
10, 0.00, 8.71, 8.27, 11.51, 0.000, 0.000, 0.000, 12:48:41.435
11, 0.00, 14.72, 13.48, 14.65, 0.000, 0.000, 0.000, 12:48:41.436
12, 0.00, 15.78, 14.10, 18.12, 0.000, 0.000, 0.000, 12:48:41.436
13, 0.00, 14.74, 10.15, 10.96, 0.000, 0.000, 0.000, 12:48:41.449
14, 0.00, 12.10, 9.22, 12.25, 0.000, 0.000, 0.000, 12:48:41.450
15, 0.00, 10.46, 13.79, 19.53, 0.000, 0.000, 0.000, 12:48:41.464
16, 0.00, 17.38, 11.59, 17.15, 0.000, 0.000, 0.000, 12:48:41.464
17, 0.00, 10.35, 11.01, 17.02, 0.000, 0.000, 0.000, 12:48:41.465
18, 0.00, 7.61, 8.63, 7.27, 0.000, 0.000, 0.000, 12:48:41.465
19, 0.00, 14.45, 12.08, 14.70, 0.000, 0.000, 0.000, 12:48:41.480
20, 0.00, 12.62, 15.07, 18.57, 0.000, 0.000, 0.000, 12:48:41.481
21, 0.00, 15.11, 14.48, 14.02, 0.000, 0.000, 0.000, 12:48:41.494
22, 0.00, 7.60, 9.47, 11.71, 0.000, 0.000, 0.000, 12:48:41.494
23, 0.00, 12.40, 14.23, 21.13, 0.000, 0.000, 0.000, 12:48:41.495
24, 0.00, 15.37, 10.64, 18.59, 0.000, 0.000, 0.000, 12:48:41.500
25, 0.00, 9.83, 11.45, 10.92, 0.000, 0.000, 0.000, 12:48:41.510
26, 0.00, 7.82, 9.15, 13.55, 0.000, 0.000, 0.000, 12:48:41.511
27, 0.00, 9.71, 9.71, 13.33, 0.000, 0.000, 0.000, 12:48:41.524
28, 0.00, 15.31, 17.99, 16.01, 0.000, 0.000, 0.000, 12:48:41.529
29, 0.00, 14.05, 11.34, 14.81, 0.000, 0.000, 0.000, 12:48:41.531
30, 0.00, 11.32, 9.43, 10.47, 0.000, 0.000, 0.000, 12:48:41.531
31, 0.00, 15.16, 13.61, 13.25, 0.000, 0.000, 0.000, 12:48:41.538
32, 0.00, 17.08, 16.44, 19.80, 0.000, 0.000, 0.000, 12:48:41.539
33, 0.00, 16.23, 8.63, 16.12, 0.000, 0.000, 0.000, 12:48:41.554
34, 0.00, 10.11, 7.91, 13.18, 0.000, 0.000, 0.000, 12:48:41.554
35, 0.00, 15.12, 17.65, 17.34, 0.000, 0.000, 0.000, 12:48:41.555
36, 0.00, 17.34, 15.10, 19.35, 0.000, 0.000, 0.000, 12:48:41.556
37, 0.00, 16.14, 11.20, 17.21, 0.000, 0.000, 0.000, 12:48:41.569
38, 0.00, 11.01, 7.18, 13.21, 0.000, 0.000, 0.000, 12:48:41.569
39, 0.00, 13.11, 12.62, 16.59, 0.000, 0.000, 0.000, 12:48:41.584
40, 0.00, 16.17, 14.02, 15.58, 0.000, 0.000, 0.000, 12:48:41.584
41, 0.00, 12.26, 13.16, 15.49, 0.000, 0.000, 0.000, 12:48:41.584
42, 0.00, 9.81, 7.62, 10.40, 0.000, 0.000, 0.000, 12:48:41.585
