%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_10-59-49
0, 7.14, 0.00, 3.03, 4.47, 0.000, 0.000, 0.000, 10:59:54.572
1, 9.32, 0.00, 9.86, 12.82, 0.000, 0.000, 0.000, 10:59:54.663
2, 18.94, 0.00, 24.35, 26.90, 0.000, 0.000, 0.000, 10:59:54.665
3, 11.22, 0.00, 20.67, 19.07, 0.000, 0.000, 0.000, 10:59:54.669
4, 4.83, 0.00, 4.50, 9.72, 0.000, 0.000, 0.000, 10:59:54.670
5, 5.18, 0.00, 8.59, 11.06, 0.000, 0.000, 0.000, 10:59:54.673
6, 20.71, 0.00, 20.60, 29.49, 0.000, 0.000, 0.000, 10:59:54.675
7, 13.11, 0.00, 17.58, 20.29, 0.000, 0.000, 0.000, 10:59:54.676
8, 6.89, 0.00, 12.55, 8.98, 0.000, 0.000, 0.000, 10:59:54.676
9, 6.03, 0.00, 11.41, 12.53, 0.000, 0.000, 0.000, 10:59:54.677
10, 20.92, 0.00, 24.92, 25.61, 0.000, 0.000, 0.000, 10:59:54.678
11, 19.83, 0.00, 18.91, 23.79, 0.000, 0.000, 0.000, 10:59:54.679
12, 6.38, 0.00, 9.62, 8.18, 0.000, 0.000, 0.000, 10:59:54.679
13, 7.68, 0.00, 11.22, 14.82, 0.000, 0.000, 0.000, 10:59:54.680
14, 17.25, 0.00, 27.81, 25.46, 0.000, 0.000, 0.000, 10:59:54.681
15, 20.13, 0.00, 19.80, 24.63, 0.000, 0.000, 0.000, 10:59:54.681
16, 4.58, 0.00, 5.46, 10.13, 0.000, 0.000, 0.000, 10:59:54.682
17, 7.74, 0.00, 6.56, 12.56, 0.000, 0.000, 0.000, 10:59:54.682
18, 19.00, 0.00, 28.05, 27.50, 0.000, 0.000, 0.000, 10:59:54.683
19, 18.49, 0.00, 17.67, 26.21, 0.000, 0.000, 0.000, 10:59:54.684
20, 7.50, 0.00, 8.59, 10.99, 0.000, 0.000, 0.000, 10:59:54.685
21, 8.64, 0.00, 6.65, 9.76, 0.000, 0.000, 0.000, 10:59:54.689
22, 20.50, 0.00, 23.88, 25.65, 0.000, 0.000, 0.000, 10:59:54.690
23, 13.12, 0.00, 19.38, 22.15, 0.000, 0.000, 0.000, 10:59:54.690
24, 0.33, 0.00, -5.37, 8.11, 0.000, 0.000, 0.000, 10:59:54.691
25, 6.05, 0.00, 8.52, 9.67, 0.000, 0.000, 0.000, 10:59:54.709
26, 19.98, 0.00, 33.63, 27.61, 0.000, 0.000, 0.000, 10:59:54.709
27, 15.18, 0.00, 28.12, 19.91, 0.000, 0.000, 0.000, 10:59:54.721
28, 2.17, 0.00, 3.77, 9.02, 0.000, 0.000, 0.000, 10:59:54.722
29, 8.62, 0.00, 13.04, 15.31, 0.000, 0.000, 0.000, 10:59:54.728
30, 21.23, 0.00, 33.39, 26.27, 0.000, 0.000, 0.000, 10:59:54.729
31, 18.26, 0.00, 17.45, 23.97, 0.000, 0.000, 0.000, 10:59:54.734
32, 7.24, 0.00, -0.84, 8.49, 0.000, 0.000, 0.000, 10:59:54.737
33, 8.07, 0.00, 6.70, 8.71, 0.000, 0.000, 0.000, 10:59:54.750
34, 19.09, 0.00, 25.05, 26.88, 0.000, 0.000, 0.000, 10:59:54.751
35, 19.80, 0.00, 21.13, 22.71, 0.000, 0.000, 0.000, 10:59:54.752
36, 5.82, 0.00, 8.31, 4.30, 0.000, 0.000, 0.000, 10:59:54.752
37, 6.50, 0.00, 8.04, 10.51, 0.000, 0.000, 0.000, 10:59:54.765
38, 16.20, 0.00, 26.23, 22.12, 0.000, 0.000, 0.000, 10:59:54.765
39, 16.60, 0.00, 20.07, 25.35, 0.000, 0.000, 0.000, 10:59:54.779
40, 4.14, 0.00, 2.61, 5.86, 0.000, 0.000, 0.000, 10:59:54.780
41, 8.34, 0.00, 9.86, 9.67, 0.000, 0.000, 0.000, 10:59:54.780
42, 15.86, 0.00, 22.24, 25.77, 0.000, 0.000, 0.000, 10:59:54.781
43, 13.54, 0.00, 26.41, 26.18, 0.000, 0.000, 0.000, 10:59:54.796
