%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_09-35-06
0, 1.20, 0.00, -7.79, 4.75, 0.000, 0.000, 0.000, 09:35:10.425
1, -16.11, 0.00, -14.36, -12.23, 0.000, 0.000, 0.000, 09:35:10.439
2, 20.16, 0.00, 28.45, 24.20, 0.000, 0.000, 0.000, 09:35:10.440
3, 39.64, 0.00, 47.04, 44.04, 0.000, 0.000, 0.000, 09:35:10.453
4, -3.06, 0.00, 6.02, 8.96, 0.000, 0.000, 0.000, 09:35:10.454
5, -17.52, 0.00, -15.81, -6.80, 0.000, 0.000, 0.000, 09:35:10.455
6, 24.77, 0.00, 23.82, 27.51, 0.000, 0.000, 0.000, 09:35:10.456
7, 38.82, 0.00, 41.12, 49.53, 0.000, 0.000, 0.000, 09:35:10.468
8, 3.26, 0.00, 3.51, 12.14, 0.000, 0.000, 0.000, 09:35:10.473
9, -16.29, 0.00, -12.49, -12.46, 0.000, 0.000, 0.000, 09:35:10.482
10, 21.58, 0.00, 27.38, 20.27, 0.000, 0.000, 0.000, 09:35:10.485
11, 40.50, 0.00, 39.26, 43.91, 0.000, 0.000, 0.000, 09:35:10.486
12, 0.68, 0.00, 1.45, 1.43, 0.000, 0.000, 0.000, 09:35:10.486
13, -18.88, 0.00, -14.95, -10.30, 0.000, 0.000, 0.000, 09:35:10.500
14, 24.21, 0.00, 24.56, 21.88, 0.000, 0.000, 0.000, 09:35:10.500
15, 36.96, 0.00, 42.30, 42.49, 0.000, 0.000, 0.000, 09:35:10.513
16, -1.19, 0.00, 4.87, 5.82, 0.000, 0.000, 0.000, 09:35:10.514
17, -19.73, 0.00, -19.16, -10.15, 0.000, 0.000, 0.000, 09:35:10.514
18, 18.23, 0.00, 27.49, 25.84, 0.000, 0.000, 0.000, 09:35:10.515
19, 41.81, 0.00, 43.96, 47.30, 0.000, 0.000, 0.000, 09:35:10.528
20, -1.48, 0.00, 1.21, 8.55, 0.000, 0.000, 0.000, 09:35:10.529
21, -16.77, 0.00, -19.95, -14.00, 0.000, 0.000, 0.000, 09:35:10.543
22, 21.59, 0.00, 24.80, 23.89, 0.000, 0.000, 0.000, 09:35:10.544
23, 40.75, 0.00, 41.66, 44.06, 0.000, 0.000, 0.000, 09:35:10.544
24, 1.96, 0.00, 7.69, 6.50, 0.000, 0.000, 0.000, 09:35:10.545
25, -17.53, 0.00, -20.65, -12.40, 0.000, 0.000, 0.000, 09:35:10.558
26, 29.12, 0.00, 23.95, 25.51, 0.000, 0.000, 0.000, 09:35:10.558
27, 55.43, 0.00, 42.80, 43.62, 0.000, 0.000, 0.000, 09:35:10.573
28, 9.71, 0.00, -1.44, 6.65, 0.000, 0.000, 0.000, 09:35:10.577
29, -11.02, 0.00, -18.49, -14.21, 0.000, 0.000, 0.000, 09:35:10.577
30, 20.24, 0.00, 23.98, 26.92, 0.000, 0.000, 0.000, 09:35:10.578
31, 50.23, 0.00, 42.69, 52.76, 0.000, 0.000, 0.000, 09:35:10.589
32, 2.89, 0.00, 5.12, 9.69, 0.000, 0.000, 0.000, 09:35:10.590
33, -28.96, 0.00, -23.12, -12.66, 0.000, 0.000, 0.000, 09:35:10.606
34, 15.15, 0.00, 24.73, 28.25, 0.000, 0.000, 0.000, 09:35:10.607
35, 38.58, 0.00, 46.59, 46.91, 0.000, 0.000, 0.000, 09:35:10.607
36, -4.40, 0.00, 4.31, 7.78, 0.000, 0.000, 0.000, 09:35:10.608
37, -25.35, 0.00, -20.97, -17.40, 0.000, 0.000, 0.000, 09:35:10.619
38, 14.00, 0.00, 22.65, 21.79, 0.000, 0.000, 0.000, 09:35:10.622
39, 37.60, 0.00, 50.92, 48.16, 0.000, 0.000, 0.000, 09:35:10.633
40, 0.34, 0.00, 4.06, 9.35, 0.000, 0.000, 0.000, 09:35:10.633
41, -10.31, 0.00, -20.83, -19.05, 0.000, 0.000, 0.000, 09:35:10.635
42, 31.58, 0.00, 15.56, 25.02, 0.000, 0.000, 0.000, 09:35:10.636
43, 54.09, 0.00, 45.80, 47.25, 0.000, 0.000, 0.000, 09:35:10.649
44, 12.82, 0.00, 6.57, 11.08, 0.000, 0.000, 0.000, 09:35:10.649
45, -15.31, 0.00, -20.26, -15.14, 0.000, 0.000, 0.000, 09:35:10.663
46, 25.37, 0.00, 22.82, 26.82, 0.000, 0.000, 0.000, 09:35:10.663
47, 44.39, 0.00, 46.58, 49.36, 0.000, 0.000, 0.000, 09:35:10.672
48, 6.08, 0.00, 6.57, 13.74, 0.000, 0.000, 0.000, 09:35:10.672
49, -20.02, 0.00, -25.13, -17.34, 0.000, 0.000, 0.000, 09:35:10.678
50, 25.71, 0.00, 22.63, 23.42, 0.000, 0.000, 0.000, 09:35:10.678
51, 52.45, 0.00, 49.04, 50.83, 0.000, 0.000, 0.000, 09:35:10.694
52, 5.16, 0.00, 3.57, 7.41, 0.000, 0.000, 0.000, 09:35:10.694
53, -17.35, 0.00, -14.96, -14.81, 0.000, 0.000, 0.000, 09:35:10.694
54, 15.96, 0.00, 20.85, 23.56, 0.000, 0.000, 0.000, 09:35:10.695
55, 44.23, 0.00, 44.78, 52.97, 0.000, 0.000, 0.000, 09:35:10.708
56, -0.25, 0.00, 6.59, 9.80, 0.000, 0.000, 0.000, 09:35:10.709
57, -23.01, 0.00, -23.62, -18.39, 0.000, 0.000, 0.000, 09:35:10.723
58, 20.02, 0.00, 19.70, 22.66, 0.000, 0.000, 0.000, 09:35:10.723
59, 43.13, 0.00, 49.74, 50.56, 0.000, 0.000, 0.000, 09:35:10.724
60, 4.32, 0.00, 4.85, 6.42, 0.000, 0.000, 0.000, 09:35:10.724
61, -25.01, 0.00, -23.04, -16.73, 0.000, 0.000, 0.000, 09:35:10.738
62, 17.53, 0.00, 19.04, 21.12, 0.000, 0.000, 0.000, 09:35:10.738
63, 45.16, 0.00, 46.28, 47.57, 0.000, 0.000, 0.000, 09:35:10.754
64, 5.15, 0.00, 6.88, 4.22, 0.000, 0.000, 0.000, 09:35:10.755
65, -24.60, 0.00, -23.90, -18.87, 0.000, 0.000, 0.000, 09:35:10.755
66, 10.31, 0.00, 21.80, 24.05, 0.000, 0.000, 0.000, 09:35:10.755
67, 44.08, 0.00, 51.50, 49.76, 0.000, 0.000, 0.000, 09:35:10.771
68, 7.79, 0.00, 7.02, 13.62, 0.000, 0.000, 0.000, 09:35:10.772
69, -24.14, 0.00, -22.03, -17.59, 0.000, 0.000, 0.000, 09:35:10.783
70, 10.23, 0.00, 21.51, 23.93, 0.000, 0.000, 0.000, 09:35:10.784
71, 43.11, 0.00, 49.31, 50.42, 0.000, 0.000, 0.000, 09:35:10.787
72, 4.63, 0.00, 6.00, 12.47, 0.000, 0.000, 0.000, 09:35:10.787
73, -21.62, 0.00, -21.71, -13.01, 0.000, 0.000, 0.000, 09:35:10.800
