%No., CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-05-31_11-31-37
0, 9.89, 0.00, 17.20, 15.38, 0.000, 0.000, 0.000, 11:31:41.832
1, 6.94, 0.00, 9.73, 11.26, 0.000, 0.000, 0.000, 11:31:41.864
2, 14.86, 0.00, 12.89, 16.43, 0.000, 0.000, 0.000, 11:31:41.865
3, 18.15, 0.00, 20.40, 22.00, 0.000, 0.000, 0.000, 11:31:41.866
4, 14.41, 0.00, 17.64, 22.31, 0.000, 0.000, 0.000, 11:31:41.866
5, 6.73, 0.00, 12.22, 11.01, 0.000, 0.000, 0.000, 11:31:41.867
6, 12.30, 0.00, 13.83, 14.71, 0.000, 0.000, 0.000, 11:31:41.868
7, 12.41, 0.00, 17.59, 21.68, 0.000, 0.000, 0.000, 11:31:41.877
8, 11.18, 0.00, 18.07, 15.63, 0.000, 0.000, 0.000, 11:31:41.877
9, 6.78, 0.00, 11.68, 14.61, 0.000, 0.000, 0.000, 11:31:41.889
10, 12.50, 0.00, 13.82, 18.76, 0.000, 0.000, 0.000, 11:31:41.892
11, 16.94, 0.00, 23.21, 25.75, 0.000, 0.000, 0.000, 11:31:41.897
12, 12.73, 0.00, 15.97, 17.66, 0.000, 0.000, 0.000, 11:31:41.898
13, 9.06, 0.00, 12.48, 15.79, 0.000, 0.000, 0.000, 11:31:41.904
14, 11.09, 0.00, 15.25, 19.22, 0.000, 0.000, 0.000, 11:31:41.905
15, 17.73, 0.00, 22.62, 18.57, 0.000, 0.000, 0.000, 11:31:41.921
16, 13.50, 0.00, 10.88, 21.43, 0.000, 0.000, 0.000, 11:31:41.921
17, 6.41, 0.00, 8.00, 8.79, 0.000, 0.000, 0.000, 11:31:41.922
18, 11.21, 0.00, 14.90, 13.13, 0.000, 0.000, 0.000, 11:31:41.923
19, 13.54, 0.00, 20.01, 21.74, 0.000, 0.000, 0.000, 11:31:41.934
20, 11.46, 0.00, 15.90, 15.84, 0.000, 0.000, 0.000, 11:31:41.934
21, 9.91, 0.00, 12.05, 12.21, 0.000, 0.000, 0.000, 11:31:41.949
22, 11.89, 0.00, 15.37, 19.99, 0.000, 0.000, 0.000, 11:31:41.950
23, 18.45, 0.00, 19.73, 22.58, 0.000, 0.000, 0.000, 11:31:41.951
24, 13.18, 0.00, 18.25, 17.03, 0.000, 0.000, 0.000, 11:31:41.952
25, 2.96, 0.00, 6.62, 10.36, 0.000, 0.000, 0.000, 11:31:41.966
26, 8.23, 0.00, 11.47, 13.63, 0.000, 0.000, 0.000, 11:31:41.967
27, 18.88, 0.00, 20.10, 19.25, 0.000, 0.000, 0.000, 11:31:41.979
28, 11.20, 0.00, 17.84, 18.21, 0.000, 0.000, 0.000, 11:31:41.982
29, 4.23, 0.00, 9.55, 13.34, 0.000, 0.000, 0.000, 11:31:41.983
30, 8.78, 0.00, 12.12, 17.72, 0.000, 0.000, 0.000, 11:31:41.983
31, 11.66, 0.00, 23.52, 16.41, 0.000, 0.000, 0.000, 11:31:41.995
32, 13.78, 0.00, 6.49, 18.71, 0.000, 0.000, 0.000, 11:31:41.995
33, 5.65, 0.00, 13.31, 16.38, 0.000, 0.000, 0.000, 11:31:42.009
34, 10.46, 0.00, 16.34, 12.14, 0.000, 0.000, 0.000, 11:31:42.010
35, 15.22, 0.00, 25.89, 22.10, 0.000, 0.000, 0.000, 11:31:42.014
36, 14.56, 0.00, 5.18, 18.48, 0.000, 0.000, 0.000, 11:31:42.017
37, 7.07, 0.00, 13.66, 12.40, 0.000, 0.000, 0.000, 11:31:42.039
38, 12.00, 0.00, 18.47, 15.06, 0.000, 0.000, 0.000, 11:31:42.040
39, 17.01, 0.00, 27.01, 18.20, 0.000, 0.000, 0.000, 11:31:42.040
40, 12.96, 0.00, 10.90, 18.97, 0.000, 0.000, 0.000, 11:31:42.041
41, 9.53, 0.00, 9.27, 8.85, 0.000, 0.000, 0.000, 11:31:42.041
42, 10.32, 0.00, 14.91, 14.46, 0.000, 0.000, 0.000, 11:31:42.042
43, 14.37, 0.00, 19.31, 22.86, 0.000, 0.000, 0.000, 11:31:42.055
44, 10.97, 0.00, 16.98, 18.38, 0.000, 0.000, 0.000, 11:31:42.055
45, 8.99, 0.00, 12.76, 10.54, 0.000, 0.000, 0.000, 11:31:42.069
46, 13.47, 0.00, 18.86, 11.67, 0.000, 0.000, 0.000, 11:31:42.070
47, 17.47, 0.00, 15.19, 18.55, 0.000, 0.000, 0.000, 11:31:42.070
48, 11.17, 0.00, 10.55, 17.01, 0.000, 0.000, 0.000, 11:31:42.071
49, 5.88, 0.00, 14.81, 14.22, 0.000, 0.000, 0.000, 11:31:42.085
50, 9.26, 0.00, 16.00, 19.64, 0.000, 0.000, 0.000, 11:31:42.085
51, 12.29, 0.00, 19.22, 19.09, 0.000, 0.000, 0.000, 11:31:42.101
52, 7.01, 0.00, 20.09, 16.33, 0.000, 0.000, 0.000, 11:31:42.102
53, 7.14, 0.00, 6.08, 9.18, 0.000, 0.000, 0.000, 11:31:42.102
54, 13.49, 0.00, 10.37, 22.31, 0.000, 0.000, 0.000, 11:31:42.102
55, 17.34, 0.00, 16.21, 23.90, 0.000, 0.000, 0.000, 11:31:42.116
56, 14.42, 0.00, 16.82, 19.59, 0.000, 0.000, 0.000, 11:31:42.116
57, 9.65, 0.00, 21.77, 13.19, 0.000, 0.000, 0.000, 11:31:42.129
58, 13.63, 0.00, 18.40, 19.10, 0.000, 0.000, 0.000, 11:31:42.131
59, 15.00, 0.00, 15.73, 21.05, 0.000, 0.000, 0.000, 11:31:42.134
60, 15.31, 0.00, 21.34, 15.22, 0.000, 0.000, 0.000, 11:31:42.134
61, 10.26, 0.00, 16.83, 13.72, 0.000, 0.000, 0.000, 11:31:42.148
62, 14.30, 0.00, 13.67, 18.58, 0.000, 0.000, 0.000, 11:31:42.148
63, 15.79, 0.00, 22.52, 19.75, 0.000, 0.000, 0.000, 11:31:42.159
64, 14.88, 0.00, 12.34, 24.70, 0.000, 0.000, 0.000, 11:31:42.160
65, 12.20, 0.00, 12.09, 13.47, 0.000, 0.000, 0.000, 11:31:42.160
66, 13.37, 0.00, 15.99, 14.98, 0.000, 0.000, 0.000, 11:31:42.160
67, 16.91, 0.00, 19.93, 24.71, 0.000, 0.000, 0.000, 11:31:42.174
68, 12.56, 0.00, 18.32, 17.15, 0.000, 0.000, 0.000, 11:31:42.175
