%OpenBCI Raw EEG Data
%
%Sample Rate = 200.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, 11.08, 13.37, 12.80, 12.65, 0.000, 0.000, 0.000, 14:46:51.444, L
1, 10.81, 7.33, -0.26, 9.84, 0.000, 0.000, 0.000, 14:46:51.459, L
2, 9.50, 9.95, 2.91, 11.83, 0.000, 0.000, 0.000, 14:46:51.460, L
3, 13.53, 15.21, 17.93, 18.10, 0.000, 0.000, 0.000, 14:46:51.473, L
4, 14.84, 12.16, 13.56, 10.51, 0.000, 0.000, 0.000, 14:46:51.474, L
5, 11.71, 4.69, 3.04, 9.99, 0.000, 0.000, 0.000, 14:46:51.474, L
6, 11.91, 10.34, 14.00, 12.60, 0.000, 0.000, 0.000, 14:46:51.475, L
7, 15.72, 18.92, 18.47, 18.73, 0.000, 0.000, 0.000, 14:46:51.487, L
8, 11.03, 15.14, 9.20, 16.92, 0.000, 0.000, 0.000, 14:46:51.490, L
9, 7.02, 5.02, 5.43, 3.32, 0.000, 0.000, 0.000, 14:46:51.501, L
10, 10.47, 9.41, 8.90, 9.86, 0.000, 0.000, 0.000, 14:46:51.502, L
11, 17.36, 16.78, 15.23, 21.55, 0.000, 0.000, 0.000, 14:46:51.503, L
12, 11.81, 12.01, 11.11, 16.52, 0.000, 0.000, 0.000, 14:46:51.504, L
13, 6.72, 5.15, 4.31, 8.33, 0.000, 0.000, 0.000, 14:46:51.517, L
14, 13.75, 14.99, 3.92, 10.01, 0.000, 0.000, 0.000, 14:46:51.518, L
15, 16.09, 18.10, 10.93, 22.86, 0.000, 0.000, 0.000, 14:46:51.531, L
16, 16.90, 14.26, 12.69, 14.76, 0.000, 0.000, 0.000, 14:46:51.532, L
17, 11.07, 9.41, -8.47, 7.90, 0.000, 0.000, 0.000, 14:46:51.532, L
18, 10.88, 11.99, 11.15, 11.70, 0.000, 0.000, 0.000, 14:46:51.533, L
19, 14.46, 18.71, 12.79, 16.68, 0.000, 0.000, 0.000, 14:46:51.546, L
20, 17.73, 12.32, 2.19, 18.54, 0.000, 0.000, 0.000, 14:46:51.547, L
21, 8.91, 4.94, 5.69, 7.58, 0.000, 0.000, 0.000, 14:46:51.562, L
22, 16.83, 12.91, 3.29, 9.68, 0.000, 0.000, 0.000, 14:46:51.563, L
23, 18.29, 17.30, 18.60, 22.62, 0.000, 0.000, 0.000, 14:46:51.563, L
24, 14.83, 11.59, 14.28, 16.25, 0.000, 0.000, 0.000, 14:46:51.563, L
25, 6.73, 6.22, 3.05, 4.47, 0.000, 0.000, 0.000, 14:46:51.576, L
26, 8.83, 10.35, -0.47, 13.70, 0.000, 0.000, 0.000, 14:46:51.577, L
27, 13.05, 13.72, 14.22, 19.33, 0.000, 0.000, 0.000, 14:46:51.591, L
28, 10.90, 11.62, 7.20, 12.25, 0.000, 0.000, 0.000, 14:46:51.592, L
29, 3.20, 4.77, 9.37, 5.73, 0.000, 0.000, 0.000, 14:46:51.592, L
30, 10.55, 8.59, 12.16, 10.70, 0.000, 0.000, 0.000, 14:46:51.593, L
31, 16.87, 20.24, 13.96, 20.54, 0.000, 0.000, 0.000, 14:46:51.613, L
