%0o,	Fokus, Waktu
1925, 2, 13:45:18.719
1926, 2, 13:45:18.735
1927, 2, 13:45:18.752
1928, 2, 13:45:18.769
1929, 2, 13:45:18.785
1930, 2, 13:45:18.801
1931, 2, 13:45:18.819
1932, 2, 13:45:18.835
1933, 2, 13:45:18.852
1934, 2, 13:45:18.869
1935, 2, 13:45:18.885
1936, 2, 13:45:18.902
1937, 2, 13:45:18.919
1938, 2, 13:45:18.935
1939, 2, 13:45:18.952
1940, 2, 13:45:18.970
1941, 2, 13:45:18.986
1942, 2, 13:45:19.001
1943, 2, 13:45:19.019
1944, 2, 13:45:19.035
1945, 2, 13:45:19.051
1946, 2, 13:45:19.070
1947, 2, 13:45:19.086
1948, 2, 13:45:19.102
1949, 2, 13:45:19.118
1950, 2, 13:45:19.135
1951, 2, 13:45:19.152
1952, 2, 13:45:19.169
1953, 2, 13:45:19.185
1954, 2, 13:45:19.201
1955, 2, 13:45:19.218
1956, 2, 13:45:19.235
1957, 2, 13:45:19.252
1958, 2, 13:45:19.270
1959, 2, 13:45:19.285
1960, 2, 13:45:19.301
1961, 2, 13:45:19.319
1962, 2, 13:45:19.335
1963, 2, 13:45:19.352
1964, 2, 13:45:19.369
1965, 2, 13:45:19.385
1966, 2, 13:45:19.402
1967, 2, 13:45:19.420
1968, 2, 13:45:19.436
1969, 2, 13:45:19.451
1970, 2, 13:45:19.468
1971, 2, 13:45:19.486
1972, 2, 13:45:19.502
1973, 2, 13:45:19.519
1974, 2, 13:45:19.536
1975, 2, 13:45:19.552
1976, 2, 13:45:19.569
1977, 2, 13:45:19.586
1978, 2, 13:45:19.602
1979, 2, 13:45:19.619
1980, 2, 13:45:19.635
1981, 2, 13:45:19.652
1982, 2, 13:45:19.668
1983, 2, 13:45:19.686
1984, 2, 13:45:19.702
1985, 2, 13:45:19.719
1986, 2, 13:45:19.736
1987, 2, 13:45:19.752
1988, 2, 13:45:19.769
1989, 2, 13:45:19.784
1990, 2, 13:45:19.801
1991, 2, 13:45:19.819
1992, 2, 13:45:19.835
1993, 2, 13:45:19.852
1994, 2, 13:45:19.869
1995, 2, 13:45:19.885
1996, 2, 13:45:19.902
1997, 2, 13:45:19.919
1998, 2, 13:45:19.935
1999, 2, 13:45:19.952
2000, 2, 13:45:19.968
2001, 2, 13:45:19.986
2002, 2, 13:45:20.003
2003, 2, 13:45:20.020
2004, 2, 13:45:20.036
2005, 2, 13:45:20.052
2006, 2, 13:45:20.069
2007, 2, 13:45:20.085
2008, 2, 13:45:20.102
2009, 2, 13:45:20.120
2010, 2, 13:45:20.135
2011, 0, 13:45:20.151
2012, 0, 13:45:20.169
2013, 0, 13:45:20.185
2014, 0, 13:45:20.202
2015, 0, 13:45:20.218
2016, 0, 13:45:20.235
2017, 0, 13:45:20.253
2018, 0, 13:45:20.270
2019, 0, 13:45:20.287
2020, 0, 13:45:20.303
2021, 0, 13:45:20.321
2022, 0, 13:45:20.337
2023, 0, 13:45:20.353
2024, 0, 13:45:20.369
2025, 0, 13:45:20.386
2026, 0, 13:45:20.402
2027, 0, 13:45:20.419
2028, 0, 13:45:20.436
2029, 0, 13:45:20.453
2030, 0, 13:45:20.470
2031, 0, 13:45:20.486
2032, 0, 13:45:20.503
2033, 0, 13:45:20.520
2034, 0, 13:45:20.536
2035, 0, 13:45:20.551
2036, 0, 13:45:20.569
2037, 0, 13:45:20.585
2038, 0, 13:45:20.601
2039, 0, 13:45:20.619
2040, 0, 13:45:20.635
2041, 0, 13:45:20.651
2042, 0, 13:45:20.668
2043, 0, 13:45:20.685
2044, 0, 13:45:20.701
2045, 0, 13:45:20.718
2046, 0, 13:45:20.735
2047, 0, 13:45:20.753
2048, 0, 13:45:20.770
2049, 0, 13:45:20.786
2050, 0, 13:45:20.803
2051, 0, 13:45:20.819
2052, 0, 13:45:20.835
2053, 0, 13:45:20.851
2054, 0, 13:45:20.869
2055, 0, 13:45:20.885
2056, 0, 13:45:20.901
2057, 0, 13:45:20.920
2058, 0, 13:45:20.936
2059, 0, 13:45:20.952
2060, 0, 13:45:20.969
2061, 0, 13:45:20.985
2062, 0, 13:45:21.001
2063, 0, 13:45:21.019
2064, 0, 13:45:21.035
2065, 0, 13:45:21.052
2066, 0, 13:45:21.068
2067, 0, 13:45:21.086
2068, 0, 13:45:21.102
2069, 0, 13:45:21.119
2070, 0, 13:45:21.135
2071, 0, 13:45:21.152
2072, 0, 13:45:21.169
2073, 0, 13:45:21.186
2074, 0, 13:45:21.202
2075, 0, 13:45:21.219
2076, 0, 13:45:21.235
2077, 0, 13:45:21.252
2078, 0, 13:45:21.269
2079, 0, 13:45:21.285
2080, 0, 13:45:21.301
2081, 0, 13:45:21.318
2082, 0, 13:45:21.335
2083, 0, 13:45:21.351
2084, 0, 13:45:21.368
2085, 0, 13:45:21.385
2086, 0, 13:45:21.402
2087, 0, 13:45:21.419
2088, 0, 13:45:21.436
2089, 0, 13:45:21.451
2090, 0, 13:45:21.468
2091, 0, 13:45:21.485
2092, 0, 13:45:21.502
2093, 0, 13:45:21.519
2094, 0, 13:45:21.536
2095, 0, 13:45:21.551
2096, 0, 13:45:21.569
2097, 0, 13:45:21.585
2098, 0, 13:45:21.601
2099, 0, 13:45:21.618
2100, 0, 13:45:21.635
2101, 0, 13:45:21.651
2102, 0, 13:45:21.669
2103, 0, 13:45:21.685
2104, 0, 13:45:21.701
2105, 0, 13:45:21.718
2106, 0, 13:45:21.735
2107, 0, 13:45:21.752
2108, 0, 13:45:21.769
2109, 0, 13:45:21.785
2110, 0, 13:45:21.802
2111, 0, 13:45:21.818
2112, 0, 13:45:21.836
2113, 0, 13:45:21.852
2114, 0, 13:45:21.869
2115, 0, 13:45:21.885
2116, 0, 13:45:21.901
2117, 0, 13:45:21.920
2118, 0, 13:45:21.936
2119, 0, 13:45:21.952
2120, 0, 13:45:21.969
2121, 0, 13:45:21.988
2122, 0, 13:45:22.003
2123, 0, 13:45:22.021
2124, 0, 13:45:22.037
2125, 0, 13:45:22.053
2126, 0, 13:45:22.070
2127, 0, 13:45:22.087
2128, 0, 13:45:22.102
2129, 0, 13:45:22.119
2130, 0, 13:45:22.136
2131, 0, 13:45:22.152
2132, 0, 13:45:22.169
2133, 0, 13:45:22.185
2134, 0, 13:45:22.202
2135, 0, 13:45:22.219
2136, 0, 13:45:22.236
2137, 0, 13:45:22.252
2138, 0, 13:45:22.269
2139, 0, 13:45:22.285
2140, 0, 13:45:22.302
2141, 0, 13:45:22.319
2142, 0, 13:45:22.335
2143, 0, 13:45:22.352
2144, 0, 13:45:22.369
2145, 0, 13:45:22.386
2146, 0, 13:45:22.402
2147, 0, 13:45:22.419
2148, 0, 13:45:22.435
2149, 0, 13:45:22.451
2150, 0, 13:45:22.470
2151, 0, 13:45:22.486
2152, 0, 13:45:22.502
2153, 0, 13:45:22.520
2154, 0, 13:45:22.535
2155, 0, 13:45:22.552
2156, 0, 13:45:22.570
2157, 0, 13:45:22.586
2158, 0, 13:45:22.602
2159, 0, 13:45:22.619
2160, 0, 13:45:22.635
2161, 0, 13:45:22.652
2162, 0, 13:45:22.669
2163, 0, 13:45:22.685
2164, 0, 13:45:22.701
2165, 0, 13:45:22.719
2166, 0, 13:45:22.735
2167, 0, 13:45:22.751
2168, 0, 13:45:22.769
2169, 0, 13:45:22.785
2170, 0, 13:45:22.801
2171, 0, 13:45:22.819
2172, 0, 13:45:22.834
2173, 0, 13:45:22.851
2174, 0, 13:45:22.868
2175, 0, 13:45:22.886
2176, 0, 13:45:22.902
2177, 0, 13:45:22.918
2178, 0, 13:45:22.935
2179, 0, 13:45:22.951
2180, 0, 13:45:22.969
2181, 0, 13:45:22.985
2182, 0, 13:45:23.002
2183, 0, 13:45:23.018
2184, 0, 13:45:23.035
2185, 0, 13:45:23.052
2186, 0, 13:45:23.068
2187, 0, 13:45:23.085
2188, 0, 13:45:23.101
2189, 0, 13:45:23.120
2190, 0, 13:45:23.135
2191, 0, 13:45:23.151
2192, 0, 13:45:23.168
2193, 0, 13:45:23.185
2194, 0, 13:45:23.202
2195, 0, 13:45:23.218
2196, 0, 13:45:23.235
2197, 0, 13:45:23.252
2198, 0, 13:45:23.269
2199, 0, 13:45:23.285
2200, 0, 13:45:23.302
2201, 0, 13:45:23.319
2202, 0, 13:45:23.335
2203, 0, 13:45:23.352
2204, 0, 13:45:23.369
2205, 0, 13:45:23.385
2206, 0, 13:45:23.402
2207, 0, 13:45:23.418
2208, 0, 13:45:23.434
2209, 0, 13:45:23.451
2210, 0, 13:45:23.469
2211, 0, 13:45:23.485
2212, 0, 13:45:23.501
2213, 0, 13:45:23.518
2214, 0, 13:45:23.535
2215, 0, 13:45:23.551
2216, 0, 13:45:23.568
2217, 0, 13:45:23.585
2218, 0, 13:45:23.601
2219, 0, 13:45:23.618
2220, 0, 13:45:23.636
2221, 0, 13:45:23.651
2222, 0, 13:45:23.668
2223, 0, 13:45:23.685
2224, 0, 13:45:23.701
2225, 0, 13:45:23.719
2226, 0, 13:45:23.734
2227, 0, 13:45:23.751
2228, 0, 13:45:23.768
2229, 0, 13:45:23.786
2230, 0, 13:45:23.801
2231, 0, 13:45:23.818
2232, 0, 13:45:23.834
2233, 0, 13:45:23.852
2234, 0, 13:45:23.869
2235, 0, 13:45:23.885
2236, 0, 13:45:23.901
2237, 0, 13:45:23.918
2238, 0, 13:45:23.935
2239, 0, 13:45:23.951
2240, 0, 13:45:23.969
2241, 0, 13:45:23.985
2242, 0, 13:45:24.002
2243, 0, 13:45:24.018
2244, 0, 13:45:24.035
2245, 0, 13:45:24.051
2246, 0, 13:45:24.069
2247, 0, 13:45:24.085
2248, 0, 13:45:24.101
2249, 0, 13:45:24.118
2250, 0, 13:45:24.135
2251, 0, 13:45:24.151
2252, 0, 13:45:24.168
2253, 1, 13:45:24.186
2254, 1, 13:45:24.202
2255, 1, 13:45:24.219
2256, 1, 13:45:24.235
2257, 1, 13:45:24.253
2258, 1, 13:45:24.270
2259, 1, 13:45:24.287
2260, 1, 13:45:24.303
2261, 1, 13:45:24.319
2262, 1, 13:45:24.335
2263, 1, 13:45:24.351
2264, 1, 13:45:24.369
2265, 1, 13:45:24.385
2266, 1, 13:45:24.402
2267, 1, 13:45:24.419
2268, 1, 13:45:24.435
2269, 1, 13:45:24.453
2270, 1, 13:45:24.469
2271, 1, 13:45:24.485
2272, 1, 13:45:24.502
2273, 1, 13:45:24.519
2274, 1, 13:45:24.536
2275, 1, 13:45:24.551
2276, 1, 13:45:24.569
2277, 1, 13:45:24.585
2278, 1, 13:45:24.601
2279, 1, 13:45:24.618
2280, 1, 13:45:24.635
2281, 1, 13:45:24.652
2282, 1, 13:45:24.668
2283, 1, 13:45:24.684
2284, 1, 13:45:24.701
2285, 1, 13:45:24.718
2286, 1, 13:45:24.735
2287, 1, 13:45:24.751
2288, 1, 13:45:24.768
2289, 1, 13:45:24.785
2290, 1, 13:45:24.802
2291, 1, 13:45:24.818
2292, 1, 13:45:24.835
2293, 1, 13:45:24.851
2294, 1, 13:45:24.868
2295, 1, 13:45:24.885
2296, 1, 13:45:24.901
2297, 1, 13:45:24.919
2298, 1, 13:45:24.935
2299, 1, 13:45:24.951
2300, 1, 13:45:24.968
2301, 1, 13:45:24.986
2302, 1, 13:45:25.002
2303, 1, 13:45:25.018
2304, 1, 13:45:25.035
2305, 1, 13:45:25.051
2306, 1, 13:45:25.068
2307, 1, 13:45:25.086
2308, 1, 13:45:25.101
2309, 1, 13:45:25.118
2310, 1, 13:45:25.135
2311, 1, 13:45:25.151
2312, 1, 13:45:25.168
2313, 1, 13:45:25.185
2314, 1, 13:45:25.202
2315, 1, 13:45:25.218
2316, 1, 13:45:25.235
2317, 1, 13:45:25.252
2318, 1, 13:45:25.268
2319, 1, 13:45:25.285
2320, 1, 13:45:25.302
2321, 1, 13:45:25.318
2322, 1, 13:45:25.335
2323, 1, 13:45:25.351
2324, 1, 13:45:25.369
2325, 1, 13:45:25.385
2326, 1, 13:45:25.401
2327, 1, 13:45:25.419
2328, 1, 13:45:25.435
2329, 1, 13:45:25.451
2330, 1, 13:45:25.468
2331, 1, 13:45:25.485
2332, 1, 13:45:25.501
2333, 1, 13:45:25.518
2334, 1, 13:45:25.535
2335, 1, 13:45:25.551
2336, 1, 13:45:25.568
2337, 1, 13:45:25.585
2338, 1, 13:45:25.602
2339, 1, 13:45:25.619
2340, 1, 13:45:25.636
2341, 1, 13:45:25.652
2342, 1, 13:45:25.669
2343, 1, 13:45:25.684
2344, 1, 13:45:25.701
2345, 1, 13:45:25.718
2346, 1, 13:45:25.735
2347, 1, 13:45:25.751
2348, 1, 13:45:25.769
2349, 1, 13:45:25.785
2350, 1, 13:45:25.801
2351, 1, 13:45:25.818
2352, 1, 13:45:25.835
2353, 1, 13:45:25.850
2354, 1, 13:45:25.868
2355, 1, 13:45:25.885
2356, 1, 13:45:25.901
2357, 1, 13:45:25.918
2358, 1, 13:45:25.935
2359, 1, 13:45:25.951
2360, 1, 13:45:25.968
2361, 1, 13:45:25.985
2362, 1, 13:45:26.001
2363, 1, 13:45:26.019
2364, 1, 13:45:26.035
2365, 1, 13:45:26.051
2366, 1, 13:45:26.068
2367, 1, 13:45:26.084
2368, 1, 13:45:26.101
2369, 1, 13:45:26.119
2370, 1, 13:45:26.135
2371, 1, 13:45:26.151
2372, 1, 13:45:26.168
2373, 1, 13:45:26.185
2374, 1, 13:45:26.202
2375, 1, 13:45:26.218
2376, 1, 13:45:26.234
2377, 1, 13:45:26.251
2378, 1, 13:45:26.268
2379, 1, 13:45:26.284
2380, 1, 13:45:26.301
2381, 1, 13:45:26.318
2382, 1, 13:45:26.335
2383, 1, 13:45:26.351
2384, 1, 13:45:26.368
2385, 1, 13:45:26.384
2386, 1, 13:45:26.401
2387, 1, 13:45:26.418
2388, 1, 13:45:26.435
2389, 1, 13:45:26.452
2390, 1, 13:45:26.469
2391, 1, 13:45:26.485
2392, 1, 13:45:26.501
2393, 1, 13:45:26.519
2394, 1, 13:45:26.534
2395, 1, 13:45:26.551
2396, 1, 13:45:26.568
2397, 1, 13:45:26.584
2398, 1, 13:45:26.601
2399, 1, 13:45:26.619
2400, 1, 13:45:26.635
2401, 1, 13:45:26.651
2402, 1, 13:45:26.668
2403, 1, 13:45:26.685
2404, 1, 13:45:26.701
2405, 1, 13:45:26.718
2406, 1, 13:45:26.735
2407, 1, 13:45:26.751
2408, 1, 13:45:26.768
2409, 1, 13:45:26.785
2410, 1, 13:45:26.800
2411, 1, 13:45:26.819
2412, 1, 13:45:26.834
2413, 1, 13:45:26.851
2414, 1, 13:45:26.869
2415, 1, 13:45:26.885
2416, 1, 13:45:26.902
2417, 1, 13:45:26.918
2418, 1, 13:45:26.935
2419, 1, 13:45:26.952
2420, 1, 13:45:26.969
2421, 1, 13:45:26.985
2422, 1, 13:45:27.001
2423, 1, 13:45:27.018
2424, 1, 13:45:27.035
2425, 1, 13:45:27.051
2426, 1, 13:45:27.068
2427, 1, 13:45:27.085
2428, 1, 13:45:27.102
2429, 1, 13:45:27.119
2430, 1, 13:45:27.135
2431, 1, 13:45:27.152
2432, 1, 13:45:27.170
2433, 1, 13:45:27.186
2434, 1, 13:45:27.201
2435, 1, 13:45:27.218
2436, 1, 13:45:27.235
2437, 1, 13:45:27.251
2438, 1, 13:45:27.269
2439, 1, 13:45:27.286
2440, 1, 13:45:27.302
2441, 1, 13:45:27.320
2442, 1, 13:45:27.335
2443, 1, 13:45:27.352
2444, 1, 13:45:27.370
2445, 1, 13:45:27.387
2446, 1, 13:45:27.403
2447, 1, 13:45:27.420
2448, 1, 13:45:27.435
2449, 1, 13:45:27.451
2450, 1, 13:45:27.468
2451, 1, 13:45:27.485
2452, 1, 13:45:27.501
2453, 1, 13:45:27.518
2454, 1, 13:45:27.535
2455, 1, 13:45:27.551
2456, 1, 13:45:27.568
2457, 1, 13:45:27.585
2458, 1, 13:45:27.601
2459, 1, 13:45:27.618
2460, 1, 13:45:27.635
2461, 1, 13:45:27.651
2462, 1, 13:45:27.668
2463, 1, 13:45:27.685
2464, 1, 13:45:27.701
2465, 1, 13:45:27.718
2466, 1, 13:45:27.734
2467, 1, 13:45:27.750
2468, 1, 13:45:27.769
2469, 1, 13:45:27.784
2470, 1, 13:45:27.801
2471, 1, 13:45:27.819
2472, 1, 13:45:27.835
2473, 1, 13:45:27.851
2474, 1, 13:45:27.868
2475, 1, 13:45:27.885
2476, 1, 13:45:27.901
2477, 1, 13:45:27.918
2478, 1, 13:45:27.935
2479, 1, 13:45:27.951
2480, 1, 13:45:27.969
2481, 1, 13:45:27.985
2482, 1, 13:45:28.001
2483, 1, 13:45:28.018
2484, 1, 13:45:28.035
2485, 1, 13:45:28.050
2486, 1, 13:45:28.068
2487, 1, 13:45:28.084
2488, 1, 13:45:28.100
2489, 1, 13:45:28.119
2490, 1, 13:45:28.134
2491, 1, 13:45:28.151
2492, 1, 13:45:28.168
2493, 1, 13:45:28.185
2494, 1, 13:45:28.200
2495, 1, 13:45:28.218
2496, 1, 13:45:28.235
2497, 1, 13:45:28.251
2498, 1, 13:45:28.268
2499, 1, 13:45:28.284
2500, 1, 13:45:28.301
2501, 1, 13:45:28.318
2502, 1, 13:45:28.335
2503, 1, 13:45:28.351
2504, 1, 13:45:28.369
2505, 1, 13:45:28.384
2506, 1, 13:45:28.401
2507, 1, 13:45:28.418
2508, 1, 13:45:28.435
2509, 1, 13:45:28.451
2510, 1, 13:45:28.468
2511, 1, 13:45:28.485
2512, 1, 13:45:28.500
2513, 1, 13:45:28.518
2514, 1, 13:45:28.534
2515, 1, 13:45:28.551
2516, 1, 13:45:28.568
2517, 1, 13:45:28.585
2518, 1, 13:45:28.602
2519, 1, 13:45:28.619
2520, 1, 13:45:28.635
2521, 1, 13:45:28.651
2522, 1, 13:45:28.668
2523, 1, 13:45:28.685
2524, 1, 13:45:28.701
2525, 1, 13:45:28.718
2526, 1, 13:45:28.735
2527, 1, 13:45:28.751
2528, 1, 13:45:28.768
2529, 1, 13:45:28.784
2530, 1, 13:45:28.801
2531, 1, 13:45:28.819
2532, 1, 13:45:28.836
2533, 1, 13:45:28.852
2534, 1, 13:45:28.869
2535, 1, 13:45:28.885
2536, 1, 13:45:28.900
2537, 1, 13:45:28.918
2538, 1, 13:45:28.935
2539, 1, 13:45:28.951
2540, 1, 13:45:28.968
2541, 1, 13:45:28.985
2542, 1, 13:45:29.001
2543, 1, 13:45:29.017
2544, 1, 13:45:29.035
2545, 1, 13:45:29.051
2546, 1, 13:45:29.068
2547, 1, 13:45:29.084
2548, 1, 13:45:29.101
2549, 1, 13:45:29.118
2550, 1, 13:45:29.134
2551, 1, 13:45:29.152
2552, 1, 13:45:29.167
2553, 1, 13:45:29.185
2554, 1, 13:45:29.201
2555, 1, 13:45:29.218
2556, 0, 13:45:29.234
2557, 0, 13:45:29.250
2558, 0, 13:45:29.268
2559, 0, 13:45:29.284
2560, 0, 13:45:29.301
2561, 0, 13:45:29.318
2562, 0, 13:45:29.335
2563, 0, 13:45:29.352
2564, 0, 13:45:29.368
2565, 0, 13:45:29.385
2566, 0, 13:45:29.401
2567, 0, 13:45:29.418
2568, 0, 13:45:29.435
2569, 0, 13:45:29.451
2570, 0, 13:45:29.467
2571, 0, 13:45:29.485
2572, 0, 13:45:29.501
2573, 0, 13:45:29.518
2574, 0, 13:45:29.535
2575, 0, 13:45:29.551
2576, 0, 13:45:29.568
2577, 0, 13:45:29.584
2578, 0, 13:45:29.601
2579, 0, 13:45:29.618
2580, 0, 13:45:29.635
2581, 0, 13:45:29.650
2582, 0, 13:45:29.668
2583, 0, 13:45:29.685
2584, 0, 13:45:29.701
2585, 0, 13:45:29.718
2586, 0, 13:45:29.735
2587, 0, 13:45:29.751
2588, 0, 13:45:29.767
2589, 0, 13:45:29.785
2590, 0, 13:45:29.801
2591, 0, 13:45:29.817
2592, 0, 13:45:29.834
2593, 0, 13:45:29.852
2594, 0, 13:45:29.869
2595, 0, 13:45:29.885
2596, 0, 13:45:29.901
2597, 0, 13:45:29.919
2598, 0, 13:45:29.935
2599, 0, 13:45:29.952
2600, 0, 13:45:29.968
2601, 0, 13:45:29.984
2602, 0, 13:45:30.000
2603, 0, 13:45:30.018
2604, 0, 13:45:30.034
2605, 0, 13:45:30.051
2606, 0, 13:45:30.068
2607, 0, 13:45:30.084
2608, 0, 13:45:30.101
2609, 0, 13:45:30.118
2610, 0, 13:45:30.135
2611, 0, 13:45:30.151
2612, 0, 13:45:30.168
2613, 0, 13:45:30.184
2614, 0, 13:45:30.202
2615, 0, 13:45:30.218
2616, 0, 13:45:30.235
2617, 0, 13:45:30.252
2618, 0, 13:45:30.270
2619, 0, 13:45:30.285
2620, 0, 13:45:30.301
2621, 0, 13:45:30.318
2622, 0, 13:45:30.334
2623, 0, 13:45:30.350
2624, 0, 13:45:30.368
2625, 0, 13:45:30.385
2626, 0, 13:45:30.401
2627, 0, 13:45:30.418
2628, 0, 13:45:30.434
2629, 0, 13:45:30.451
2630, 0, 13:45:30.468
2631, 0, 13:45:30.484
2632, 0, 13:45:30.501
2633, 0, 13:45:30.518
2634, 0, 13:45:30.535
2635, 0, 13:45:30.550
2636, 0, 13:45:30.568
2637, 0, 13:45:30.584
2638, 0, 13:45:30.601
2639, 0, 13:45:30.618
2640, 0, 13:45:30.635
2641, 0, 13:45:30.651
2642, 0, 13:45:30.668
2643, 0, 13:45:30.685
2644, 0, 13:45:30.700
2645, 0, 13:45:30.718
2646, 0, 13:45:30.734
2647, 0, 13:45:30.751
2648, 0, 13:45:30.768
2649, 0, 13:45:30.784
2650, 0, 13:45:30.801
2651, 0, 13:45:30.818
2652, 0, 13:45:30.835
2653, 0, 13:45:30.851
2654, 0, 13:45:30.868
2655, 0, 13:45:30.884
2656, 0, 13:45:30.901
2657, 0, 13:45:30.918
2658, 0, 13:45:30.934
2659, 0, 13:45:30.951
2660, 0, 13:45:30.967
2661, 0, 13:45:30.985
2662, 0, 13:45:31.001
2663, 0, 13:45:31.018
2664, 0, 13:45:31.034
2665, 0, 13:45:31.051
2666, 0, 13:45:31.068
2667, 0, 13:45:31.085
2668, 0, 13:45:31.101
2669, 0, 13:45:31.118
2670, 0, 13:45:31.135
2671, 0, 13:45:31.151
2672, 0, 13:45:31.168
2673, 0, 13:45:31.184
2674, 0, 13:45:31.201
2675, 0, 13:45:31.218
2676, 0, 13:45:31.234
2677, 0, 13:45:31.251
2678, 0, 13:45:31.268
2679, 0, 13:45:31.285
2680, 0, 13:45:31.300
2681, 0, 13:45:31.318
2682, 0, 13:45:31.334
2683, 0, 13:45:31.350
2684, 0, 13:45:31.368
2685, 0, 13:45:31.384
2686, 0, 13:45:31.401
2687, 0, 13:45:31.418
2688, 0, 13:45:31.435
2689, 0, 13:45:31.451
2690, 0, 13:45:31.468
2691, 0, 13:45:31.484
2692, 0, 13:45:31.500
2693, 0, 13:45:31.518
2694, 0, 13:45:31.535
2695, 0, 13:45:31.551
2696, 0, 13:45:31.568
2697, 0, 13:45:31.584
2698, 0, 13:45:31.602
2699, 0, 13:45:31.618
2700, 0, 13:45:31.634
2701, 0, 13:45:31.651
2702, 0, 13:45:31.668
2703, 0, 13:45:31.685
2704, 0, 13:45:31.701
2705, 0, 13:45:31.717
2706, 0, 13:45:31.735
2707, 0, 13:45:31.751
2708, 0, 13:45:31.768
2709, 0, 13:45:31.784
2710, 0, 13:45:31.801
2711, 0, 13:45:31.818
2712, 0, 13:45:31.834
2713, 0, 13:45:31.851
2714, 0, 13:45:31.868
2715, 0, 13:45:31.884
2716, 0, 13:45:31.902
2717, 0, 13:45:31.918
2718, 0, 13:45:31.934
2719, 0, 13:45:31.951
2720, 0, 13:45:31.968
2721, 0, 13:45:31.984
2722, 0, 13:45:32.000
2723, 0, 13:45:32.018
2724, 0, 13:45:32.035
2725, 0, 13:45:32.051
2726, 0, 13:45:32.068
2727, 0, 13:45:32.084
2728, 0, 13:45:32.100
2729, 0, 13:45:32.118
2730, 0, 13:45:32.134
2731, 0, 13:45:32.150
2732, 0, 13:45:32.168
2733, 0, 13:45:32.184
2734, 0, 13:45:32.201
2735, 0, 13:45:32.218
2736, 0, 13:45:32.234
2737, 0, 13:45:32.251
2738, 0, 13:45:32.268
2739, 2, 13:45:32.284
2740, 2, 13:45:32.301
2741, 2, 13:45:32.318
2742, 2, 13:45:32.334
2743, 2, 13:45:32.352
2744, 2, 13:45:32.368
2745, 2, 13:45:32.385
2746, 2, 13:45:32.402
2747, 2, 13:45:32.418
2748, 2, 13:45:32.434
2749, 2, 13:45:32.451
2750, 2, 13:45:32.468
2751, 2, 13:45:32.484
2752, 2, 13:45:32.501
2753, 2, 13:45:32.518
2754, 2, 13:45:32.534
2755, 2, 13:45:32.551
2756, 2, 13:45:32.568
2757, 2, 13:45:32.585
2758, 2, 13:45:32.600
2759, 2, 13:45:32.618
2760, 2, 13:45:32.634
2761, 2, 13:45:32.650
2762, 2, 13:45:32.668
2763, 2, 13:45:32.684
2764, 2, 13:45:32.701
2765, 2, 13:45:32.719
2766, 2, 13:45:32.735
2767, 2, 13:45:32.751
2768, 2, 13:45:32.768
2769, 2, 13:45:32.785
2770, 2, 13:45:32.801
2771, 2, 13:45:32.818
2772, 2, 13:45:32.835
2773, 2, 13:45:32.851
2774, 2, 13:45:32.868
2775, 2, 13:45:32.885
2776, 2, 13:45:32.901
2777, 2, 13:45:32.918
2778, 2, 13:45:32.935
2779, 2, 13:45:32.951
2780, 2, 13:45:32.968
2781, 2, 13:45:32.984
2782, 2, 13:45:33.000
2783, 2, 13:45:33.018
2784, 2, 13:45:33.034
2785, 2, 13:45:33.051
2786, 2, 13:45:33.067
2787, 2, 13:45:33.085
2788, 2, 13:45:33.101
2789, 2, 13:45:33.118
2790, 2, 13:45:33.135
2791, 2, 13:45:33.151
2792, 2, 13:45:33.168
2793, 2, 13:45:33.185
2794, 2, 13:45:33.201
2795, 2, 13:45:33.218
2796, 2, 13:45:33.235
2797, 2, 13:45:33.251
2798, 2, 13:45:33.268
2799, 2, 13:45:33.284
2800, 2, 13:45:33.301
2801, 2, 13:45:33.318
2802, 2, 13:45:33.335
2803, 2, 13:45:33.351
2804, 2, 13:45:33.368
2805, 2, 13:45:33.384
2806, 2, 13:45:33.400
2807, 2, 13:45:33.418
2808, 2, 13:45:33.434
2809, 2, 13:45:33.450
2810, 2, 13:45:33.468
2811, 2, 13:45:33.484
2812, 2, 13:45:33.501
2813, 2, 13:45:33.518
2814, 2, 13:45:33.535
2815, 2, 13:45:33.551
2816, 2, 13:45:33.568
2817, 2, 13:45:33.584
2818, 2, 13:45:33.600
2819, 2, 13:45:33.618
2820, 2, 13:45:33.634
2821, 2, 13:45:33.650
2822, 2, 13:45:33.667
2823, 2, 13:45:33.684
2824, 2, 13:45:33.701
2825, 2, 13:45:33.718
2826, 2, 13:45:33.735
2827, 2, 13:45:33.751
2828, 2, 13:45:33.768
2829, 2, 13:45:33.785
2830, 2, 13:45:33.801
2831, 2, 13:45:33.817
2832, 2, 13:45:33.835
2833, 2, 13:45:33.851
2834, 2, 13:45:33.868
2835, 2, 13:45:33.884
2836, 2, 13:45:33.900
2837, 2, 13:45:33.918
2838, 2, 13:45:33.934
2839, 2, 13:45:33.952
2840, 2, 13:45:33.969
2841, 2, 13:45:33.985
2842, 2, 13:45:34.001
2843, 2, 13:45:34.018
2844, 2, 13:45:34.034
2845, 2, 13:45:34.050
2846, 2, 13:45:34.068
2847, 2, 13:45:34.084
2848, 2, 13:45:34.101
2849, 2, 13:45:34.118
2850, 2, 13:45:34.134
2851, 2, 13:45:34.151
2852, 2, 13:45:34.168
2853, 2, 13:45:34.184
2854, 2, 13:45:34.200
2855, 2, 13:45:34.218
2856, 2, 13:45:34.234
