%0o,	Fokus, Waktu
993, 0, 13:45:03.187
994, 0, 13:45:03.203
995, 0, 13:45:03.220
996, 0, 13:45:03.237
997, 0, 13:45:03.253
998, 0, 13:45:03.270
999, 0, 13:45:03.286
1000, 0, 13:45:03.303
1001, 0, 13:45:03.320
1002, 0, 13:45:03.338
1003, 0, 13:45:03.354
1004, 0, 13:45:03.370
1005, 0, 13:45:03.387
1006, 0, 13:45:03.403
1007, 0, 13:45:03.420
1008, 0, 13:45:03.437
1009, 0, 13:45:03.452
1010, 0, 13:45:03.470
1011, 0, 13:45:03.487
1012, 0, 13:45:03.503
1013, 0, 13:45:03.520
1014, 0, 13:45:03.537
1015, 0, 13:45:03.553
1016, 0, 13:45:03.570
1017, 0, 13:45:03.587
1018, 0, 13:45:03.603
1019, 0, 13:45:03.620
1020, 0, 13:45:03.637
1021, 0, 13:45:03.653
1022, 0, 13:45:03.671
1023, 0, 13:45:03.687
1024, 0, 13:45:03.703
1025, 0, 13:45:03.720
1026, 0, 13:45:03.737
1027, 0, 13:45:03.753
1028, 0, 13:45:03.771
1029, 0, 13:45:03.787
1030, 0, 13:45:03.804
1031, 0, 13:45:03.820
1032, 0, 13:45:03.836
1033, 0, 13:45:03.853
1034, 0, 13:45:03.870
1035, 0, 13:45:03.886
1036, 0, 13:45:03.902
1037, 0, 13:45:03.920
1038, 0, 13:45:03.937
1039, 0, 13:45:03.954
1040, 0, 13:45:03.970
1041, 0, 13:45:03.987
1042, 0, 13:45:04.003
1043, 0, 13:45:04.020
1044, 0, 13:45:04.037
1045, 0, 13:45:04.052
1046, 0, 13:45:04.070
1047, 0, 13:45:04.087
1048, 0, 13:45:04.103
1049, 0, 13:45:04.120
1050, 0, 13:45:04.137
1051, 0, 13:45:04.153
1052, 0, 13:45:04.170
1053, 0, 13:45:04.187
1054, 0, 13:45:04.203
1055, 0, 13:45:04.220
1056, 0, 13:45:04.237
1057, 0, 13:45:04.254
1058, 0, 13:45:04.270
1059, 0, 13:45:04.287
1060, 0, 13:45:04.303
1061, 0, 13:45:04.320
1062, 0, 13:45:04.337
1063, 0, 13:45:04.353
1064, 0, 13:45:04.370
1065, 0, 13:45:04.387
1066, 0, 13:45:04.403
1067, 0, 13:45:04.420
1068, 0, 13:45:04.437
1069, 0, 13:45:04.453
1070, 0, 13:45:04.470
1071, 0, 13:45:04.487
1072, 0, 13:45:04.503
1073, 0, 13:45:04.520
1074, 0, 13:45:04.538
1075, 0, 13:45:04.554
1076, 0, 13:45:04.571
1077, 0, 13:45:04.586
1078, 0, 13:45:04.603
1079, 0, 13:45:04.620
1080, 0, 13:45:04.637
1081, 0, 13:45:04.653
1082, 0, 13:45:04.670
1083, 0, 13:45:04.686
1084, 0, 13:45:04.703
1085, 0, 13:45:04.720
1086, 0, 13:45:04.736
1087, 0, 13:45:04.752
1088, 0, 13:45:04.770
1089, 0, 13:45:04.787
1090, 0, 13:45:04.803
1091, 0, 13:45:04.820
1092, 0, 13:45:04.837
1093, 0, 13:45:04.853
1094, 0, 13:45:04.870
1095, 0, 13:45:04.886
1096, 0, 13:45:04.902
1097, 0, 13:45:04.920
1098, 0, 13:45:04.936
1099, 0, 13:45:04.953
1100, 0, 13:45:04.971
1101, 0, 13:45:04.987
1102, 0, 13:45:05.003
1103, 0, 13:45:05.020
1104, 0, 13:45:05.037
1105, 0, 13:45:05.052
1106, 0, 13:45:05.069
1107, 0, 13:45:05.086
1108, 0, 13:45:05.104
1109, 0, 13:45:05.120
1110, 0, 13:45:05.137
1111, 0, 13:45:05.153
1112, 0, 13:45:05.170
1113, 0, 13:45:05.186
1114, 0, 13:45:05.203
1115, 0, 13:45:05.220
1116, 0, 13:45:05.237
1117, 0, 13:45:05.253
1118, 0, 13:45:05.270
1119, 0, 13:45:05.287
1120, 0, 13:45:05.302
1121, 0, 13:45:05.320
1122, 0, 13:45:05.336
1123, 0, 13:45:05.353
1124, 0, 13:45:05.370
1125, 0, 13:45:05.387
1126, 0, 13:45:05.403
1127, 0, 13:45:05.420
1128, 0, 13:45:05.436
1129, 0, 13:45:05.452
1130, 0, 13:45:05.470
1131, 0, 13:45:05.487
1132, 0, 13:45:05.503
1133, 0, 13:45:05.519
1134, 0, 13:45:05.536
1135, 0, 13:45:05.553
1136, 0, 13:45:05.570
1137, 0, 13:45:05.587
1138, 0, 13:45:05.604
1139, 0, 13:45:05.621
1140, 0, 13:45:05.637
1141, 0, 13:45:05.652
1142, 0, 13:45:05.669
1143, 0, 13:45:05.686
1144, 0, 13:45:05.703
1145, 0, 13:45:05.720
1146, 0, 13:45:05.736
1147, 0, 13:45:05.753
1148, 0, 13:45:05.770
1149, 0, 13:45:05.788
1150, 0, 13:45:05.804
1151, 0, 13:45:05.820
1152, 0, 13:45:05.837
1153, 0, 13:45:05.854
1154, 0, 13:45:05.870
1155, 0, 13:45:05.887
1156, 0, 13:45:05.903
1157, 0, 13:45:05.920
1158, 0, 13:45:05.937
1159, 0, 13:45:05.953
1160, 0, 13:45:05.970
1161, 0, 13:45:05.987
1162, 0, 13:45:06.003
1163, 0, 13:45:06.020
1164, 0, 13:45:06.037
1165, 0, 13:45:06.053
1166, 0, 13:45:06.070
1167, 0, 13:45:06.086
1168, 0, 13:45:06.102
1169, 0, 13:45:06.119
1170, 0, 13:45:06.136
1171, 0, 13:45:06.153
1172, 0, 13:45:06.170
1173, 0, 13:45:06.187
1174, 0, 13:45:06.203
1175, 0, 13:45:06.220
1176, 0, 13:45:06.237
1177, 0, 13:45:06.253
1178, 0, 13:45:06.270
1179, 0, 13:45:06.287
1180, 0, 13:45:06.302
1181, 0, 13:45:06.320
1182, 0, 13:45:06.336
1183, 0, 13:45:06.353
1184, 0, 13:45:06.370
1185, 0, 13:45:06.386
1186, 0, 13:45:06.402
1187, 0, 13:45:06.420
1188, 0, 13:45:06.436
1189, 0, 13:45:06.453
1190, 0, 13:45:06.469
1191, 0, 13:45:06.486
1192, 0, 13:45:06.503
1193, 0, 13:45:06.520
1194, 0, 13:45:06.536
1195, 0, 13:45:06.553
1196, 0, 13:45:06.570
1197, 0, 13:45:06.587
1198, 0, 13:45:06.603
1199, 0, 13:45:06.620
1200, 0, 13:45:06.637
1201, 0, 13:45:06.654
1202, 0, 13:45:06.671
1203, 0, 13:45:06.686
1204, 0, 13:45:06.703
1205, 0, 13:45:06.720
1206, 0, 13:45:06.736
1207, 0, 13:45:06.753
1208, 0, 13:45:06.769
1209, 0, 13:45:06.786
1210, 0, 13:45:06.803
1211, 0, 13:45:06.820
1212, 0, 13:45:06.837
1213, 0, 13:45:06.853
1214, 0, 13:45:06.869
1215, 0, 13:45:06.887
1216, 0, 13:45:06.903
1217, 0, 13:45:06.920
1218, 1, 13:45:06.937
1219, 1, 13:45:06.952
1220, 1, 13:45:06.970
1221, 1, 13:45:06.986
1222, 1, 13:45:07.002
1223, 1, 13:45:07.020
1224, 1, 13:45:07.036
1225, 1, 13:45:07.053
1226, 1, 13:45:07.070
1227, 1, 13:45:07.085
1228, 1, 13:45:07.102
1229, 1, 13:45:07.120
1230, 1, 13:45:07.136
1231, 1, 13:45:07.152
1232, 1, 13:45:07.169
1233, 1, 13:45:07.186
1234, 1, 13:45:07.202
1235, 1, 13:45:07.220
1236, 1, 13:45:07.237
1237, 1, 13:45:07.254
1238, 1, 13:45:07.270
1239, 1, 13:45:07.286
1240, 1, 13:45:07.302
1241, 1, 13:45:07.320
1242, 1, 13:45:07.337
1243, 1, 13:45:07.354
1244, 1, 13:45:07.370
1245, 1, 13:45:07.386
1246, 1, 13:45:07.402
1247, 1, 13:45:07.420
1248, 1, 13:45:07.436
1249, 1, 13:45:07.453
1250, 1, 13:45:07.469
1251, 1, 13:45:07.486
1252, 1, 13:45:07.503
1253, 1, 13:45:07.519
1254, 1, 13:45:07.537
1255, 1, 13:45:07.554
1256, 1, 13:45:07.571
1257, 1, 13:45:07.587
1258, 1, 13:45:07.603
1259, 1, 13:45:07.621
1260, 1, 13:45:07.636
1261, 1, 13:45:07.653
1262, 1, 13:45:07.671
1263, 1, 13:45:07.688
1264, 1, 13:45:07.704
1265, 1, 13:45:07.721
1266, 1, 13:45:07.736
1267, 1, 13:45:07.752
1268, 1, 13:45:07.770
1269, 1, 13:45:07.786
1270, 1, 13:45:07.802
1271, 1, 13:45:07.820
1272, 1, 13:45:07.837
1273, 1, 13:45:07.853
1274, 1, 13:45:07.871
1275, 1, 13:45:07.887
1276, 1, 13:45:07.903
1277, 1, 13:45:07.920
1278, 1, 13:45:07.937
1279, 1, 13:45:07.953
1280, 1, 13:45:07.969
1281, 1, 13:45:07.987
1282, 1, 13:45:08.003
1283, 1, 13:45:08.020
1284, 1, 13:45:08.037
1285, 1, 13:45:08.053
1286, 1, 13:45:08.070
1287, 1, 13:45:08.086
1288, 1, 13:45:08.103
1289, 1, 13:45:08.119
1290, 1, 13:45:08.137
1291, 1, 13:45:08.152
1292, 1, 13:45:08.170
1293, 1, 13:45:08.186
1294, 1, 13:45:08.202
1295, 1, 13:45:08.220
1296, 1, 13:45:08.237
1297, 1, 13:45:08.253
1298, 1, 13:45:08.270
1299, 1, 13:45:08.286
1300, 1, 13:45:08.303
1301, 1, 13:45:08.320
1302, 1, 13:45:08.336
1303, 1, 13:45:08.353
1304, 1, 13:45:08.370
1305, 1, 13:45:08.387
1306, 1, 13:45:08.403
1307, 1, 13:45:08.420
1308, 1, 13:45:08.437
1309, 1, 13:45:08.453
1310, 1, 13:45:08.470
1311, 1, 13:45:08.487
1312, 1, 13:45:08.503
1313, 1, 13:45:08.520
1314, 1, 13:45:08.536
1315, 1, 13:45:08.552
1316, 1, 13:45:08.569
1317, 1, 13:45:08.586
1318, 1, 13:45:08.603
1319, 1, 13:45:08.620
1320, 1, 13:45:08.636
1321, 1, 13:45:08.653
1322, 1, 13:45:08.670
1323, 1, 13:45:08.686
1324, 1, 13:45:08.702
1325, 1, 13:45:08.720
1326, 1, 13:45:08.736
1327, 1, 13:45:08.752
1328, 1, 13:45:08.770
1329, 1, 13:45:08.786
1330, 1, 13:45:08.802
1331, 1, 13:45:08.819
1332, 1, 13:45:08.836
1333, 1, 13:45:08.853
1334, 1, 13:45:08.870
1335, 1, 13:45:08.886
1336, 1, 13:45:08.902
1337, 1, 13:45:08.920
1338, 1, 13:45:08.937
1339, 1, 13:45:08.953
1340, 1, 13:45:08.970
1341, 1, 13:45:08.987
1342, 1, 13:45:09.003
1343, 1, 13:45:09.020
1344, 1, 13:45:09.036
1345, 1, 13:45:09.052
1346, 1, 13:45:09.070
1347, 1, 13:45:09.087
1348, 1, 13:45:09.103
1349, 1, 13:45:09.120
1350, 1, 13:45:09.137
1351, 1, 13:45:09.152
1352, 1, 13:45:09.170
1353, 1, 13:45:09.186
1354, 1, 13:45:09.204
1355, 1, 13:45:09.220
1356, 1, 13:45:09.237
1357, 1, 13:45:09.254
1358, 1, 13:45:09.270
1359, 1, 13:45:09.287
1360, 1, 13:45:09.302
1361, 1, 13:45:09.320
1362, 1, 13:45:09.336
1363, 1, 13:45:09.352
1364, 1, 13:45:09.369
1365, 1, 13:45:09.386
1366, 1, 13:45:09.403
1367, 1, 13:45:09.419
1368, 1, 13:45:09.436
1369, 1, 13:45:09.452
1370, 1, 13:45:09.470
1371, 1, 13:45:09.486
1372, 1, 13:45:09.502
1373, 1, 13:45:09.520
1374, 1, 13:45:09.536
1375, 1, 13:45:09.552
1376, 1, 13:45:09.569
1377, 1, 13:45:09.586
1378, 1, 13:45:09.602
1379, 1, 13:45:09.620
1380, 1, 13:45:09.636
1381, 1, 13:45:09.652
1382, 1, 13:45:09.670
1383, 1, 13:45:09.686
1384, 1, 13:45:09.702
1385, 1, 13:45:09.720
1386, 1, 13:45:09.736
1387, 1, 13:45:09.752
1388, 1, 13:45:09.770
1389, 1, 13:45:09.786
1390, 1, 13:45:09.802
1391, 1, 13:45:09.820
1392, 1, 13:45:09.836
1393, 1, 13:45:09.852
1394, 1, 13:45:09.869
1395, 1, 13:45:09.886
1396, 1, 13:45:09.902
1397, 1, 13:45:09.920
1398, 1, 13:45:09.936
1399, 1, 13:45:09.952
1400, 1, 13:45:09.970
1401, 1, 13:45:09.986
1402, 1, 13:45:10.002
1403, 1, 13:45:10.019
1404, 1, 13:45:10.037
1405, 1, 13:45:10.053
1406, 1, 13:45:10.071
1407, 1, 13:45:10.087
1408, 1, 13:45:10.104
1409, 1, 13:45:10.121
1410, 1, 13:45:10.136
1411, 1, 13:45:10.152
1412, 1, 13:45:10.170
1413, 1, 13:45:10.186
1414, 1, 13:45:10.202
1415, 1, 13:45:10.220
1416, 1, 13:45:10.236
1417, 1, 13:45:10.253
1418, 1, 13:45:10.270
1419, 1, 13:45:10.286
1420, 1, 13:45:10.302
1421, 1, 13:45:10.320
1422, 1, 13:45:10.336
1423, 1, 13:45:10.352
1424, 1, 13:45:10.370
1425, 1, 13:45:10.387
1426, 1, 13:45:10.403
1427, 1, 13:45:10.420
1428, 1, 13:45:10.436
1429, 1, 13:45:10.453
1430, 1, 13:45:10.470
1431, 1, 13:45:10.487
1432, 1, 13:45:10.503
1433, 1, 13:45:10.520
1434, 1, 13:45:10.537
1435, 1, 13:45:10.552
1436, 1, 13:45:10.570
1437, 1, 13:45:10.587
1438, 1, 13:45:10.603
1439, 1, 13:45:10.619
1440, 1, 13:45:10.636
1441, 1, 13:45:10.653
1442, 1, 13:45:10.670
1443, 1, 13:45:10.687
1444, 1, 13:45:10.703
1445, 1, 13:45:10.719
1446, 1, 13:45:10.736
1447, 1, 13:45:10.753
1448, 1, 13:45:10.769
1449, 1, 13:45:10.786
1450, 1, 13:45:10.803
1451, 1, 13:45:10.819
1452, 1, 13:45:10.836
1453, 1, 13:45:10.852
1454, 1, 13:45:10.870
1455, 1, 13:45:10.886
1456, 1, 13:45:10.903
1457, 1, 13:45:10.920
1458, 1, 13:45:10.936
1459, 1, 13:45:10.952
1460, 1, 13:45:10.970
1461, 1, 13:45:10.986
1462, 1, 13:45:11.003
1463, 1, 13:45:11.020
1464, 1, 13:45:11.036
1465, 1, 13:45:11.052
1466, 1, 13:45:11.069
1467, 1, 13:45:11.086
1468, 1, 13:45:11.102
1469, 1, 13:45:11.119
1470, 1, 13:45:11.136
1471, 1, 13:45:11.152
1472, 1, 13:45:11.170
1473, 1, 13:45:11.186
1474, 1, 13:45:11.202
1475, 1, 13:45:11.219
1476, 1, 13:45:11.236
1477, 1, 13:45:11.252
1478, 1, 13:45:11.269
1479, 1, 13:45:11.286
1480, 1, 13:45:11.302
1481, 1, 13:45:11.320
1482, 1, 13:45:11.336
1483, 1, 13:45:11.352
1484, 1, 13:45:11.370
1485, 1, 13:45:11.386
1486, 1, 13:45:11.403
1487, 1, 13:45:11.419
1488, 1, 13:45:11.436
1489, 1, 13:45:11.452
1490, 1, 13:45:11.470
1491, 1, 13:45:11.485
1492, 1, 13:45:11.502
1493, 1, 13:45:11.519
1494, 1, 13:45:11.536
1495, 1, 13:45:11.552
1496, 1, 13:45:11.570
1497, 1, 13:45:11.586
1498, 1, 13:45:11.603
1499, 1, 13:45:11.620
1500, 1, 13:45:11.636
1501, 1, 13:45:11.652
1502, 1, 13:45:11.669
1503, 1, 13:45:11.687
1504, 1, 13:45:11.703
1505, 1, 13:45:11.721
1506, 1, 13:45:11.737
1507, 1, 13:45:11.753
1508, 1, 13:45:11.770
1509, 1, 13:45:11.786
1510, 1, 13:45:11.802
1511, 1, 13:45:11.819
1512, 1, 13:45:11.836
1513, 1, 13:45:11.853
1514, 1, 13:45:11.869
1515, 1, 13:45:11.886
1516, 1, 13:45:11.902
1517, 1, 13:45:11.920
1518, 1, 13:45:11.937
1519, 1, 13:45:11.952
1520, 1, 13:45:11.970
1521, 1, 13:45:11.986
1522, 0, 13:45:12.002
1523, 0, 13:45:12.019
1524, 0, 13:45:12.036
1525, 0, 13:45:12.052
1526, 0, 13:45:12.070
1527, 0, 13:45:12.087
1528, 0, 13:45:12.103
1529, 0, 13:45:12.121
1530, 0, 13:45:12.136
1531, 0, 13:45:12.152
1532, 0, 13:45:12.169
1533, 0, 13:45:12.186
1534, 0, 13:45:12.202
1535, 0, 13:45:12.220
1536, 0, 13:45:12.236
1537, 0, 13:45:12.252
1538, 0, 13:45:12.269
1539, 0, 13:45:12.286
1540, 0, 13:45:12.302
1541, 0, 13:45:12.319
1542, 0, 13:45:12.336
1543, 0, 13:45:12.352
1544, 0, 13:45:12.370
1545, 0, 13:45:12.386
1546, 0, 13:45:12.402
1547, 0, 13:45:12.419
1548, 0, 13:45:12.436
1549, 0, 13:45:12.452
1550, 0, 13:45:12.470
1551, 0, 13:45:12.486
1552, 0, 13:45:12.502
1553, 0, 13:45:12.520
1554, 0, 13:45:12.536
1555, 0, 13:45:12.552
1556, 0, 13:45:12.569
1557, 0, 13:45:12.586
1558, 0, 13:45:12.602
1559, 0, 13:45:12.620
1560, 0, 13:45:12.636
1561, 0, 13:45:12.653
1562, 0, 13:45:12.670
1563, 0, 13:45:12.685
1564, 0, 13:45:12.702
1565, 0, 13:45:12.719
1566, 0, 13:45:12.736
1567, 0, 13:45:12.752
1568, 0, 13:45:12.769
1569, 0, 13:45:12.786
1570, 0, 13:45:12.802
1571, 0, 13:45:12.820
1572, 0, 13:45:12.836
1573, 0, 13:45:12.852
1574, 0, 13:45:12.869
1575, 0, 13:45:12.885
1576, 0, 13:45:12.903
1577, 0, 13:45:12.920
1578, 0, 13:45:12.936
1579, 0, 13:45:12.954
1580, 0, 13:45:12.971
1581, 0, 13:45:12.986
1582, 0, 13:45:13.003
1583, 0, 13:45:13.019
1584, 0, 13:45:13.037
1585, 0, 13:45:13.052
1586, 0, 13:45:13.069
1587, 0, 13:45:13.086
1588, 0, 13:45:13.102
1589, 0, 13:45:13.120
1590, 0, 13:45:13.136
1591, 0, 13:45:13.152
1592, 0, 13:45:13.169
1593, 0, 13:45:13.186
1594, 0, 13:45:13.202
1595, 0, 13:45:13.219
1596, 0, 13:45:13.236
1597, 0, 13:45:13.252
1598, 0, 13:45:13.269
1599, 0, 13:45:13.286
1600, 0, 13:45:13.303
1601, 0, 13:45:13.320
1602, 0, 13:45:13.336
1603, 0, 13:45:13.352
1604, 0, 13:45:13.369
1605, 0, 13:45:13.386
1606, 0, 13:45:13.402
1607, 0, 13:45:13.419
1608, 0, 13:45:13.436
1609, 0, 13:45:13.452
1610, 0, 13:45:13.469
1611, 0, 13:45:13.486
1612, 0, 13:45:13.501
1613, 0, 13:45:13.520
1614, 0, 13:45:13.536
1615, 0, 13:45:13.553
1616, 0, 13:45:13.570
1617, 0, 13:45:13.587
1618, 0, 13:45:13.603
1619, 0, 13:45:13.620
1620, 0, 13:45:13.636
1621, 0, 13:45:13.651
1622, 0, 13:45:13.669
1623, 0, 13:45:13.686
1624, 0, 13:45:13.703
1625, 0, 13:45:13.720
1626, 0, 13:45:13.735
1627, 0, 13:45:13.752
1628, 0, 13:45:13.769
1629, 0, 13:45:13.786
1630, 0, 13:45:13.801
1631, 0, 13:45:13.820
1632, 0, 13:45:13.836
1633, 0, 13:45:13.852
1634, 0, 13:45:13.869
1635, 0, 13:45:13.886
1636, 0, 13:45:13.902
1637, 0, 13:45:13.919
1638, 0, 13:45:13.936
1639, 0, 13:45:13.951
1640, 0, 13:45:13.969
1641, 0, 13:45:13.986
1642, 0, 13:45:14.002
1643, 0, 13:45:14.020
1644, 0, 13:45:14.036
1645, 0, 13:45:14.052
1646, 0, 13:45:14.069
1647, 0, 13:45:14.086
1648, 0, 13:45:14.102
1649, 0, 13:45:14.119
1650, 0, 13:45:14.136
1651, 0, 13:45:14.152
1652, 0, 13:45:14.170
1653, 0, 13:45:14.186
1654, 0, 13:45:14.202
1655, 0, 13:45:14.219
1656, 0, 13:45:14.236
1657, 0, 13:45:14.252
1658, 0, 13:45:14.269
1659, 0, 13:45:14.286
1660, 0, 13:45:14.302
1661, 0, 13:45:14.319
1662, 0, 13:45:14.337
1663, 0, 13:45:14.351
1664, 0, 13:45:14.370
1665, 0, 13:45:14.386
1666, 0, 13:45:14.402
1667, 0, 13:45:14.419
1668, 0, 13:45:14.436
1669, 0, 13:45:14.452
1670, 0, 13:45:14.470
1671, 0, 13:45:14.486
1672, 0, 13:45:14.502
1673, 0, 13:45:14.519
1674, 0, 13:45:14.536
1675, 0, 13:45:14.552
1676, 0, 13:45:14.569
1677, 0, 13:45:14.586
1678, 0, 13:45:14.603
1679, 0, 13:45:14.620
1680, 0, 13:45:14.637
1681, 0, 13:45:14.653
1682, 0, 13:45:14.669
1683, 0, 13:45:14.686
1684, 0, 13:45:14.702
1685, 0, 13:45:14.719
1686, 0, 13:45:14.735
1687, 0, 13:45:14.752
1688, 0, 13:45:14.769
1689, 0, 13:45:14.786
1690, 0, 13:45:14.802
1691, 0, 13:45:14.819
1692, 0, 13:45:14.836
1693, 0, 13:45:14.852
1694, 0, 13:45:14.870
1695, 0, 13:45:14.886
1696, 0, 13:45:14.902
1697, 0, 13:45:14.919
1698, 0, 13:45:14.936
1699, 0, 13:45:14.952
1700, 0, 13:45:14.969
1701, 0, 13:45:14.985
1702, 0, 13:45:15.002
1703, 0, 13:45:15.020
1704, 0, 13:45:15.036
1705, 2, 13:45:15.052
1706, 2, 13:45:15.069
1707, 2, 13:45:15.086
1708, 2, 13:45:15.102
1709, 2, 13:45:15.119
1710, 2, 13:45:15.136
1711, 2, 13:45:15.154
1712, 2, 13:45:15.171
1713, 2, 13:45:15.186
1714, 2, 13:45:15.202
1715, 2, 13:45:15.219
1716, 2, 13:45:15.236
1717, 2, 13:45:15.252
1718, 2, 13:45:15.269
1719, 2, 13:45:15.286
1720, 2, 13:45:15.303
1721, 2, 13:45:15.319
1722, 2, 13:45:15.336
1723, 2, 13:45:15.352
1724, 2, 13:45:15.368
1725, 2, 13:45:15.385
1726, 2, 13:45:15.401
1727, 2, 13:45:15.420
1728, 2, 13:45:15.436
1729, 2, 13:45:15.452
1730, 2, 13:45:15.469
1731, 2, 13:45:15.485
1732, 2, 13:45:15.502
1733, 2, 13:45:15.519
1734, 2, 13:45:15.536
1735, 2, 13:45:15.552
1736, 2, 13:45:15.569
1737, 2, 13:45:15.586
1738, 2, 13:45:15.602
1739, 2, 13:45:15.619
1740, 2, 13:45:15.637
1741, 2, 13:45:15.652
1742, 2, 13:45:15.670
1743, 2, 13:45:15.686
1744, 2, 13:45:15.702
1745, 2, 13:45:15.719
1746, 2, 13:45:15.735
1747, 2, 13:45:15.751
1748, 2, 13:45:15.769
1749, 2, 13:45:15.785
1750, 2, 13:45:15.802
1751, 2, 13:45:15.819
1752, 2, 13:45:15.836
1753, 2, 13:45:15.852
1754, 2, 13:45:15.869
1755, 2, 13:45:15.885
1756, 2, 13:45:15.902
1757, 2, 13:45:15.919
1758, 2, 13:45:15.936
1759, 2, 13:45:15.952
1760, 2, 13:45:15.969
1761, 2, 13:45:15.985
1762, 2, 13:45:16.002
1763, 2, 13:45:16.019
1764, 2, 13:45:16.036
1765, 2, 13:45:16.052
1766, 2, 13:45:16.068
1767, 2, 13:45:16.085
1768, 2, 13:45:16.102
1769, 2, 13:45:16.120
1770, 2, 13:45:16.135
1771, 2, 13:45:16.152
1772, 2, 13:45:16.169
1773, 2, 13:45:16.186
1774, 2, 13:45:16.202
1775, 2, 13:45:16.219
1776, 2, 13:45:16.235
1777, 2, 13:45:16.251
1778, 2, 13:45:16.269
1779, 2, 13:45:16.285
1780, 2, 13:45:16.302
1781, 2, 13:45:16.319
1782, 2, 13:45:16.336
1783, 2, 13:45:16.352
1784, 2, 13:45:16.369
1785, 2, 13:45:16.386
1786, 2, 13:45:16.402
1787, 2, 13:45:16.420
1788, 2, 13:45:16.435
1789, 2, 13:45:16.451
1790, 2, 13:45:16.469
1791, 2, 13:45:16.485
1792, 2, 13:45:16.502
1793, 2, 13:45:16.519
1794, 2, 13:45:16.537
1795, 2, 13:45:16.552
1796, 2, 13:45:16.570
1797, 2, 13:45:16.586
1798, 2, 13:45:16.602
1799, 2, 13:45:16.619
1800, 2, 13:45:16.636
1801, 2, 13:45:16.652
1802, 2, 13:45:16.669
1803, 2, 13:45:16.685
1804, 2, 13:45:16.702
1805, 2, 13:45:16.719
1806, 2, 13:45:16.735
1807, 2, 13:45:16.751
1808, 2, 13:45:16.769
1809, 2, 13:45:16.786
1810, 2, 13:45:16.802
1811, 2, 13:45:16.819
1812, 2, 13:45:16.836
1813, 2, 13:45:16.852
1814, 2, 13:45:16.870
1815, 2, 13:45:16.885
1816, 2, 13:45:16.902
1817, 2, 13:45:16.919
1818, 2, 13:45:16.936
1819, 2, 13:45:16.952
1820, 2, 13:45:16.969
1821, 2, 13:45:16.986
1822, 2, 13:45:17.002
1823, 2, 13:45:17.020
1824, 2, 13:45:17.036
1825, 2, 13:45:17.052
1826, 2, 13:45:17.069
1827, 2, 13:45:17.086
1828, 2, 13:45:17.102
1829, 2, 13:45:17.119
1830, 2, 13:45:17.135
1831, 2, 13:45:17.155
1832, 2, 13:45:17.169
1833, 2, 13:45:17.185
1834, 2, 13:45:17.202
1835, 2, 13:45:17.218
1836, 2, 13:45:17.236
1837, 2, 13:45:17.253
1838, 2, 13:45:17.270
1839, 2, 13:45:17.287
1840, 2, 13:45:17.302
1841, 2, 13:45:17.320
1842, 2, 13:45:17.336
1843, 2, 13:45:17.352
1844, 2, 13:45:17.369
1845, 2, 13:45:17.386
1846, 2, 13:45:17.402
1847, 2, 13:45:17.419
1848, 2, 13:45:17.435
1849, 2, 13:45:17.452
1850, 2, 13:45:17.469
1851, 2, 13:45:17.486
1852, 2, 13:45:17.503
1853, 2, 13:45:17.519
1854, 2, 13:45:17.536
1855, 2, 13:45:17.552
1856, 2, 13:45:17.569
1857, 2, 13:45:17.585
1858, 2, 13:45:17.601
1859, 2, 13:45:17.619
1860, 2, 13:45:17.637
1861, 2, 13:45:17.653
1862, 2, 13:45:17.670
1863, 2, 13:45:17.686
1864, 2, 13:45:17.702
1865, 2, 13:45:17.719
1866, 2, 13:45:17.735
1867, 2, 13:45:17.752
1868, 2, 13:45:17.769
1869, 2, 13:45:17.786
1870, 2, 13:45:17.802
1871, 2, 13:45:17.819
1872, 2, 13:45:17.836
1873, 2, 13:45:17.851
1874, 2, 13:45:17.869
1875, 2, 13:45:17.885
1876, 2, 13:45:17.902
1877, 2, 13:45:17.919
1878, 2, 13:45:17.935
1879, 2, 13:45:17.952
1880, 2, 13:45:17.969
1881, 2, 13:45:17.986
1882, 2, 13:45:18.002
1883, 2, 13:45:18.018
1884, 2, 13:45:18.035
1885, 2, 13:45:18.052
1886, 2, 13:45:18.069
1887, 2, 13:45:18.086
1888, 2, 13:45:18.102
1889, 2, 13:45:18.118
1890, 2, 13:45:18.135
1891, 2, 13:45:18.152
1892, 2, 13:45:18.169
1893, 2, 13:45:18.186
1894, 2, 13:45:18.202
1895, 2, 13:45:18.219
1896, 2, 13:45:18.236
1897, 2, 13:45:18.252
1898, 2, 13:45:18.270
1899, 2, 13:45:18.286
1900, 2, 13:45:18.301
1901, 2, 13:45:18.319
1902, 2, 13:45:18.335
1903, 2, 13:45:18.351
1904, 2, 13:45:18.370
1905, 2, 13:45:18.385
1906, 2, 13:45:18.402
1907, 2, 13:45:18.420
1908, 2, 13:45:18.436
1909, 2, 13:45:18.452
1910, 2, 13:45:18.469
1911, 2, 13:45:18.485
1912, 2, 13:45:18.502
1913, 2, 13:45:18.519
1914, 2, 13:45:18.536
1915, 2, 13:45:18.551
1916, 2, 13:45:18.568
1917, 2, 13:45:18.585
1918, 2, 13:45:18.602
1919, 2, 13:45:18.619
1920, 2, 13:45:18.636
1921, 2, 13:45:18.652
1922, 2, 13:45:18.669
1923, 2, 13:45:18.685
1924, 2, 13:45:18.702
