No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_18-01-57
0, -4320.49, -4146.21, 415.93, 255.02, 0.000, 0.000, 0.000, 18:01:59.005
1, -4374.25, -4209.66, 214.06, 100.13, 0.000, 0.000, 0.000, 18:01:59.018
2, -4078.39, -3936.92, 296.07, 266.62, 0.000, 0.000, 0.000, 18:01:59.018
3, -4149.33, -3971.94, 398.92, 329.83, 0.000, 0.000, 0.000, 18:01:59.034
4, -4286.85, -4132.52, 440.94, 294.25, 0.000, 0.000, 0.000, 18:01:59.035
5, -4353.99, -4196.05, 218.61, 148.05, 0.000, 0.000, 0.000, 18:01:59.035
6, -4058.71, -3895.98, 302.53, 290.97, 0.000, 0.000, 0.000, 18:01:59.035
7, -4120.10, -3963.25, 403.46, 335.00, 0.000, 0.000, 0.000, 18:01:59.052
8, -4259.10, -4104.19, 443.57, 301.48, 0.000, 0.000, 0.000, 18:01:59.053
9, -4358.87, -4202.01, 228.37, 133.19, 0.000, 0.000, 0.000, 18:01:59.066
10, -4086.69, -3936.97, 292.43, 267.37, 0.000, 0.000, 0.000, 18:01:59.066
11, -4116.15, -3974.57, 408.54, 341.83, 0.000, 0.000, 0.000, 18:01:59.067
12, -4250.55, -4110.75, 420.46, 295.72, 0.000, 0.000, 0.000, 18:01:59.067
13, -4342.04, -4182.45, 261.99, 146.81, 0.000, 0.000, 0.000, 18:01:59.085
14, -4123.29, -3969.11, 284.22, 238.53, 0.000, 0.000, 0.000, 18:01:59.085
15, -4139.50, -3998.47, 389.42, 313.02, 0.000, 0.000, 0.000, 18:01:59.095
16, -4224.56, -4083.02, 456.09, 330.67, 0.000, 0.000, 0.000, 18:01:59.095
17, -4329.26, -4173.65, 266.05, 171.82, 0.000, 0.000, 0.000, 18:01:59.098
18, -4123.04, -3964.35, 280.51, 256.35, 0.000, 0.000, 0.000, 18:01:59.099
19, -4107.21, -3952.46, 410.71, 354.51, 0.000, 0.000, 0.000, 18:01:59.109
20, -4234.03, -4077.28, 427.56, 317.76, 0.000, 0.000, 0.000, 18:01:59.109
21, -4308.46, -4155.65, 287.08, 175.45, 0.000, 0.000, 0.000, 18:01:59.140
22, -4118.65, -3951.89, 288.98, 251.14, 0.000, 0.000, 0.000, 18:01:59.140
23, -4131.90, -3979.67, 409.33, 330.78, 0.000, 0.000, 0.000, 18:01:59.141
24, -4219.89, -4079.56, 447.47, 336.75, 0.000, 0.000, 0.000, 18:01:59.142
25, -4334.76, -4174.17, 284.89, 184.00, 0.000, 0.000, 0.000, 18:01:59.145
26, -4108.22, -3947.27, 277.14, 259.30, 0.000, 0.000, 0.000, 18:01:59.145
27, -4106.44, -3963.92, 412.55, 346.05, 0.000, 0.000, 0.000, 18:01:59.147
28, -4247.24, -4097.69, 423.10, 324.28, 0.000, 0.000, 0.000, 18:01:59.147
29, -4329.11, -4168.54, 291.22, 183.57, 0.000, 0.000, 0.000, 18:01:59.153
30, -4120.87, -3964.11, 287.39, 260.07, 0.000, 0.000, 0.000, 18:01:59.153
31, -4107.21, -3953.77, 420.26, 358.59, 0.000, 0.000, 0.000, 18:01:59.169
32, -4246.94, -4092.77, 436.65, 331.83, 0.000, 0.000, 0.000, 18:01:59.169
33, -4305.43, -4170.85, 294.00, 190.53, 0.000, 0.000, 0.000, 18:01:59.184
34, -4114.66, -3971.68, 288.12, 266.73, 0.000, 0.000, 0.000, 18:01:59.184
35, -4106.88, -3955.65, 417.88, 345.24, 0.000, 0.000, 0.000, 18:01:59.185
36, -4231.90, -4073.60, 466.88, 345.87, 0.000, 0.000, 0.000, 18:01:59.185
37, -4314.28, -4163.04, 293.10, 192.92, 0.000, 0.000, 0.000, 18:01:59.214
38, -4085.82, -3930.16, 330.36, 303.71, 0.000, 0.000, 0.000, 18:01:59.215
39, -4112.38, -3958.40, 388.97, 354.14, 0.000, 0.000, 0.000, 18:01:59.217
40, -4241.35, -4091.77, 418.81, 337.98, 0.000, 0.000, 0.000, 18:01:59.218
41, -4329.85, -4176.52, 278.15, 188.63, 0.000, 0.000, 0.000, 18:01:59.218
42, -4122.07, -3964.04, 282.56, 263.72, 0.000, 0.000, 0.000, 18:01:59.218
43, -4112.62, -3956.53, 393.35, 353.75, 0.000, 0.000, 0.000, 18:01:59.229
44, -4202.62, -4069.57, 447.39, 356.67, 0.000, 0.000, 0.000, 18:01:59.229
45, -4343.66, -4161.46, 301.09, 204.70, 0.000, 0.000, 0.000, 18:01:59.247
46, -4122.99, -3945.79, 291.58, 272.69, 0.000, 0.000, 0.000, 18:01:59.247
47, -4107.64, -3959.51, 411.11, 361.77, 0.000, 0.000, 0.000, 18:01:59.248
48, -4207.03, -4073.11, 457.66, 357.25, 0.000, 0.000, 0.000, 18:01:59.249
49, -4334.14, -4175.92, 290.47, 187.98, 0.000, 0.000, 0.000, 18:01:59.260
50, -4121.52, -3963.47, 276.76, 259.47, 0.000, 0.000, 0.000, 18:01:59.261
51, -4130.38, -3964.12, 394.66, 361.24, 0.000, 0.000, 0.000, 18:01:59.273
52, -4198.52, -4058.40, 445.18, 355.77, 0.000, 0.000, 0.000, 18:01:59.273
