No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_17-48-24
0, -3838.79, -3698.23, 606.54, 506.12, 0.000, 0.000, 0.000, 17:48:31.496
1, -3874.24, -3742.81, 638.49, 597.31, 0.000, 0.000, 0.000, 17:48:31.515
2, -3900.90, -3778.40, 535.13, 385.63, 0.000, 0.000, 0.000, 17:48:31.516
3, -3824.64, -3686.43, 606.46, 398.61, 0.000, 0.000, 0.000, 17:48:31.520
4, -3814.23, -3683.96, 634.45, 508.85, 0.000, 0.000, 0.000, 17:48:31.522
5, -3853.70, -3727.35, 659.65, 606.42, 0.000, 0.000, 0.000, 17:48:31.523
6, -3904.52, -3778.71, 539.02, 390.03, 0.000, 0.000, 0.000, 17:48:31.527
7, -3832.31, -3702.72, 604.20, 404.72, 0.000, 0.000, 0.000, 17:48:31.528
8, -3815.30, -3687.02, 642.06, 529.36, 0.000, 0.000, 0.000, 17:48:31.528
9, -3849.16, -3724.04, 650.15, 617.10, 0.000, 0.000, 0.000, 17:48:31.529
10, -3900.78, -3772.08, 542.26, 408.36, 0.000, 0.000, 0.000, 17:48:31.530
11, -3831.63, -3702.95, 611.85, 412.56, 0.000, 0.000, 0.000, 17:48:31.531
12, -3811.67, -3690.67, 635.41, 521.76, 0.000, 0.000, 0.000, 17:48:31.531
13, -3849.21, -3716.19, 664.90, 618.16, 0.000, 0.000, 0.000, 17:48:31.532
14, -3904.03, -3778.32, 546.12, 399.18, 0.000, 0.000, 0.000, 17:48:31.533
15, -3838.77, -3709.51, 601.25, 396.09, 0.000, 0.000, 0.000, 17:48:31.538
16, -3814.37, -3686.53, 633.37, 515.93, 0.000, 0.000, 0.000, 17:48:31.540
17, -3838.68, -3718.98, 662.39, 613.46, 0.000, 0.000, 0.000, 17:48:31.541
18, -3892.03, -3769.25, 555.65, 408.61, 0.000, 0.000, 0.000, 17:48:31.542
19, -3843.24, -3718.89, 596.02, 394.17, 0.000, 0.000, 0.000, 17:48:31.548
20, -3811.54, -3693.89, 637.58, 529.75, 0.000, 0.000, 0.000, 17:48:31.549
21, -3834.15, -3715.24, 655.39, 616.46, 0.000, 0.000, 0.000, 17:48:31.561
22, -3888.94, -3767.19, 562.49, 411.86, 0.000, 0.000, 0.000, 17:48:31.562
23, -3848.74, -3714.97, 593.38, 387.99, 0.000, 0.000, 0.000, 17:48:31.568
24, -3808.90, -3691.42, 626.29, 521.36, 0.000, 0.000, 0.000, 17:48:31.569
25, -3829.30, -3704.33, 662.43, 626.34, 0.000, 0.000, 0.000, 17:48:31.579
26, -3897.72, -3761.08, 563.03, 425.75, 0.000, 0.000, 0.000, 17:48:31.580
27, -3847.28, -3705.04, 587.08, 397.53, 0.000, 0.000, 0.000, 17:48:31.593
28, -3810.95, -3690.42, 623.02, 515.77, 0.000, 0.000, 0.000, 17:48:31.593
29, -3822.73, -3703.44, 653.99, 619.47, 0.000, 0.000, 0.000, 17:48:31.597
30, -3885.83, -3764.70, 564.27, 424.50, 0.000, 0.000, 0.000, 17:48:31.598
31, -3845.44, -3721.58, 585.99, 391.07, 0.000, 0.000, 0.000, 17:48:31.624
32, -3811.83, -3688.20, 625.78, 513.31, 0.000, 0.000, 0.000, 17:48:31.626
33, -3831.47, -3710.16, 654.81, 619.28, 0.000, 0.000, 0.000, 17:48:31.630
34, -3897.00, -3773.05, 560.19, 426.52, 0.000, 0.000, 0.000, 17:48:31.630
35, -3844.28, -3719.56, 593.68, 400.31, 0.000, 0.000, 0.000, 17:48:31.631
36, -3802.31, -3689.62, 629.22, 526.67, 0.000, 0.000, 0.000, 17:48:31.631
37, -3827.80, -3715.38, 660.85, 631.87, 0.000, 0.000, 0.000, 17:48:31.654
38, -3891.86, -3773.67, 560.74, 429.81, 0.000, 0.000, 0.000, 17:48:31.656
39, -3849.62, -3726.02, 574.69, 391.16, 0.000, 0.000, 0.000, 17:48:31.656
40, -3818.58, -3693.26, 621.66, 524.46, 0.000, 0.000, 0.000, 17:48:31.657
41, -3847.62, -3728.14, 643.23, 619.22, 0.000, 0.000, 0.000, 17:48:31.660
42, -3897.44, -3774.09, 558.75, 430.83, 0.000, 0.000, 0.000, 17:48:31.660
43, -3850.86, -3718.73, 589.94, 395.70, 0.000, 0.000, 0.000, 17:48:31.673
44, -3811.58, -3678.78, 620.58, 526.13, 0.000, 0.000, 0.000, 17:48:31.675
45, -3830.41, -3708.92, 647.66, 621.51, 0.000, 0.000, 0.000, 17:48:31.699
46, -3903.57, -3777.26, 551.53, 424.31, 0.000, 0.000, 0.000, 17:48:31.700
47, -3850.63, -3715.73, 583.43, 395.15, 0.000, 0.000, 0.000, 17:48:31.702
48, -3823.67, -3700.76, 621.70, 521.23, 0.000, 0.000, 0.000, 17:48:31.705
49, -3840.12, -3716.50, 646.46, 616.89, 0.000, 0.000, 0.000, 17:48:31.707
50, -3901.84, -3782.37, 550.26, 429.42, 0.000, 0.000, 0.000, 17:48:31.708
51, -3855.18, -3724.96, 588.47, 389.50, 0.000, 0.000, 0.000, 17:48:31.712
52, -3823.39, -3698.99, 626.41, 518.57, 0.000, 0.000, 0.000, 17:48:31.713
53, -3869.75, -3741.31, 665.36, 629.10, 0.000, 0.000, 0.000, 17:48:31.713
54, -3925.10, -3801.52, 572.01, 444.96, 0.000, 0.000, 0.000, 17:48:31.714
55, -3823.37, -3706.07, 583.46, 383.35, 0.000, 0.000, 0.000, 17:48:31.727
56, -3809.70, -3694.02, 613.54, 507.06, 0.000, 0.000, 0.000, 17:48:31.728
57, -3843.86, -3740.03, 643.99, 596.11, 0.000, 0.000, 0.000, 17:48:31.745
58, -3902.35, -3797.97, 550.49, 406.49, 0.000, 0.000, 0.000, 17:48:31.746
59, -3867.62, -3762.97, 581.83, 365.70, 0.000, 0.000, 0.000, 17:48:31.747
60, -3834.01, -3731.92, 625.52, 502.71, 0.000, 0.000, 0.000, 17:48:31.748
61, -3847.97, -3738.79, 662.41, 620.01, 0.000, 0.000, 0.000, 17:48:31.757
62, -3917.24, -3812.06, 545.56, 401.53, 0.000, 0.000, 0.000, 17:48:31.758
63, -3868.87, -3754.09, 579.99, 369.60, 0.000, 0.000, 0.000, 17:48:31.774
64, -3825.54, -3722.31, 629.12, 512.16, 0.000, 0.000, 0.000, 17:48:31.777
65, -3855.81, -3749.39, 652.95, 618.97, 0.000, 0.000, 0.000, 17:48:31.780
66, -3918.61, -3806.44, 543.28, 426.39, 0.000, 0.000, 0.000, 17:48:31.780
67, -3854.33, -3734.70, 587.66, 382.24, 0.000, 0.000, 0.000, 17:48:31.789
68, -3822.10, -3706.35, 624.70, 517.73, 0.000, 0.000, 0.000, 17:48:31.790
69, -3844.03, -3727.55, 651.43, 621.26, 0.000, 0.000, 0.000, 17:48:31.804
70, -3903.21, -3795.33, 562.42, 441.41, 0.000, 0.000, 0.000, 17:48:31.806
71, -3850.06, -3733.48, 599.52, 390.91, 0.000, 0.000, 0.000, 17:48:31.809
72, -3831.24, -3711.15, 631.15, 509.37, 0.000, 0.000, 0.000, 17:48:31.810
73, -3847.12, -3728.53, 643.81, 609.83, 0.000, 0.000, 0.000, 17:48:31.816
74, -3909.67, -3791.16, 548.04, 419.74, 0.000, 0.000, 0.000, 17:48:31.817
75, -3858.88, -3742.05, 574.56, 376.73, 0.000, 0.000, 0.000, 17:48:31.847
76, -3823.41, -3705.02, 625.78, 514.99, 0.000, 0.000, 0.000, 17:48:31.848
77, -3843.58, -3726.92, 646.03, 617.67, 0.000, 0.000, 0.000, 17:48:31.848
