No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-47-54
0, -4675.87, -5063.78, 879.64, 885.88, 0.000, 0.000, 0.000, 18:48:02.219
1, -4661.24, -5067.36, 887.46, 888.90, 0.000, 0.000, 0.000, 18:48:02.242
2, -4658.43, -5058.46, 895.79, 891.84, 0.000, 0.000, 0.000, 18:48:02.248
3, -4658.25, -5059.10, 895.59, 888.20, 0.000, 0.000, 0.000, 18:48:02.268
4, -4664.50, -5052.77, 897.15, 898.63, 0.000, 0.000, 0.000, 18:48:02.269
5, -4667.12, -5049.91, 897.87, 903.86, 0.000, 0.000, 0.000, 18:48:02.284
6, -4657.90, -5050.75, 892.46, 904.72, 0.000, 0.000, 0.000, 18:48:02.285
7, -4637.35, -5041.38, 889.04, 906.36, 0.000, 0.000, 0.000, 18:48:02.318
8, -4661.07, -5049.92, 885.15, 901.08, 0.000, 0.000, 0.000, 18:48:02.322
9, -4657.71, -5042.20, 888.36, 899.37, 0.000, 0.000, 0.000, 18:48:02.328
10, -4650.98, -5039.18, 888.38, 900.45, 0.000, 0.000, 0.000, 18:48:02.331
11, -4656.00, -5049.81, 884.91, 903.96, 0.000, 0.000, 0.000, 18:48:02.338
12, -4667.79, -5059.08, 884.13, 897.76, 0.000, 0.000, 0.000, 18:48:02.340
19, -4666.22, -5060.70, 888.50, 893.51, 0.000, 0.000, 0.000, 18:48:02.348
20, -4658.80, -5064.14, 883.63, 886.29, 0.000, 0.000, 0.000, 18:48:02.349
21, -4655.93, -5053.98, 885.28, 900.71, 0.000, 0.000, 0.000, 18:48:02.352
22, -4649.83, -5055.39, 894.01, 901.08, 0.000, 0.000, 0.000, 18:48:02.359
23, -4651.67, -5046.03, 893.72, 904.00, 0.000, 0.000, 0.000, 18:48:02.367
24, -4650.46, -5052.39, 897.23, 894.78, 0.000, 0.000, 0.000, 18:48:02.368
25, -4659.55, -5052.74, 896.89, 892.06, 0.000, 0.000, 0.000, 18:48:02.369
26, -4654.33, -5059.16, 891.24, 880.14, 0.000, 0.000, 0.000, 18:48:02.370
27, -4660.61, -5054.07, 884.02, 888.60, 0.000, 0.000, 0.000, 18:48:02.413
28, -4659.50, -5055.46, 885.80, 897.27, 0.000, 0.000, 0.000, 18:48:02.419
29, -4648.68, -5043.53, 891.20, 910.68, 0.000, 0.000, 0.000, 18:48:02.459
30, -4648.68, -5034.70, 893.00, 901.99, 0.000, 0.000, 0.000, 18:48:02.465
35, -4636.61, -5034.59, 908.49, 900.03, 0.000, 0.000, 0.000, 18:48:02.467
36, -4638.20, -5033.59, 893.94, 903.63, 0.000, 0.000, 0.000, 18:48:02.468
37, -4642.38, -5033.11, 901.74, 895.80, 0.000, 0.000, 0.000, 18:48:02.469
38, -4627.26, -5027.35, 903.42, 896.81, 0.000, 0.000, 0.000, 18:48:02.470
