No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-10_15-49-26
0, -3353.12, -3887.11, -2219.43, -1935.32, 0.000, 0.000, 0.000, 15:49:40.427
1, -3362.10, -3893.67, -2225.81, -1928.40, 0.000, 0.000, 0.000, 15:49:40.439
2, -3787.55, -4314.36, -2621.81, -2309.55, 0.000, 0.000, 0.000, 15:49:40.439
3, -3676.10, -4212.15, -2554.62, -2230.29, 0.000, 0.000, 0.000, 15:49:40.455
4, -3329.29, -3874.88, -2190.47, -1921.31, 0.000, 0.000, 0.000, 15:49:40.455
5, -3347.75, -3889.00, -2201.27, -1913.25, 0.000, 0.000, 0.000, 15:49:40.457
6, -3729.55, -4269.87, -2606.76, -2254.21, 0.000, 0.000, 0.000, 15:49:40.457
7, -3615.88, -4167.28, -2483.50, -2167.74, 0.000, 0.000, 0.000, 15:49:40.470
8, -3275.94, -3819.60, -2106.59, -1851.95, 0.000, 0.000, 0.000, 15:49:40.471
9, -3282.75, -3814.14, -2123.08, -1829.10, 0.000, 0.000, 0.000, 15:49:40.484
10, -3713.13, -4240.87, -2560.94, -2222.64, 0.000, 0.000, 0.000, 15:49:40.485
11, -3613.18, -4151.09, -2493.54, -2157.17, 0.000, 0.000, 0.000, 15:49:40.488
12, -3261.89, -3811.69, -2133.98, -1849.39, 0.000, 0.000, 0.000, 15:49:40.488
13, -3294.48, -3840.04, -2156.88, -1859.39, 0.000, 0.000, 0.000, 15:49:40.501
14, -3710.28, -4248.72, -2590.76, -2235.00, 0.000, 0.000, 0.000, 15:49:40.502
15, -3612.21, -4159.19, -2490.37, -2162.32, 0.000, 0.000, 0.000, 15:49:40.517
16, -3262.28, -3811.04, -2140.57, -1843.74, 0.000, 0.000, 0.000, 15:49:40.517
17, -3297.94, -3835.45, -2132.00, -1857.32, 0.000, 0.000, 0.000, 15:49:40.518
18, -3721.55, -4252.76, -2581.84, -2243.39, 0.000, 0.000, 0.000, 15:49:40.519
19, -3624.08, -4165.05, -2511.45, -2173.56, 0.000, 0.000, 0.000, 15:49:40.531
20, -3266.44, -3818.09, -2156.84, -1853.07, 0.000, 0.000, 0.000, 15:49:40.532
21, -3290.59, -3825.64, -2144.63, -1857.15, 0.000, 0.000, 0.000, 15:49:40.545
22, -3715.02, -4248.71, -2572.29, -2241.78, 0.000, 0.000, 0.000, 15:49:40.545
23, -3621.56, -4163.21, -2511.60, -2170.91, 0.000, 0.000, 0.000, 15:49:40.550
24, -3270.70, -3821.19, -2149.24, -1855.45, 0.000, 0.000, 0.000, 15:49:40.551
25, -3303.85, -3852.87, -2163.20, -1872.73, 0.000, 0.000, 0.000, 15:49:40.568
26, -3713.83, -4253.89, -2578.59, -2235.06, 0.000, 0.000, 0.000, 15:49:40.568
27, -3625.69, -4165.67, -2510.58, -2175.05, 0.000, 0.000, 0.000, 15:49:40.574
