No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-43-22
0, -4611.00, -5015.77, 832.94, 1046.02, 0.000, 0.000, 0.000, 18:43:24.004
1, -4628.58, -5013.46, 821.50, 1033.08, 0.000, 0.000, 0.000, 18:43:24.032
2, -4631.54, -5017.59, 820.30, 1032.65, 0.000, 0.000, 0.000, 18:43:24.033
3, -4614.80, -5005.07, 832.57, 1044.13, 0.000, 0.000, 0.000, 18:43:24.036
4, -4605.99, -5009.30, 826.75, 1039.03, 0.000, 0.000, 0.000, 18:43:24.036
5, -4603.15, -5004.41, 835.39, 1043.33, 0.000, 0.000, 0.000, 18:43:24.038
6, -4605.93, -4999.17, 828.43, 1043.89, 0.000, 0.000, 0.000, 18:43:24.038
7, -4606.12, -5000.16, 830.04, 1048.33, 0.000, 0.000, 0.000, 18:43:24.045
8, -4597.23, -4987.41, 848.43, 1062.77, 0.000, 0.000, 0.000, 18:43:24.045
9, -4595.46, -4984.94, 846.90, 1065.52, 0.000, 0.000, 0.000, 18:43:24.075
10, -4589.74, -4996.24, 841.86, 1058.46, 0.000, 0.000, 0.000, 18:43:24.076
11, -4602.63, -4998.64, 840.74, 1061.61, 0.000, 0.000, 0.000, 18:43:24.077
12, -4597.83, -4994.15, 844.82, 1065.91, 0.000, 0.000, 0.000, 18:43:24.077
13, -4590.61, -4985.06, 847.51, 1062.87, 0.000, 0.000, 0.000, 18:43:24.077
14, -4591.71, -4989.70, 842.48, 1055.38, 0.000, 0.000, 0.000, 18:43:24.077
15, -4597.92, -4992.56, 845.69, 1059.88, 0.000, 0.000, 0.000, 18:43:24.095
16, -4605.59, -4996.93, 838.25, 1054.95, 0.000, 0.000, 0.000, 18:43:24.096
17, -4606.37, -4993.06, 843.76, 1053.52, 0.000, 0.000, 0.000, 18:43:24.096
18, -4616.30, -5003.49, 829.25, 1043.19, 0.000, 0.000, 0.000, 18:43:24.096
