No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-49-21
0, -4695.44, -5095.52, 915.58, 899.29, 0.000, 0.000, 0.000, 18:49:23.853
1, -4677.28, -5088.05, 907.09, 911.97, 0.000, 0.000, 0.000, 18:49:23.856
2, -4688.09, -5085.40, 906.66, 913.23, 0.000, 0.000, 0.000, 18:49:23.860
3, -4689.69, -5086.90, 905.31, 914.59, 0.000, 0.000, 0.000, 18:49:23.895
4, -4688.56, -5081.08, 899.79, 910.60, 0.000, 0.000, 0.000, 18:49:23.895
5, -4681.98, -5068.59, 899.99, 905.51, 0.000, 0.000, 0.000, 18:49:23.898
6, -4694.54, -5073.79, 896.50, 906.37, 0.000, 0.000, 0.000, 18:49:23.901
7, -4691.25, -5072.08, 902.78, 907.48, 0.000, 0.000, 0.000, 18:49:23.907
8, -4688.12, -5074.06, 896.29, 911.18, 0.000, 0.000, 0.000, 18:49:23.907
9, -4687.08, -5076.23, 904.55, 918.96, 0.000, 0.000, 0.000, 18:49:23.910
10, -4688.97, -5079.14, 904.84, 919.07, 0.000, 0.000, 0.000, 18:49:23.912
11, -4668.72, -5079.14, 918.13, 923.56, 0.000, 0.000, 0.000, 18:49:23.916
12, -4662.74, -5071.56, 923.09, 924.70, 0.000, 0.000, 0.000, 18:49:23.916
13, -4660.91, -5067.97, 923.08, 923.08, 0.000, 0.000, 0.000, 18:49:23.920
14, -4649.26, -5064.00, 941.21, 930.03, 0.000, 0.000, 0.000, 18:49:23.921
15, -4654.18, -5058.56, 944.72, 937.16, 0.000, 0.000, 0.000, 18:49:23.974
16, -4649.09, -5060.77, 935.43, 940.35, 0.000, 0.000, 0.000, 18:49:23.975
19, -4663.69, -5065.64, 917.88, 926.21, 0.000, 0.000, 0.000, 18:49:23.980
20, -4654.58, -5061.93, 924.92, 934.92, 0.000, 0.000, 0.000, 18:49:23.980
21, -4652.82, -5061.36, 927.91, 934.00, 0.000, 0.000, 0.000, 18:49:23.983
22, -4653.71, -5063.29, 934.09, 927.01, 0.000, 0.000, 0.000, 18:49:23.985
23, -4661.29, -5074.99, 910.88, 914.91, 0.000, 0.000, 0.000, 18:49:23.987
24, -4654.53, -5063.96, 918.82, 928.26, 0.000, 0.000, 0.000, 18:49:23.987
25, -4668.96, -5073.55, 897.77, 908.26, 0.000, 0.000, 0.000, 18:49:23.989
26, -4665.61, -5073.34, 899.35, 917.49, 0.000, 0.000, 0.000, 18:49:23.991
27, -4673.53, -5082.51, 905.05, 917.53, 0.000, 0.000, 0.000, 18:49:23.993
28, -4656.38, -5062.41, 917.65, 922.33, 0.000, 0.000, 0.000, 18:49:23.995
29, -4654.77, -5060.30, 917.42, 929.18, 0.000, 0.000, 0.000, 18:49:23.997
30, -4651.20, -5055.91, 919.48, 930.59, 0.000, 0.000, 0.000, 18:49:23.997
35, -4653.18, -5060.25, 919.13, 918.24, 0.000, 0.000, 0.000, 18:49:24.017
36, -4649.15, -5070.54, 908.92, 916.72, 0.000, 0.000, 0.000, 18:49:24.019
37, -4639.43, -5064.16, 918.22, 924.06, 0.000, 0.000, 0.000, 18:49:24.022
38, -4646.40, -5067.01, 920.33, 926.88, 0.000, 0.000, 0.000, 18:49:24.024
39, -4652.68, -5069.07, 917.00, 921.21, 0.000, 0.000, 0.000, 18:49:24.031
40, -4656.38, -5071.17, 921.02, 929.37, 0.000, 0.000, 0.000, 18:49:24.032
41, -4644.96, -5063.52, 918.64, 920.87, 0.000, 0.000, 0.000, 18:49:24.034
42, -4645.30, -5059.17, 920.03, 929.59, 0.000, 0.000, 0.000, 18:49:24.034
43, -4633.75, -5059.11, 921.24, 929.03, 0.000, 0.000, 0.000, 18:49:24.058
44, -4633.25, -5055.10, 916.38, 929.63, 0.000, 0.000, 0.000, 18:49:24.059
45, -4633.52, -5058.72, 924.52, 935.98, 0.000, 0.000, 0.000, 18:49:24.062
46, -4624.51, -5054.80, 932.88, 922.03, 0.000, 0.000, 0.000, 18:49:24.065
47, -4626.32, -5053.94, 936.19, 927.42, 0.000, 0.000, 0.000, 18:49:24.086
48, -4645.71, -5058.80, 924.80, 920.73, 0.000, 0.000, 0.000, 18:49:24.086
49, -4649.78, -5068.65, 922.54, 926.00, 0.000, 0.000, 0.000, 18:49:24.089
50, -4652.98, -5070.75, 923.90, 925.27, 0.000, 0.000, 0.000, 18:49:24.090
51, -4655.67, -5073.98, 926.92, 922.24, 0.000, 0.000, 0.000, 18:49:24.102
52, -4666.72, -5084.16, 920.54, 917.28, 0.000, 0.000, 0.000, 18:49:24.102
53, -4664.55, -5080.34, 924.77, 911.39, 0.000, 0.000, 0.000, 18:49:24.232
54, -4658.16, -5071.18, 928.92, 929.07, 0.000, 0.000, 0.000, 18:49:24.233
55, -4645.10, -5080.53, 932.73, 945.39, 0.000, 0.000, 0.000, 18:49:24.234
56, -4674.29, -5078.35, 924.37, 932.27, 0.000, 0.000, 0.000, 18:49:24.234
57, -4674.70, -5076.99, 927.96, 947.73, 0.000, 0.000, 0.000, 18:49:24.235
58, -4674.26, -5091.77, 947.64, 954.69, 0.000, 0.000, 0.000, 18:49:24.236
59, -4667.32, -5069.25, 942.52, 945.20, 0.000, 0.000, 0.000, 18:49:24.236
60, -4668.72, -5092.83, 933.60, 941.59, 0.000, 0.000, 0.000, 18:49:24.237
61, -4667.02, -5087.38, 948.85, 954.61, 0.000, 0.000, 0.000, 18:49:24.242
62, -4682.83, -5125.25, 944.28, 986.38, 0.000, 0.000, 0.000, 18:49:24.243
63, -4672.59, -5107.07, 947.11, 971.30, 0.000, 0.000, 0.000, 18:49:24.244
64, -4719.96, -5119.96, 956.43, 969.36, 0.000, 0.000, 0.000, 18:49:24.244
65, -4819.52, -5238.89, 964.02, 1015.29, 0.000, 0.000, 0.000, 18:49:24.244
66, -4741.11, -5098.56, 959.70, 1003.53, 0.000, 0.000, 0.000, 18:49:24.245
79, -4757.79, -5050.36, 992.56, 1016.34, 0.000, 0.000, 0.000, 18:49:24.252
80, -4780.84, -5099.72, 1056.55, 1036.90, 0.000, 0.000, 0.000, 18:49:24.252
81, -4833.48, -5129.92, 1186.18, 1100.65, 0.000, 0.000, 0.000, 18:49:24.260
82, -4829.72, -5158.40, 1447.39, 1109.61, 0.000, 0.000, 0.000, 18:49:24.262
83, -4847.36, -5179.87, 1692.02, 1101.89, 0.000, 0.000, 0.000, 18:49:24.267
84, -4893.35, -5192.80, 1811.17, 1068.69, 0.000, 0.000, 0.000, 18:49:24.267
85, -4904.18, -5217.30, 1839.60, 1107.47, 0.000, 0.000, 0.000, 18:49:24.274
86, -4888.06, -5212.11, 1800.92, 1084.96, 0.000, 0.000, 0.000, 18:49:24.276
87, -4899.46, -5231.99, 1713.55, 1030.62, 0.000, 0.000, 0.000, 18:49:24.277
88, -4928.29, -5258.29, 1601.85, 1019.09, 0.000, 0.000, 0.000, 18:49:24.277
89, -4952.69, -5260.13, 1504.42, 1013.48, 0.000, 0.000, 0.000, 18:49:24.279
90, -4970.22, -5279.52, 1399.75, 1017.02, 0.000, 0.000, 0.000, 18:49:24.280
91, -4958.30, -5278.06, 1306.44, 997.93, 0.000, 0.000, 0.000, 18:49:24.283
92, -5009.98, -5298.53, 1206.50, 975.71, 0.000, 0.000, 0.000, 18:49:24.283
93, -4992.31, -5294.94, 1148.12, 973.34, 0.000, 0.000, 0.000, 18:49:24.312
94, -5034.33, -5318.73, 1085.77, 970.71, 0.000, 0.000, 0.000, 18:49:24.313
95, -5010.30, -5327.88, 1019.22, 966.93, 0.000, 0.000, 0.000, 18:49:24.316
96, -5027.47, -5306.14, 915.74, 937.40, 0.000, 0.000, 0.000, 18:49:24.319
97, -5024.70, -5323.00, 859.71, 923.66, 0.000, 0.000, 0.000, 18:49:24.321
98, -5033.94, -5321.51, 847.53, 927.36, 0.000, 0.000, 0.000, 18:49:24.322
99, -5049.89, -5329.76, 816.91, 921.35, 0.000, 0.000, 0.000, 18:49:24.322
100, -5054.23, -5311.14, 767.98, 929.03, 0.000, 0.000, 0.000, 18:49:24.323
101, -5079.41, -5315.50, 748.17, 928.12, 0.000, 0.000, 0.000, 18:49:24.328
102, -5111.31, -5354.86, 739.14, 942.52, 0.000, 0.000, 0.000, 18:49:24.328
103, -5093.08, -5318.68, 739.78, 939.10, 0.000, 0.000, 0.000, 18:49:24.344
104, -5052.65, -5302.31, 720.34, 913.03, 0.000, 0.000, 0.000, 18:49:24.346
105, -5068.34, -5330.27, 725.81, 911.35, 0.000, 0.000, 0.000, 18:49:24.347
106, -5078.38, -5321.25, 727.42, 910.61, 0.000, 0.000, 0.000, 18:49:24.347
107, -5099.91, -5351.47, 728.99, 918.03, 0.000, 0.000, 0.000, 18:49:24.351
108, -5107.54, -5350.46, 736.01, 916.20, 0.000, 0.000, 0.000, 18:49:24.352
109, -5110.52, -5354.49, 740.74, 925.03, 0.000, 0.000, 0.000, 18:49:24.362
110, -5144.76, -5369.26, 762.36, 943.63, 0.000, 0.000, 0.000, 18:49:24.364
111, -5091.33, -5348.50, 781.06, 938.96, 0.000, 0.000, 0.000, 18:49:24.413
112, -5079.51, -5320.38, 794.26, 933.72, 0.000, 0.000, 0.000, 18:49:24.414
113, -5069.49, -5306.27, 822.45, 938.49, 0.000, 0.000, 0.000, 18:49:24.415
114, -5091.51, -5312.66, 859.07, 949.61, 0.000, 0.000, 0.000, 18:49:24.417
115, -5112.98, -5332.79, 875.50, 953.80, 0.000, 0.000, 0.000, 18:49:24.421
116, -5098.02, -5339.37, 877.64, 941.35, 0.000, 0.000, 0.000, 18:49:24.421
117, -5097.06, -5336.86, 884.37, 944.54, 0.000, 0.000, 0.000, 18:49:24.421
118, -5091.05, -5345.14, 891.99, 944.11, 0.000, 0.000, 0.000, 18:49:24.422
119, -5091.07, -5342.13, 913.39, 937.28, 0.000, 0.000, 0.000, 18:49:24.426
120, -5077.86, -5327.49, 919.62, 931.17, 0.000, 0.000, 0.000, 18:49:24.428
121, -5076.48, -5337.83, 910.15, 919.04, 0.000, 0.000, 0.000, 18:49:24.431
122, -5097.86, -5328.15, 913.01, 921.31, 0.000, 0.000, 0.000, 18:49:24.431
123, -5094.41, -5337.30, 922.53, 925.96, 0.000, 0.000, 0.000, 18:49:24.449
124, -5094.35, -5347.98, 919.41, 932.46, 0.000, 0.000, 0.000, 18:49:24.449
125, -5095.41, -5333.85, 922.09, 937.31, 0.000, 0.000, 0.000, 18:49:24.452
126, -5079.27, -5329.74, 947.69, 947.41, 0.000, 0.000, 0.000, 18:49:24.454
127, -5073.90, -5327.46, 953.95, 972.57, 0.000, 0.000, 0.000, 18:49:24.460
128, -5057.64, -5339.68, 959.21, 968.05, 0.000, 0.000, 0.000, 18:49:24.461
129, -5053.98, -5316.09, 954.18, 969.37, 0.000, 0.000, 0.000, 18:49:24.511
130, -5035.93, -5282.07, 956.50, 975.33, 0.000, 0.000, 0.000, 18:49:24.512
131, -5038.41, -5289.34, 956.06, 973.75, 0.000, 0.000, 0.000, 18:49:24.523
132, -5040.50, -5290.75, 959.32, 972.75, 0.000, 0.000, 0.000, 18:49:24.523
133, -5045.49, -5294.39, 955.30, 976.81, 0.000, 0.000, 0.000, 18:49:24.524
134, -5068.78, -5311.48, 952.08, 977.36, 0.000, 0.000, 0.000, 18:49:24.525
135, -5053.52, -5324.98, 953.80, 969.18, 0.000, 0.000, 0.000, 18:49:24.538
136, -5067.15, -5315.94, 949.79, 967.14, 0.000, 0.000, 0.000, 18:49:24.538
137, -5080.32, -5332.06, 939.68, 955.46, 0.000, 0.000, 0.000, 18:49:24.555
138, -5059.06, -5320.91, 943.68, 956.01, 0.000, 0.000, 0.000, 18:49:24.555
139, -5055.87, -5324.75, 934.55, 941.95, 0.000, 0.000, 0.000, 18:49:24.561
140, -5071.06, -5341.21, 940.25, 946.66, 0.000, 0.000, 0.000, 18:49:24.562
141, -5083.21, -5321.21, 947.92, 953.97, 0.000, 0.000, 0.000, 18:49:24.562
142, -5068.13, -5318.31, 959.69, 966.71, 0.000, 0.000, 0.000, 18:49:24.562
143, -5058.11, -5308.52, 963.71, 966.80, 0.000, 0.000, 0.000, 18:49:24.563
144, -5075.51, -5315.51, 948.53, 970.17, 0.000, 0.000, 0.000, 18:49:24.563
145, -5065.00, -5329.92, 948.76, 961.46, 0.000, 0.000, 0.000, 18:49:24.566
146, -5042.00, -5303.08, 952.83, 964.50, 0.000, 0.000, 0.000, 18:49:24.567
149, -5042.82, -5296.89, 952.55, 967.26, 0.000, 0.000, 0.000, 18:49:24.574
150, -5026.03, -5300.03, 952.88, 968.68, 0.000, 0.000, 0.000, 18:49:24.574
151, -5040.28, -5321.63, 951.83, 973.09, 0.000, 0.000, 0.000, 18:49:24.576
152, -5040.13, -5303.71, 954.39, 972.48, 0.000, 0.000, 0.000, 18:49:24.578
153, -5037.89, -5297.14, 951.75, 969.20, 0.000, 0.000, 0.000, 18:49:24.598
154, -5038.11, -5306.53, 949.48, 972.73, 0.000, 0.000, 0.000, 18:49:24.599
155, -5043.03, -5314.64, 958.13, 968.26, 0.000, 0.000, 0.000, 18:49:24.614
156, -5047.46, -5317.23, 959.77, 971.04, 0.000, 0.000, 0.000, 18:49:24.614
157, -5038.67, -5309.31, 953.18, 967.58, 0.000, 0.000, 0.000, 18:49:24.616
158, -5044.21, -5313.29, 951.84, 959.88, 0.000, 0.000, 0.000, 18:49:24.616
159, -5044.11, -5316.86, 945.30, 962.75, 0.000, 0.000, 0.000, 18:49:24.620
160, -5041.62, -5315.24, 936.53, 952.84, 0.000, 0.000, 0.000, 18:49:24.622
161, -5032.82, -5308.28, 939.58, 950.92, 0.000, 0.000, 0.000, 18:49:24.624
162, -5037.87, -5291.72, 946.11, 962.24, 0.000, 0.000, 0.000, 18:49:24.624
163, -5032.67, -5298.86, 950.07, 960.39, 0.000, 0.000, 0.000, 18:49:24.659
164, -5032.27, -5309.66, 947.06, 967.52, 0.000, 0.000, 0.000, 18:49:24.661
165, -5026.28, -5297.01, 950.61, 983.49, 0.000, 0.000, 0.000, 18:49:24.665
166, -5036.87, -5297.86, 949.29, 980.44, 0.000, 0.000, 0.000, 18:49:24.667
167, -5055.79, -5296.10, 943.70, 975.61, 0.000, 0.000, 0.000, 18:49:24.679
168, -5038.30, -5289.79, 951.99, 980.01, 0.000, 0.000, 0.000, 18:49:24.680
169, -5035.53, -5310.46, 953.43, 982.17, 0.000, 0.000, 0.000, 18:49:24.683
170, -5028.91, -5301.59, 962.72, 991.36, 0.000, 0.000, 0.000, 18:49:24.684
171, -5029.83, -5297.69, 954.25, 975.22, 0.000, 0.000, 0.000, 18:49:24.706
172, -5037.27, -5295.54, 956.82, 963.90, 0.000, 0.000, 0.000, 18:49:24.706
173, -5038.52, -5296.87, 948.15, 961.95, 0.000, 0.000, 0.000, 18:49:24.707
174, -5043.83, -5291.59, 953.07, 964.04, 0.000, 0.000, 0.000, 18:49:24.707
175, -5048.51, -5310.43, 943.90, 956.50, 0.000, 0.000, 0.000, 18:49:24.711
