No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_18-03-19
0, -4241.51, -4067.42, 166.37, 105.20, 0.000, 0.000, 0.000, 18:03:21.014
1, -4171.45, -3998.24, 351.25, 243.47, 0.000, 0.000, 0.000, 18:03:21.023
2, -4193.75, -4031.95, 371.83, 289.95, 0.000, 0.000, 0.000, 18:03:21.025
3, -4289.34, -4129.29, 442.76, 281.36, 0.000, 0.000, 0.000, 18:03:21.040
4, -4282.68, -4116.21, 156.00, 99.99, 0.000, 0.000, 0.000, 18:03:21.040
5, -4194.46, -4036.31, 330.53, 229.45, 0.000, 0.000, 0.000, 18:03:21.040
6, -4199.39, -4046.92, 352.88, 284.75, 0.000, 0.000, 0.000, 18:03:21.041
7, -4258.53, -4101.00, 443.36, 292.20, 0.000, 0.000, 0.000, 18:03:21.055
8, -4294.02, -4123.35, 162.93, 98.06, 0.000, 0.000, 0.000, 18:03:21.056
9, -4206.64, -4045.25, 327.93, 215.96, 0.000, 0.000, 0.000, 18:03:21.071
10, -4210.36, -4042.33, 365.05, 295.67, 0.000, 0.000, 0.000, 18:03:21.071
11, -4235.07, -4083.51, 459.55, 328.39, 0.000, 0.000, 0.000, 18:03:21.073
12, -4296.29, -4133.17, 199.07, 103.03, 0.000, 0.000, 0.000, 18:03:21.073
13, -4211.54, -4046.78, 328.03, 218.66, 0.000, 0.000, 0.000, 18:03:21.083
14, -4193.80, -4023.25, 369.74, 302.15, 0.000, 0.000, 0.000, 18:03:21.083
15, -4215.19, -4048.63, 478.50, 342.10, 0.000, 0.000, 0.000, 18:03:21.098
16, -4309.98, -4142.61, 217.91, 98.35, 0.000, 0.000, 0.000, 18:03:21.098
17, -4223.26, -4062.97, 319.84, 206.29, 0.000, 0.000, 0.000, 18:03:21.106
18, -4187.51, -4033.72, 367.93, 299.44, 0.000, 0.000, 0.000, 18:03:21.106
19, -4195.62, -4039.28, 462.78, 349.47, 0.000, 0.000, 0.000, 18:03:21.114
20, -4311.11, -4163.14, 194.50, 80.95, 0.000, 0.000, 0.000, 18:03:21.115
21, -4238.36, -4081.99, 310.49, 200.36, 0.000, 0.000, 0.000, 18:03:21.128
22, -4196.32, -4039.36, 361.54, 296.84, 0.000, 0.000, 0.000, 18:03:21.128
23, -4198.01, -4036.67, 477.23, 354.14, 0.000, 0.000, 0.000, 18:03:21.128
