No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_17-54-08
0, -3987.08, -3799.05, 356.53, -42.52, 0.000, 0.000, 0.000, 17:54:12.674
1, -4023.93, -3823.00, 425.40, 158.16, 0.000, 0.000, 0.000, 17:54:12.686
2, -4093.59, -3887.47, 473.22, 319.81, 0.000, 0.000, 0.000, 17:54:12.687
3, -4140.22, -3946.91, 352.50, 106.91, 0.000, 0.000, 0.000, 17:54:12.697
4, -3992.72, -3785.73, 364.94, -22.99, 0.000, 0.000, 0.000, 17:54:12.702
5, -4010.07, -3815.96, 436.29, 171.23, 0.000, 0.000, 0.000, 17:54:12.705
6, -4082.95, -3886.78, 469.91, 317.02, 0.000, 0.000, 0.000, 17:54:12.706
7, -4125.05, -3934.36, 355.02, 102.65, 0.000, 0.000, 0.000, 17:54:12.714
8, -3991.98, -3780.78, 356.90, -45.24, 0.000, 0.000, 0.000, 17:54:12.715
9, -4001.48, -3822.64, 442.66, 139.19, 0.000, 0.000, 0.000, 17:54:12.729
10, -4072.98, -3883.50, 485.40, 305.81, 0.000, 0.000, 0.000, 17:54:12.732
11, -4121.58, -3935.46, 376.25, 109.27, 0.000, 0.000, 0.000, 17:54:12.735
12, -3977.23, -3780.34, 382.68, -31.33, 0.000, 0.000, 0.000, 17:54:12.736
13, -3990.31, -3814.40, 455.54, 165.99, 0.000, 0.000, 0.000, 17:54:12.741
14, -4063.99, -3874.38, 486.93, 320.62, 0.000, 0.000, 0.000, 17:54:12.742
15, -4118.93, -3926.55, 375.58, 108.77, 0.000, 0.000, 0.000, 17:54:12.755
16, -3974.32, -3779.34, 379.68, -52.48, 0.000, 0.000, 0.000, 17:54:12.755
17, -3998.86, -3804.95, 453.58, 144.73, 0.000, 0.000, 0.000, 17:54:12.756
18, -4056.14, -3863.03, 498.22, 294.62, 0.000, 0.000, 0.000, 17:54:12.757
19, -4112.72, -3921.71, 381.41, 86.60, 0.000, 0.000, 0.000, 17:54:12.771
20, -3985.62, -3785.51, 366.16, -93.71, 0.000, 0.000, 0.000, 17:54:12.772
21, -3989.04, -3796.97, 448.32, 94.55, 0.000, 0.000, 0.000, 17:54:12.786
22, -4047.04, -3858.96, 474.30, 229.31, 0.000, 0.000, 0.000, 17:54:12.787
23, -4101.63, -3918.86, 381.46, 37.01, 0.000, 0.000, 0.000, 17:54:12.800
24, -3982.24, -3800.98, 362.08, -130.30, 0.000, 0.000, 0.000, 17:54:12.801
25, -3999.06, -3803.73, 435.86, 68.89, 0.000, 0.000, 0.000, 17:54:12.808
26, -4038.27, -3846.93, 465.83, 227.11, 0.000, 0.000, 0.000, 17:54:12.810
27, -4080.86, -3889.05, 397.72, 70.21, 0.000, 0.000, 0.000, 17:54:12.819
28, -4008.68, -3810.94, 356.39, -105.34, 0.000, 0.000, 0.000, 17:54:12.822
29, -3994.74, -3797.17, 437.90, 92.84, 0.000, 0.000, 0.000, 17:54:12.824
30, -4028.04, -3835.26, 466.21, 252.09, 0.000, 0.000, 0.000, 17:54:12.829
31, -4087.63, -3893.34, 394.08, 93.20, 0.000, 0.000, 0.000, 17:54:12.831
32, -4027.17, -3831.03, 351.11, -102.21, 0.000, 0.000, 0.000, 17:54:12.831
33, -3994.37, -3799.39, 430.43, 106.63, 0.000, 0.000, 0.000, 17:54:12.847
34, -4011.80, -3826.98, 463.71, 266.61, 0.000, 0.000, 0.000, 17:54:12.849
35, -4081.13, -3888.57, 403.35, 120.68, 0.000, 0.000, 0.000, 17:54:12.851
36, -4023.34, -3827.23, 349.78, -86.29, 0.000, 0.000, 0.000, 17:54:12.854
37, -3996.09, -3804.92, 433.39, 117.02, 0.000, 0.000, 0.000, 17:54:12.870
38, -4015.53, -3830.71, 468.82, 268.38, 0.000, 0.000, 0.000, 17:54:12.873
39, -4089.30, -3897.37, 406.02, 115.43, 0.000, 0.000, 0.000, 17:54:12.877
