No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_17-55-07
0, -4038.81, -3851.26, 308.80, 31.80, 0.000, 0.000, 0.000, 17:55:09.519
1, -4067.12, -3898.83, 379.46, 236.55, 0.000, 0.000, 0.000, 17:55:09.531
2, -4067.24, -3890.95, 426.44, 436.12, 0.000, 0.000, 0.000, 17:55:09.531
3, -4108.52, -3928.06, 394.34, 298.50, 0.000, 0.000, 0.000, 17:55:09.546
4, -4044.56, -3865.04, 305.33, 0.65, 0.000, 0.000, 0.000, 17:55:09.546
5, -4058.61, -3878.84, 391.57, 209.06, 0.000, 0.000, 0.000, 17:55:09.548
6, -4049.37, -3876.46, 483.36, 480.67, 0.000, 0.000, 0.000, 17:55:09.548
7, -4116.27, -3939.18, 370.97, 203.70, 0.000, 0.000, 0.000, 17:55:09.562
8, -4045.78, -3863.57, 349.89, 11.37, 0.000, 0.000, 0.000, 17:55:09.563
9, -4057.69, -3882.33, 378.22, 185.47, 0.000, 0.000, 0.000, 17:55:09.579
10, -4068.91, -3901.39, 462.02, 382.80, 0.000, 0.000, 0.000, 17:55:09.581
11, -4088.56, -3916.48, 399.54, 218.26, 0.000, 0.000, 0.000, 17:55:09.583
12, -4082.42, -3897.56, 324.74, -46.12, 0.000, 0.000, 0.000, 17:55:09.583
13, -4056.29, -3873.22, 356.01, 153.67, 0.000, 0.000, 0.000, 17:55:09.592
14, -4041.13, -3868.88, 427.93, 325.96, 0.000, 0.000, 0.000, 17:55:09.593
15, -4116.18, -3949.39, 361.56, 141.90, 0.000, 0.000, 0.000, 17:55:09.607
16, -4097.59, -3917.52, 310.28, -71.63, 0.000, 0.000, 0.000, 17:55:09.607
17, -4025.20, -3859.92, 424.61, 172.46, 0.000, 0.000, 0.000, 17:55:09.612
18, -4043.80, -3874.71, 424.02, 271.52, 0.000, 0.000, 0.000, 17:55:09.613
19, -4083.48, -3900.88, 441.95, 186.50, 0.000, 0.000, 0.000, 17:55:09.627
20, -4093.82, -3906.35, 293.76, -61.75, 0.000, 0.000, 0.000, 17:55:09.628
