No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-40-54
0, -4601.65, -4972.65, 778.66, 1047.35, 0.000, 0.000, 0.000, 18:41:03.272
1, -4599.60, -4980.92, 779.61, 1054.08, 0.000, 0.000, 0.000, 18:41:03.349
2, -4580.96, -4965.97, 792.02, 1067.69, 0.000, 0.000, 0.000, 18:41:03.349
3, -4584.07, -4973.29, 800.35, 1063.69, 0.000, 0.000, 0.000, 18:41:03.351
4, -4591.87, -4965.75, 800.27, 1056.64, 0.000, 0.000, 0.000, 18:41:03.351
5, -4584.74, -4962.94, 796.17, 1051.25, 0.000, 0.000, 0.000, 18:41:03.352
6, -4579.17, -4963.66, 804.00, 1064.87, 0.000, 0.000, 0.000, 18:41:03.352
7, -4587.08, -4965.17, 807.34, 1070.87, 0.000, 0.000, 0.000, 18:41:03.353
8, -4583.54, -4961.44, 801.52, 1077.01, 0.000, 0.000, 0.000, 18:41:03.353
9, -4578.27, -4958.88, 808.01, 1072.19, 0.000, 0.000, 0.000, 18:41:03.354
10, -4573.80, -4958.17, 802.81, 1076.79, 0.000, 0.000, 0.000, 18:41:03.356
11, -4577.35, -4960.38, 810.04, 1074.20, 0.000, 0.000, 0.000, 18:41:03.357
12, -4580.68, -4962.29, 801.07, 1065.75, 0.000, 0.000, 0.000, 18:41:03.357
13, -4576.42, -4951.41, 796.57, 1069.44, 0.000, 0.000, 0.000, 18:41:03.358
14, -4556.03, -4949.90, 814.54, 1080.43, 0.000, 0.000, 0.000, 18:41:03.358
17, -4538.47, -4943.57, 823.51, 1106.15, 0.000, 0.000, 0.000, 18:41:03.380
18, -4527.79, -4942.21, 832.68, 1110.70, 0.000, 0.000, 0.000, 18:41:03.381
19, -4529.25, -4935.71, 834.67, 1113.77, 0.000, 0.000, 0.000, 18:41:03.382
20, -4534.64, -4901.81, 836.14, 1106.70, 0.000, 0.000, 0.000, 18:41:03.383
21, -4535.33, -4948.92, 829.65, 1109.35, 0.000, 0.000, 0.000, 18:41:03.433
22, -4482.15, -4946.83, 824.57, 1116.49, 0.000, 0.000, 0.000, 18:41:03.433
23, -4538.61, -4929.35, 814.41, 1112.72, 0.000, 0.000, 0.000, 18:41:03.433
24, -4469.75, -4857.39, 810.46, 1112.22, 0.000, 0.000, 0.000, 18:41:03.433
25, -4539.71, -4948.17, 810.15, 1106.89, 0.000, 0.000, 0.000, 18:41:03.434
26, -4540.99, -4949.64, 814.58, 1103.80, 0.000, 0.000, 0.000, 18:41:03.434
27, -4571.85, -4944.67, 828.30, 1108.47, 0.000, 0.000, 0.000, 18:41:03.434
28, -4427.87, -4928.96, 823.57, 1098.03, 0.000, 0.000, 0.000, 18:41:03.434
29, -4543.51, -4941.04, 811.11, 1093.80, 0.000, 0.000, 0.000, 18:41:03.435
30, -4521.32, -4966.35, 822.00, 1104.46, 0.000, 0.000, 0.000, 18:41:03.435
31, -4544.36, -4957.64, 814.27, 1100.84, 0.000, 0.000, 0.000, 18:41:03.435
32, -4496.71, -4860.73, 824.23, 1103.00, 0.000, 0.000, 0.000, 18:41:03.435
33, -4361.44, -4826.16, 819.22, 1073.34, 0.000, 0.000, 0.000, 18:41:03.497
34, -4494.50, -4863.49, 821.53, 1074.71, 0.000, 0.000, 0.000, 18:41:03.498
35, -4324.95, -4933.37, 827.34, 1072.19, 0.000, 0.000, 0.000, 18:41:03.501
36, -4439.04, -4811.80, 818.30, 1070.19, 0.000, 0.000, 0.000, 18:41:03.501
37, -4374.39, -4796.09, 810.55, 1072.69, 0.000, 0.000, 0.000, 18:41:03.503
38, -4488.19, -4846.83, 801.40, 1070.04, 0.000, 0.000, 0.000, 18:41:03.503
39, -4403.68, -4890.02, 811.14, 1073.51, 0.000, 0.000, 0.000, 18:41:03.508
40, -4322.35, -4780.87, 810.33, 1074.51, 0.000, 0.000, 0.000, 18:41:03.510
41, -4298.72, -4770.97, 808.14, 1068.95, 0.000, 0.000, 0.000, 18:41:03.512
42, -4352.38, -4760.87, 801.94, 1071.18, 0.000, 0.000, 0.000, 18:41:03.513
43, -4290.00, -4708.54, 810.09, 1068.12, 0.000, 0.000, 0.000, 18:41:03.517
44, -4350.25, -4714.44, 798.10, 1054.23, 0.000, 0.000, 0.000, 18:41:03.517
45, -4241.08, -4685.31, 796.85, 1066.32, 0.000, 0.000, 0.000, 18:41:03.517
46, -4213.04, -4769.94, 793.62, 1065.43, 0.000, 0.000, 0.000, 18:41:03.518
47, -4342.35, -4747.90, 796.89, 1069.01, 0.000, 0.000, 0.000, 18:41:03.589
48, -4330.63, -4710.60, 781.38, 1057.49, 0.000, 0.000, 0.000, 18:41:03.589
49, -4287.86, -4790.17, 782.84, 1058.76, 0.000, 0.000, 0.000, 18:41:03.589
50, -4269.24, -4750.63, 778.66, 1063.79, 0.000, 0.000, 0.000, 18:41:03.590
51, -4267.72, -4726.46, 783.55, 1058.53, 0.000, 0.000, 0.000, 18:41:03.591
52, -4275.00, -4720.22, 781.89, 1064.15, 0.000, 0.000, 0.000, 18:41:03.592
53, -4194.09, -4732.39, 780.15, 1068.82, 0.000, 0.000, 0.000, 18:41:03.595
54, -4231.76, -4789.04, 791.79, 1074.40, 0.000, 0.000, 0.000, 18:41:03.595
55, -4259.57, -4742.66, 791.35, 1071.08, 0.000, 0.000, 0.000, 18:41:03.597
56, -4255.36, -4698.18, 789.54, 1066.15, 0.000, 0.000, 0.000, 18:41:03.598
57, -4225.09, -4705.79, 787.54, 1068.40, 0.000, 0.000, 0.000, 18:41:03.601
58, -4205.94, -4688.42, 783.65, 1074.12, 0.000, 0.000, 0.000, 18:41:03.601
59, -4198.36, -4678.92, 789.90, 1081.09, 0.000, 0.000, 0.000, 18:41:03.602
60, -4198.24, -4709.54, 781.41, 1075.02, 0.000, 0.000, 0.000, 18:41:03.602
61, -4186.65, -4709.46, 778.95, 1087.35, 0.000, 0.000, 0.000, 18:41:03.602
62, -4224.87, -4743.90, 790.73, 1092.90, 0.000, 0.000, 0.000, 18:41:03.602
63, -4261.54, -4769.91, 796.15, 1081.12, 0.000, 0.000, 0.000, 18:41:03.602
64, -4291.33, -4750.46, 787.68, 1086.63, 0.000, 0.000, 0.000, 18:41:03.602
65, -4330.82, -4794.84, 791.18, 1089.42, 0.000, 0.000, 0.000, 18:41:03.667
66, -4338.95, -4802.01, 795.12, 1098.17, 0.000, 0.000, 0.000, 18:41:03.667
67, -4398.52, -4833.80, 797.64, 1094.61, 0.000, 0.000, 0.000, 18:41:03.667
68, -4458.32, -4893.20, 788.01, 1102.20, 0.000, 0.000, 0.000, 18:41:03.667
69, -4507.11, -4931.85, 791.05, 1102.26, 0.000, 0.000, 0.000, 18:41:03.668
70, -4532.19, -4919.56, 791.69, 1101.72, 0.000, 0.000, 0.000, 18:41:03.668
71, -4587.41, -4973.33, 796.71, 1110.38, 0.000, 0.000, 0.000, 18:41:03.668
72, -4635.48, -4996.63, 796.99, 1112.93, 0.000, 0.000, 0.000, 18:41:03.668
73, -4678.13, -5029.54, 801.23, 1126.35, 0.000, 0.000, 0.000, 18:41:03.669
74, -4720.83, -5068.02, 808.55, 1139.35, 0.000, 0.000, 0.000, 18:41:03.669
