No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-08-29_17-50-49
0, -3981.25, -3844.78, 531.39, 374.98, 0.000, 0.000, 0.000, 17:50:53.882
1, -3939.82, -3800.13, 431.15, 130.62, 0.000, 0.000, 0.000, 17:50:53.896
2, -3910.53, -3770.12, 533.64, 303.39, 0.000, 0.000, 0.000, 17:50:53.897
3, -3920.82, -3775.96, 568.20, 437.04, 0.000, 0.000, 0.000, 17:50:53.912
4, -3974.23, -3830.45, 535.30, 358.85, 0.000, 0.000, 0.000, 17:50:53.912
5, -3937.89, -3793.60, 443.80, 124.75, 0.000, 0.000, 0.000, 17:50:53.913
6, -3905.55, -3766.73, 534.23, 310.37, 0.000, 0.000, 0.000, 17:50:53.915
7, -3908.89, -3772.60, 570.56, 443.57, 0.000, 0.000, 0.000, 17:50:53.927
8, -3956.57, -3816.85, 544.10, 372.04, 0.000, 0.000, 0.000, 17:50:53.939
9, -3946.78, -3809.85, 433.02, 130.87, 0.000, 0.000, 0.000, 17:50:53.941
10, -3906.96, -3767.39, 542.50, 310.81, 0.000, 0.000, 0.000, 17:50:53.942
11, -3908.55, -3769.23, 579.71, 447.08, 0.000, 0.000, 0.000, 17:50:53.947
12, -3947.66, -3809.70, 570.26, 397.47, 0.000, 0.000, 0.000, 17:50:53.947
13, -3954.40, -3816.06, 437.05, 139.21, 0.000, 0.000, 0.000, 17:50:53.955
14, -3897.30, -3762.09, 540.14, 318.26, 0.000, 0.000, 0.000, 17:50:53.956
15, -3887.22, -3758.59, 576.00, 450.55, 0.000, 0.000, 0.000, 17:50:53.971
16, -3943.38, -3810.59, 554.94, 395.21, 0.000, 0.000, 0.000, 17:50:53.971
17, -3957.18, -3813.89, 444.71, 125.31, 0.000, 0.000, 0.000, 17:50:53.972
18, -3902.01, -3754.61, 534.09, 307.54, 0.000, 0.000, 0.000, 17:50:53.972
19, -3888.04, -3746.05, 580.59, 449.53, 0.000, 0.000, 0.000, 17:50:53.985
20, -3938.43, -3794.07, 564.73, 386.88, 0.000, 0.000, 0.000, 17:50:53.985
21, -3967.28, -3819.59, 439.69, 111.07, 0.000, 0.000, 0.000, 17:50:54.001
22, -3897.53, -3755.57, 531.30, 287.10, 0.000, 0.000, 0.000, 17:50:54.001
23, -3881.53, -3741.30, 578.95, 421.53, 0.000, 0.000, 0.000, 17:50:54.003
24, -3930.26, -3792.05, 569.12, 373.47, 0.000, 0.000, 0.000, 17:50:54.003
25, -3974.67, -3827.09, 437.69, 96.92, 0.000, 0.000, 0.000, 17:50:54.016
26, -3904.81, -3763.09, 529.47, 281.75, 0.000, 0.000, 0.000, 17:50:54.016
27, -3886.42, -3754.12, 561.29, 412.17, 0.000, 0.000, 0.000, 17:50:54.031
28, -3927.86, -3793.53, 553.21, 366.99, 0.000, 0.000, 0.000, 17:50:54.031
29, -3981.40, -3834.93, 420.03, 90.80, 0.000, 0.000, 0.000, 17:50:54.031
30, -3903.08, -3758.15, 522.00, 272.76, 0.000, 0.000, 0.000, 17:50:54.031
31, -3874.08, -3732.97, 566.49, 422.69, 0.000, 0.000, 0.000, 17:50:54.046
32, -3922.47, -3787.74, 564.61, 384.31, 0.000, 0.000, 0.000, 17:50:54.046
33, -3968.39, -3827.84, 431.21, 101.82, 0.000, 0.000, 0.000, 17:50:54.061
34, -3892.43, -3752.23, 529.49, 284.15, 0.000, 0.000, 0.000, 17:50:54.062
35, -3867.07, -3738.48, 570.65, 435.03, 0.000, 0.000, 0.000, 17:50:54.062
36, -3916.57, -3785.30, 573.49, 397.18, 0.000, 0.000, 0.000, 17:50:54.063
37, -3968.29, -3832.91, 437.98, 120.32, 0.000, 0.000, 0.000, 17:50:54.078
38, -3895.63, -3759.95, 537.34, 302.37, 0.000, 0.000, 0.000, 17:50:54.078
39, -3872.26, -3738.21, 569.66, 453.32, 0.000, 0.000, 0.000, 17:50:54.092
40, -3913.29, -3778.46, 582.31, 419.34, 0.000, 0.000, 0.000, 17:50:54.093
41, -3977.61, -3828.35, 431.80, 126.32, 0.000, 0.000, 0.000, 17:50:54.094
