No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-53-36
0, -4740.92, -5134.79, 890.78, 912.38, 0.000, 0.000, 0.000, 18:53:45.232
1, -4742.05, -5131.61, 902.19, 926.11, 0.000, 0.000, 0.000, 18:53:45.245
2, -4754.88, -5147.14, 874.01, 902.42, 0.000, 0.000, 0.000, 18:53:45.246
3, -4731.02, -5123.11, 888.64, 925.94, 0.000, 0.000, 0.000, 18:53:45.246
4, -4724.12, -5118.14, 900.49, 937.44, 0.000, 0.000, 0.000, 18:53:45.247
5, -4725.06, -5123.35, 897.69, 926.69, 0.000, 0.000, 0.000, 18:53:45.264
6, -4721.38, -5111.52, 912.77, 945.58, 0.000, 0.000, 0.000, 18:53:45.265
7, -4729.77, -5126.01, 909.98, 939.69, 0.000, 0.000, 0.000, 18:53:45.267
8, -4730.62, -5127.46, 899.63, 916.05, 0.000, 0.000, 0.000, 18:53:45.272
9, -4731.48, -5129.37, 902.38, 925.25, 0.000, 0.000, 0.000, 18:53:45.278
10, -4724.88, -5125.17, 911.03, 932.45, 0.000, 0.000, 0.000, 18:53:45.280
11, -4711.10, -5110.61, 907.17, 937.98, 0.000, 0.000, 0.000, 18:53:45.281
12, -4720.66, -5124.73, 901.48, 928.02, 0.000, 0.000, 0.000, 18:53:45.283
13, -4731.44, -5126.95, 899.03, 929.63, 0.000, 0.000, 0.000, 18:53:45.312
14, -4712.19, -5110.37, 910.51, 952.57, 0.000, 0.000, 0.000, 18:53:45.314
15, -4721.18, -5118.96, 898.62, 938.29, 0.000, 0.000, 0.000, 18:53:45.317
16, -4711.32, -5108.39, 908.07, 932.05, 0.000, 0.000, 0.000, 18:53:45.318
17, -4720.56, -5122.42, 905.23, 934.78, 0.000, 0.000, 0.000, 18:53:45.319
18, -4706.30, -5107.49, 929.13, 949.03, 0.000, 0.000, 0.000, 18:53:45.322
19, -4711.78, -5118.73, 907.63, 946.62, 0.000, 0.000, 0.000, 18:53:45.326
20, -4696.87, -5109.19, 931.96, 967.01, 0.000, 0.000, 0.000, 18:53:45.327
21, -4702.86, -5110.47, 926.73, 963.21, 0.000, 0.000, 0.000, 18:53:45.331
22, -4708.12, -5114.72, 918.31, 969.61, 0.000, 0.000, 0.000, 18:53:45.331
23, -4715.99, -5098.20, 909.21, 969.42, 0.000, 0.000, 0.000, 18:53:45.428
24, -4729.15, -5124.44, 893.38, 946.44, 0.000, 0.000, 0.000, 18:53:45.429
25, -4739.43, -5137.18, 903.80, 933.78, 0.000, 0.000, 0.000, 18:53:45.432
26, -4723.66, -5124.71, 896.16, 942.04, 0.000, 0.000, 0.000, 18:53:45.433
